 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
Eb major (3b), 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 1/0, 3/2, 0/0, 0/0, 1/1, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 3/1, 0/0, 3/2, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 20/11
A major (3#), 1/0, 1/0, 4/1, 3/1, 1/0, 1/0, 4/1, 2/1, 1/0, 1/0, 4/2, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 5/5, 2/0, 2/2, 2/0, 3/0, 2/0, 3/2, 1/0, 4/3, 2/0, 2/0, 3/1, 4/5, 2/0, 2/0, 1/0, 1/0, 1/0, 1/0, 72/25
C minor (3b), 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 3/1, 0/0, 0/0, 2/1, 3/1, 0/0, 0/0, 0/0, 0/0, 0/0, 3/1, 0/0, 2/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 19/6
F# minor (3#), 1/0, 1/0, 2/3, 3/2, 1/0, 1/0, 2/1, 3/1, 1/0, 1/0, 3/1, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 3/3, 2/0, 4/3, 2/2, 3/7, 2/1, 2/1, 1/0, 4/0, 2/0, 4/4, 3/3, 4/4, 2/1, 2/2, 1/0, 1/0, 1/0, 1/0, 69/40
Ab major (4b), 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 1/1, 3/3, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 0/0, 0/0, 0/0, 3/1, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 16/11
E major (4#), 1/0, 1/0, 4/1, 3/1, 1/0, 1/0, 4/2, 2/2, 1/0, 1/0, 2/1, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 5/4, 1/0, 2/3, 2/0, 3/3, 1/0, 4/2, 0/0, 3/3, 2/1, 2/1, 2/1, 4/3, 2/0, 2/0, 1/0, 1/0, 1/0, 1/0, 66/29
F minor (4b), 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 2/1, 3/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/0, 0/0, 0/0, 0/0, 3/1, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 15/5
C# minor (4#), 1/0, 1/0, 3/2, 4/1, 1/0, 1/0, 2/0, 4/3, 1/0, 1/0, 3/1, 2/2, 1/0, 1/0, 1/0, 1/0, 1/0, 4/4, 2/0, 5/4, 2/0, 4/4, 1/0, 3/2, 0/0, 3/0, 2/0, 5/5, 2/0, 4/1, 3/1, 3/2, 1/0, 1/0, 1/0, 1/0, 76/32
Db major (5b), 0/0, 0/0, 1/0, 2/1, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 1/1, 4/3, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 3/1, 0/0, 1/0, 0/0, 2/4, 0/0, 0/0, 0/0, 3/1, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 25/14
B major (5#), 1/0, 1/0, 4/3, 2/2, 0/0, 0/0, 3/2, 2/1, 0/0, 0/0, 1/1, 2/1, 1/0, 1/0, 1/0, 1/0, 1/0, 3/3, 1/1, 4/3, 2/1, 3/4, 1/1, 3/3, 0/0, 2/2, 1/0, 4/4, 2/1, 3/2, 2/4, 2/3, 1/0, 1/0, 1/0, 1/0, 58/42
Bb minor (5b), 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 0/0, 3/1, 0/0, 0/0, 1/1, 4/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 2/0, 0/0, 1/0, 0/0, 3/1, 0/0, 0/0, 0/0, 2/1, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 24/7
G# minor (5#), 1/0, 1/0, 3/2, 3/1, 0/0, 0/0, 1/2, 4/1, 0/0, 0/0, 2/1, 3/1, 1/0, 1/0, 1/0, 1/0, 1/0, 4/4, 2/0, 5/4, 2/0, 4/4, 1/0, 6/5, 0/0, 2/0, 1/0, 5/5, 2/1, 3/1, 3/1, 3/2, 1/0, 1/0, 1/0, 1/0, 70/35
Gb major (6b), 1/0, 1/0, 3/2, 4/3, 0/0, 0/0, 1/0, 5/4, 0/0, 0/0, 2/1, 5/4, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 2/2, 4/3, 1/0, 3/4, 1/0, 3/4, 0/0, 1/0, 0/0, 4/3, 1/0, 3/2, 3/6, 3/2, 0/0, 0/0, 0/0, 0/0, 54/42
F# major (6#), 1/0, 1/0, 2/3, 3/2, 0/0, 0/0, 1/0, 4/2, 0/0, 0/0, 2/1, 3/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/3, 1/1, 3/2, 1/0, 2/2, 1/0, 2/2, 0/0, 1/0, 0/0, 3/2, 1/0, 2/1, 2/4, 2/3, 0/0, 0/0, 0/0, 0/0, 40/29
Eb minor (6b), 1/0, 1/0, 2/1, 3/1, 0/0, 0/0, 1/0, 4/2, 0/0, 0/0, 2/1, 4/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 3/2, 1/0, 2/0, 1/0, 4/1, 0/0, 1/0, 0/0, 3/1, 1/0, 1/0, 2/0, 2/0, 0/0, 0/0, 0/0, 0/0, 42/12
D# minor (6#), 1/0, 1/0, 3/2, 4/1, 0/0, 0/0, 1/0, 5/1, 0/0, 0/0, 2/1, 6/2, 0/0, 0/0, 0/0, 0/0, 0/0, 3/4, 2/0, 4/2, 1/0, 3/4, 1/0, 6/4, 0/0, 1/0, 0/0, 4/3, 1/0, 2/1, 3/1, 3/2, 0/0, 0/0, 0/0, 0/0, 57/28
Cb major (7b), 2/2, 2/2, 7/6, 4/4, 0/0, 0/0, 5/4, 4/4, 0/0, 0/0, 2/3, 4/4, 1/0, 1/0, 1/0, 1/0, 1/0, 5/6, 2/2, 5/3, 3/2, 5/8, 2/2, 5/6, 0/0, 3/4, 1/0, 5/3, 3/2, 4/2, 4/8, 4/6, 1/0, 1/0, 1/0, 1/0, 90/83
C# major (7#), 0/0, 0/0, 2/2, 3/1, 0/0, 0/0, 0/0, 4/3, 0/0, 0/0, 1/1, 4/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 2/0, 4/4, 0/0, 2/4, 0/0, 1/2, 0/0, 0/0, 0/0, 4/5, 0/0, 2/2, 2/7, 2/4, 0/0, 0/0, 0/0, 0/0, 35/39
Ab minor (7b), 1/0, 1/0, 2/0, 2/1, 0/0, 0/0, 1/0, 3/2, 0/0, 0/0, 2/1, 3/2, 1/0, 1/0, 1/0, 1/0, 1/0, 3/1, 1/0, 4/1, 2/0, 3/0, 1/0, 4/1, 0/0, 2/0, 1/0, 4/1, 2/0, 2/0, 2/0, 2/0, 1/0, 1/0, 1/0, 1/0, 57/10
A# minor (7#), 0/0, 0/0, 2/2, 4/3, 0/0, 0/0, 0/0, 5/3, 0/0, 0/0, 1/1, 7/4, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 2/0, 4/6, 0/0, 2/4, 0/0, 5/4, 0/0, 0/0, 0/0, 4/7, 0/0, 2/1, 2/1, 2/2, 0/0, 0/0, 0/0, 0/0, 44/40
