 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0, 2, 1, 1, 0, 1, 0, 0, 1, 2, 2, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 15
A minor (0), 0, 1, 1, 1, 0, 2, 0, 0, 1, 3, 1, 0, 1, 2, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 17
F major (1b), 0, 2, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
G major (1#), 0, 2, 1, 1, 0, 1, 0, 1, 1, 3, 2, 1, 1, 3, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 22
D minor (1b), 1, 3, 1, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 16
E minor (1#), 0, 1, 2, 1, 0, 1, 0, 1, 1, 3, 0, 1, 1, 3, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 22
Bb major (2b), 0, 1, 0, 0, 0, 1, 0, 0, 1, 3, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 11
D major (2#), 1, 3, 2, 1, 1, 2, 0, 1, 0, 2, 3, 1, 1, 3, 0, 0, 0, 1, 2, 1, 1, 1, 1, 1, 29
G minor (2b), 0, 1, 0, 0, 0, 1, 0, 1, 1, 3, 1, 2, 0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 17
B minor (2#), 1, 3, 2, 0, 1, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 2, 2, 1, 1, 2, 1, 1, 30
Eb major (3b), 0, 0, 1, 0, 0, 1, 1, 1, 1, 3, 1, 2, 0, 1, 1, 1, 0, 1, 2, 0, 0, 2, 0, 0, 19
A major (3#), 1, 2, 2, 1, 1, 3, 0, 1, 0, 3, 2, 1, 1, 2, 0, 0, 0, 2, 2, 2, 1, 2, 1, 1, 31
C minor (3b), 0, 0, 2, 1, 0, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 0, 2, 0, 0, 22
F# minor (3#), 1, 2, 3, 1, 1, 4, 0, 0, 0, 1, 3, 2, 1, 3, 0, 0, 0, 2, 3, 1, 1, 3, 0, 0, 32
Ab major (4b), 0, 0, 2, 0, 0, 1, 2, 2, 0, 2, 1, 2, 0, 2, 2, 2, 1, 4, 2, 0, 0, 3, 0, 0, 28
E major (4#), 1, 1, 3, 1, 1, 3, 0, 1, 0, 3, 1, 1, 1, 3, 0, 0, 1, 3, 2, 2, 1, 2, 1, 1, 33
F minor (4b), 0, 1, 1, 0, 0, 0, 1, 1, 0, 2, 2, 0, 0, 3, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 17
C# minor (4#), 0, 0, 2, 1, 0, 3, 0, 1, 0, 3, 0, 3, 1, 3, 0, 0, 1, 4, 1, 3, 0, 2, 1, 1, 30
Db major (5b), 0, 0, 2, 0, 0, 2, 2, 2, 0, 1, 1, 2, 0, 4, 2, 2, 2, 6, 2, 1, 0, 4, 0, 0, 35
B major (5#), 1, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 3, 0, 2, 1, 1, 1, 4, 2, 2, 1, 3, 1, 1, 35
Bb minor (5b), 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 2, 0, 0, 15
G# minor (5#), 1, 1, 2, 0, 1, 1, 1, 2, 0, 4, 1, 3, 0, 2, 1, 1, 2, 4, 2, 1, 1, 2, 1, 1, 35
Gb major (6b), 1, 1, 3, 0, 1, 4, 2, 2, 0, 2, 2, 2, 0, 4, 2, 2, 2, 7, 3, 2, 1, 6, 0, 0, 49
F# major (6#), 1, 1, 2, 0, 1, 3, 1, 1, 0, 1, 2, 2, 0, 3, 1, 1, 1, 4, 3, 1, 1, 4, 0, 0, 34
Eb minor (6b), 1, 1, 2, 0, 1, 3, 1, 1, 1, 2, 2, 2, 0, 1, 1, 1, 0, 2, 3, 1, 1, 4, 0, 0, 31
D# minor (6#), 1, 1, 3, 0, 1, 4, 2, 2, 1, 3, 2, 2, 0, 1, 2, 2, 0, 4, 3, 2, 1, 6, 0, 0, 43
Cb major (7b), 2, 2, 4, 0, 2, 4, 2, 3, 0, 3, 2, 3, 0, 3, 2, 2, 2, 7, 3, 3, 2, 6, 1, 1, 59
C# major (7#), 0, 0, 1, 0, 0, 3, 1, 1, 0, 2, 1, 2, 0, 3, 1, 1, 1, 5, 2, 2, 0, 4, 0, 0, 30
Ab minor (7b), 1, 1, 3, 0, 1, 1, 2, 3, 0, 3, 1, 3, 0, 1, 2, 2, 1, 4, 2, 1, 1, 3, 1, 1, 38
A# minor (7#), 0, 1, 0, 0, 0, 4, 0, 0, 0, 2, 2, 2, 0, 4, 0, 0, 2, 4, 2, 2, 0, 4, 0, 0, 29
