 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 1, 3, 0, 2, 1, 1, 2, 2, 1, 1, 29
A minor (0), 2, 1, 3, 2, 3, 1, 3, 2, 1, 0, 2, 2, 1, 0, 2, 1, 4, 0, 2, 2, 1, 2, 3, 1, 4, 45
A minor mel (0), 2, 1, 4, 2, 3, 1, 4, 2, 1, 0, 3, 2, 1, 0, 3, 1, 4, 0, 3, 2, 1, 3, 3, 1, 4, 51
C major blues (0), 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 3, 1, 1, 0, 3, 1, 3, 0, 3, 1, 1, 3, 2, 1, 1, 35
A minor blues (0), 2, 1, 4, 1, 2, 1, 4, 1, 1, 0, 4, 1, 1, 0, 4, 1, 4, 0, 4, 1, 1, 3, 3, 1, 4, 49
C dorian (0), 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 3, 1, 1, 0, 3, 1, 3, 0, 3, 1, 1, 3, 2, 1, 1, 35
C phrygian (0), 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 22
C lydian (0), 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 3, 1, 1, 0, 3, 1, 3, 0, 3, 1, 1, 3, 2, 1, 1, 35
C mixolydian (0), 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 22
C aeolian (0), 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 1, 3, 0, 2, 1, 1, 2, 2, 1, 1, 29
C locrian (0), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 6
F major (1b), 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 22
G major (1#), 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 3, 1, 1, 0, 3, 1, 3, 0, 3, 1, 1, 3, 2, 1, 1, 35
D minor (1b), 2, 1, 2, 0, 2, 1, 2, 0, 0, 1, 3, 1, 1, 1, 3, 2, 2, 1, 3, 1, 2, 1, 2, 1, 2, 37
E minor (1#), 3, 0, 5, 1, 3, 0, 5, 1, 1, 0, 5, 0, 0, 0, 5, 0, 5, 0, 5, 0, 0, 2, 4, 0, 3, 48
D minor mel (1b), 2, 1, 2, 1, 2, 1, 2, 1, 0, 1, 4, 1, 1, 1, 4, 2, 2, 1, 4, 1, 2, 2, 3, 1, 2, 44
E minor mel (1#), 4, 0, 6, 1, 4, 0, 6, 1, 0, 1, 6, 0, 0, 1, 6, 1, 4, 1, 6, 0, 1, 2, 5, 0, 4, 60
F major blues (1b), 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 1, 3, 0, 2, 1, 1, 2, 2, 1, 1, 29
G major blues (1#), 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 4, 1, 1, 1, 4, 2, 3, 1, 4, 1, 2, 3, 3, 1, 2, 49
D minor blues (1b), 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 1, 1, 0, 3, 1, 3, 0, 3, 1, 1, 2, 2, 1, 1, 32
E minor blues (1#), 3, 1, 5, 1, 3, 1, 5, 1, 1, 1, 5, 1, 1, 1, 5, 2, 4, 1, 5, 1, 2, 3, 4, 1, 5, 63
F dorian (1b), 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 1, 3, 0, 2, 1, 1, 2, 2, 1, 1, 29
