id,title,composer,KSgt,KSest,notes,err,time
142,142-Wolf-chantsitaliens35,,(-3),NaN,77,3,0.001
143,143-Wolf-melodiesespagnoles1,,F major (-1),NaN,91,5,0.001
144,144-Wolf-melodiesespagnoles13,,D major (2),NaN,67,5,0.001
145,145-Clementi-sonate3op25,,B- major (-2),NaN,87,1,0.001
146,146-Clementi-sonatine2op35,,G major (1),NaN,117,0,0.001
147,147-Beethoven-rondosonateop28,,D major (2),NaN,56,0,0.001
148,148-Mozart-concertofluteKV314,,D major (2),NaN,61,4,0.001
149,149-Wolf-melodiesespagnoles2,,C major (0),NaN,91,2,0.001
151,151-Mozart-duettinoDonJuanI97,,A major (3),NaN,70,0,0.001
152,152-Clementi-sonate5op36,,C major (0),NaN,89,0,0.001
153,153-Wolf-chansonsItaliennes21,,F major (-1),NaN,90,1,0.001
154,154-Clementi-sonatine1op37,,E- major (-3),NaN,83,1,0.001
155,155-CPEBach-ariavar2,,A major (3),NaN,57,3,0.001
156,156-Haendel-hornpipeconcertogrosso7,,B- major (-2),NaN,79,0,0.001
157,157-Wolf-melodiesitaliennes20,,B- major (-2),NaN,96,3,0.001
158,158-Beethoven-quatuor1op18,,F major (-1),NaN,94,0,0.001
159,159-Dussek-rondo,,B- major (-2),NaN,141,0,0.002
160,160-Beethoven-trio2op70,,C major (0),NaN,49,0,0.000
161,161-Rimsky-Korsakov-Scheherazade,,G major (1),NaN,117,1,0.001
162,162-Chopin-nocturne1op32,,B major (5),NaN,53,53,0.000
163,163-Beethoven-septuorop20,,E- major (-3),NaN,61,1,0.001
164,164-Clementi-rondosonatine2op38,,B- major (-2),NaN,53,0,0.001
165,165-Balbastre-pastorale,,C major (0),NaN,57,0,0.001
168,168-Beethoven-quatuor1op18,,F major (-1),NaN,94,1,0.001
169,169-Wolf-chantsitaliens29,,C major (0),NaN,93,4,0.001
171,171-Mozart-concertobasson,,F major (-1),NaN,79,0,0.001
172,172-Beethoven-trio2op70,,C major (0),NaN,65,0,0.001
173,173-Kuhlau-sonative1op60,,F major (-1),NaN,132,0,0.002
174,174-negrospiritual,,C major (0),NaN,69,0,0.001
177,177-Boulnois-berceuse,,C major (0),NaN,84,2,0.001
178,178-Poulenc,,D major (2),NaN,85,0,0.001
179,179-Clementi-canone33,,C major (0),NaN,83,1,0.001
180,180-Haendel-concertogrosso9op6,,F major (-1),NaN,58,0,0.001
201,201-Beethoven-variation1,,G major (1),NaN,97,3,0.001
202,202-Bach-sarabande,,F major (-1),NaN,86,0,0.001
203,203-Listz-preludes,,C major (0),NaN,113,2,0.001
205,205-Bach-credo,,(2),NaN,105,0,0.001
206,206-Beethoven-sonateop26,,(-4),NaN,67,0,0.001
207,207-Bach-aria,,(1),NaN,134,2,0.002
209,209-Beethoven-rondoop13,,(-3),NaN,87,0,0.001
210,210-Schubert-benedictus,,(1),NaN,78,6,0.001
211,211-Haydn,,C major (0),NaN,132,0,0.002
213,213-Beethoven-sonate2op14,,G major (1),NaN,85,0,0.001
214,214-Schumann-trio3,,(-3),NaN,128,7,0.002
215,215-Debussy-passepied,,A major (3),NaN,51,50,0.000
216,216-Haendel,,(2),NaN,147,0,0.002
217,217-Beethoven-octuorop103,,(-2),NaN,84,1,0.001
218,218-Beethoven-sonateop28,,F major (-1),NaN,85,3,0.001
219,219-Schubert-scherzo,,B- major (-2),NaN,80,1,0.001
220,220-Mozart-sonateKV281,,(-3),NaN,136,0,0.002
221,221-Monteverdi-orfeo,,(-1),NaN,31,0,0.000
222,222-Bartok-burlesque,,C major (0),NaN,66,2,0.001
223,223-Monteverdi-Orfeo,,C major (0),NaN,43,0,0.000
224,224-Schumann-trio3op110,,(-2),NaN,61,0,0.001
225,225-Beethoven-variationsop24,,(-1),NaN,97,0,0.001
226,226-Milhaud-Boeuf,,C major (0),NaN,102,0,0.001
227,227-Mozart-quintetK407,,(-2),NaN,105,1,0.001
228,228-Schuman-myrthen7op25,,(-5),NaN,62,14,0.001
229,229-Liszt-melodie,,G major (1),NaN,81,3,0.001
230,230-Schumann-trio2,,(-1),NaN,74,6,0.001
231,231-Duparc-elegie,,F major (-1),NaN,47,3,0.000
232,232-Beethoven-sonateop22,,(-3),NaN,70,1,0.001
233,233-Debussy-cloches,,E major (4),NaN,64,36,0.001
234,234-Beethoven-symphonie2op36,,A major (3),NaN,74,2,0.001
235,235-Schumann-quatuor1op41,,C major (0),NaN,142,0,0.003
236,236-Schubert-scherzo,,G major (1),NaN,82,0,0.001
237,237-Beethoven-symphonie6,,B- major (-2),NaN,122,0,0.001
239,239-Beethoven-themavar,,(1),NaN,71,0,0.001
240,240-Haydn-sonate5,,C major (0),NaN,124,0,0.001
241,241-Haendel-sicilianaconcertogrosso8,,(-3),NaN,116,0,0.001
243,243-Strauss-melodie1op56,,(-1),NaN,87,3,0.001
244,244-Bach-concerto1violon,,C major (0),NaN,129,0,0.002
245,245-Debussy-Arabesque2,,G major (1),NaN,184,0,0.002
246,246-Mozart-marcheflute,,F major (-1),NaN,97,0,0.001
247,247-Schubert-Benedictus,,G major (1),NaN,41,0,0.001
248,248-Mozart-sonateKV280,,(-4),NaN,97,0,0.001
249,249-Mozart-andateKV9b,,B- major (-2),NaN,128,0,0.002
250,250-Cliquet-Pleyel,,C major (0),NaN,99,8,0.001
251,251-Schumann-Myrthen10op25,,(-3),NaN,67,0,0.001
252,252-Kuhlau-sonatine2op60,,A major (3),NaN,68,31,0.001
253,253-Schubert-gloria,,(2),NaN,50,0,0.000
254,254-Haydn-quatuor5op76,,(2),NaN,111,3,0.001
255,255-Mozart-sonateDomKV457,,(-3),NaN,174,3,0.003
256,256-Mozart-sonataKV309,,(-1),NaN,138,0,0.002
257,257-Mozart-quintetteDomKV309,,E- major (-3),NaN,112,2,0.001
258,258-Schumann-quatuor2FaMop41,,F major (-1),NaN,105,2,0.001
260,260-Monteverdi-Orfeo,,(0),NaN,84,0,0.001
262,262-Schumann-Myrthen23op25,,(2),NaN,82,1,0.001
263,263-Clergue-Tom,,F major (-1),NaN,70,0,0.001
265,265-Mozart-Aria15,,E major (4),NaN,119,1,0.001
266,266-Debussy-Berger,,A major (3),NaN,72,1,0.001
267,267-Lalo-RoidYs,,F major (-1),NaN,52,1,0.001
268,268-Scarlatti-sonatepastorale,,(1),NaN,115,0,0.001
269,269-Beethoven-quatuor1op18,,(-1),NaN,132,0,0.001
271,271-Duparc-elegie,,(-1),NaN,64,0,0.001
272,272-Bach-cantate140duetto,,(-3),NaN,184,0,0.002
273,273-Haendel-concerto2,,(-1),NaN,115,0,0.001
274,274-Wolf-melodieespagnole6,,(3),NaN,123,9,0.001
275,275-Bartok-danceRoumaine1,,(0),NaN,120,0,0.001
276,276-Bach-AnnaMagdalena,,(-3),NaN,69,0,0.001
277,277-Debussy-quatuorSolmop10,,(-2),NaN,77,0,0.001
278,278-SaintSaens-Cygne,,(1),NaN,122,3,0.002
302,302-Chopin-nocturne3op9,,(2),NaN,60,17,0.001
303,303-Bach-partita2sinfonia,,(-3),NaN,59,0,0.001
304,304-Bach-polonaise,,(-1),NaN,136,0,0.002
306,306-Haendel-concertogrosso3-4mvt,,(1),NaN,102,1,0.002
307,307-Mozart-fantaisiekv475,,B- major (-2),NaN,78,0,0.001
308,308-Beethoven-sonateop81,,E- major (-3),NaN,109,0,0.002
309,309-Poulenc-improvisation6,,(-2),NaN,129,6,0.002
311,311-Mozart-ariaCosifantutte,,A major (3),NaN,91,3,0.001
312,312-Kuhlau-sonatineop20,,F major (-1),NaN,105,2,0.001
313,313-Schumann-trio1,,C major (0),NaN,72,2,0.001
314,314-Couperin-intime,,(1),NaN,60,3,0.001
315,315-Ibert-symphonieconcertante,,C major (0),NaN,147,16,0.002
316,316-Bach-courantesuite3,,(2),NaN,80,10,0.001
317,317-Mozart-sonateKV333,,(-2),NaN,191,0,0.002
319,319-Haydn-symphonie88,,(1),NaN,101,0,0.002
320,320-Kuhlau-sonatine2op60,,(0),NaN,135,1,0.002
321,321-Debussy-Pelleas,,E major (4),NaN,62,2,0.001
323,323-Bartok-images,,A major (3),NaN,55,0,0.001
325,325-Chopin-concertoop21,,(-4),NaN,238,2,0.003
326,326-Mozart-ariaflute,,(-3),NaN,127,3,0.001
327,327-Mendelssohn-romancesp8op30,,(-5),NaN,75,0,0.001
328,328-Bartok-sonatine,,D major (2),NaN,80,0,0.001
329,329-Debussy-sonateviolon,,B- major (-2),NaN,78,0,0.001
331,331-Beethoven-sonateop26,,(-4),NaN,89,0,0.001
332,332-Milhaud-boeuf,,C major (0),NaN,88,9,0.001
333,333-Mazas-romance1op36,,E major (4),NaN,150,79,0.002
334,334-Haydn-concertosol,,C major (0),NaN,166,7,0.004
335,335-Berlioz-BenvenutoCelliniop23,,(1),NaN,104,2,0.001
337,337-Beethoven-sonate2op10,,(-1),NaN,93,0,0.001
338,338-Haendel-sonateV,,A major (3),NaN,155,6,0.002
339,339-Mozart-air17flute,,(-2),NaN,105,3,0.001
340,340-Kuhlau-sonatine4op88,,(3),NaN,119,1,0.001
341,341-Mozart-concertolaKV219,,E major (4),NaN,179,132,0.002
343,343-Bach-allemandePartita6,,G major (1),NaN,134,15,0.001
344,344-Mozart-quintettemibK614,,(-2),NaN,79,0,0.001
345,345-Debussy-PelleasII4,,E major (4),NaN,48,26,0.001
346,346-Chopin-fantaisie,,A major (3),NaN,60,0,0.001
347,347-Haendel-concertogrosso7,,(-2),NaN,111,0,0.001
348,348-Mozart-flutemarche,,C major (0),NaN,102,0,0.001
349,349-Haydn-quatuor5op76,,(6),NaN,98,98,0.001
351,351-Jones,,C major (0),NaN,145,1,0.002
352,352-Scarlatti-sonateutK502,,(0),NaN,86,0,0.001
353,353-Mendelssohn-romancesspop67,,A major (3),NaN,31,1,0.000
354,354-Mozart-sonatefaKV332,,(-2),NaN,147,1,0.002
355,355-Mozart-sonatereKV311,,G major (1),NaN,144,1,0.002
356,356-Chopin-nocturne1op27,,(4),NaN,68,13,0.001
357,357-Bach-ariaGoldbergBWV988,,G major (1),NaN,137,0,0.002
359,359-Mozart-romance,,(0),NaN,157,1,0.002
360,360-Soulage,,(2),NaN,115,0,0.001
361,361-Beethoven-sonate2op14,,(1),NaN,144,3,0.002
363,363-Debussy-clairdelune,,(-5),NaN,149,0,0.002
366,366-Bach-andante,,(-1),NaN,137,1,0.002
367,367-Bach-suite5,,(1),NaN,99,0,0.002
369,369-Bach-solocembalo,,(-3),NaN,299,0,0.004
370,370-Beethoven-quatuor3op59,,(0),NaN,148,0,0.002
371,371-Haydn-concertoreop21,,A major (3),NaN,120,14,0.001
374,374-Bizet-seguedille,,D major (2),NaN,170,17,0.002
375,375-Beethoven-sonate21op53,,(-1),NaN,70,2,0.001
376,376-Clementi-sonate2op26,,D major (2),NaN,65,8,0.001
378,378-Beethoven-quintetteop29,,(-1),NaN,168,1,0.002
380,380-Bartok-Bulgare,,(0),NaN,59,0,0.001
401,401-Mozart-sonateKV282,,(-3),NaN,180,0,0.002
403,403-Bach-allemandePartita4,,(2),NaN,394,11,0.006
404,404-Rode-caprice6,,(2),NaN,188,15,0.003
405,405-Bach-prelude13,,(6),NaN,102,101,0.002
407,407-Beethoven-sonate1op10,,A- major (-4),NaN,121,2,0.002
408,408-Bach-sarabande-Partita4,,(2),NaN,153,0,0.002
409,409-Beethoven-quatuor1op18,,(-1),NaN,153,2,0.005
410,410-Mozart-sonateKV309,,F major (-1),NaN,187,0,0.002
413,413-Beethoven-quintetteop16,,(-3),NaN,131,7,0.002
414,414-Bach-laudamus-te,,(3),NaN,220,7,0.005
415,415-Mozart-donGiovaniI2,,(-2),NaN,132,0,0.002
416,416-Bach-aria-Goldberg,,(1),NaN,98,0,0.001
418,418-Bach-courante-partita4,,(2),NaN,174,1,0.002
419,419-Beethoven-variation23,,D major (2),NaN,158,4,0.002
420,420-Bach-prelude6,,(2),NaN,167,32,0.002
423,423-Bach-adagio-Goldberg25,,(-2),NaN,98,6,0.002
424,424-Bach-prelude4,,(4),NaN,125,78,0.004
425,425-Beethoven-sonateop7,,(0),NaN,133,2,0.002
426,426-Bach-suiteanglaise1,,(3),NaN,94,0,0.001
427,427-Bach-rondo-partita2,,(-3),NaN,69,0,0.001
428,428-Beethoven-sonate3op10,,(-1),NaN,97,4,0.001
429,429-Mozart-sonateKV283,,(0),NaN,161,5,0.003
431,431-Bach-sinfonia-partita2,,(-3),NaN,342,0,0.005
434,434-Bach-concertoitalien,,(-1),NaN,340,3,0.006
435,435-Wolf-nein,,(1),NaN,71,9,0.001
436,436-Bach-ouverture-partita4,,(2),NaN,171,0,0.003
437,437-Bach-courante-partita2,,(-3),NaN,112,0,0.001
438,438-Mozart-sonateKV457,,(-3),NaN,214,2,0.003
440,440-Bach-prelude10,,(1),NaN,176,2,0.002
442,442-Mozart-dongiovaniII7,,(-3),NaN,114,1,0.001
443,443-Ibert-escales,,(6),NaN,172,100,0.002
444,444-Bach-invention,,(4),NaN,320,189,0.004
445,445-Beethoven-sonateop110,,(-6),NaN,92,3,0.001
446,446-Mozart-sonateKV330,,(0),NaN,268,3,0.003
448,448-Bach-concertoclavecin1,,(-2),NaN,203,1,0.002
449,449-Clementi-gradus,,F major (-1),NaN,150,2,0.002
450,450-Bach-toccata-solm,,(-2),NaN,101,0,0.002
451,451-Bach-sarabande,,(-2),NaN,221,5,0.003
453,453-Mozart-sonateKV310,,(-1),NaN,192,3,0.003
456,456-Haendel-sonate4,,(2),NaN,156,1,0.002
457,457-Bach-prelude8,,(-6),NaN,109,1,0.001
458,458-Liszt-rhapsodiehongroise12,,(4),NaN,83,55,0.001
459,459-Bach-courantepartita6,,(1),NaN,153,8,0.002
460,460-Spohr-duoconcertant1op3,,(-3),NaN,127,1,0.001
461,461-Bach-allemande-partita1,,(2),NaN,511,65,0.007
465,465-Clementi-sonateop12,,(-1),NaN,231,3,0.003
467,467-Schubert-MatchenTod,,(-2),NaN,167,0,0.002
468,468-Scarlatti-sonateK502,,(0),NaN,260,0,0.004
