 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
C major (0), 1, 1, 4, 2, 0, 0, 1, 0, 4, 3, 2, 3, 0, 0, 1, 1, 23
A minor (0), 0, 0, 3, 3, 0, 0, 3, 0, 4, 2, 1, 1, 0, 0, 1, 1, 19
A minor mel (0), 0, 0, 3, 2, 1, 1, 4, 0, 3, 3, 0, 0, 0, 0, 1, 1, 19
C major blues (0), 1, 1, 4, 2, 1, 1, 2, 1, 4, 4, 3, 3, 1, 1, 1, 1, 31
A minor blues (0), 1, 1, 4, 2, 1, 1, 3, 1, 4, 4, 3, 2, 1, 1, 1, 1, 31
C dorian (0), 1, 1, 4, 1, 1, 1, 2, 0, 3, 4, 1, 2, 0, 0, 1, 1, 23
C phrygian (0), 1, 1, 3, 2, 0, 0, 1, 0, 4, 3, 2, 3, 1, 1, 0, 0, 22
C lydian (0), 1, 1, 4, 1, 1, 1, 2, 0, 3, 4, 1, 2, 0, 0, 1, 1, 23
C mixolydian (0), 1, 1, 3, 2, 0, 0, 1, 0, 4, 3, 2, 3, 1, 1, 0, 0, 22
C aeolian (0), 1, 1, 4, 2, 0, 0, 1, 0, 4, 3, 2, 3, 0, 0, 1, 1, 23
C locrian (0), 1, 1, 3, 2, 0, 0, 1, 1, 3, 2, 3, 3, 1, 1, 0, 0, 22
F major (1b), 1, 1, 3, 2, 0, 0, 1, 0, 3, 3, 2, 3, 1, 1, 0, 0, 21
G major (1#), 1, 1, 4, 1, 1, 1, 2, 0, 3, 4, 1, 2, 0, 0, 1, 1, 23
D minor (1b), 1, 1, 3, 2, 0, 0, 2, 0, 3, 3, 2, 2, 1, 1, 0, 0, 21
E minor (1#), 1, 1, 2, 1, 1, 1, 3, 0, 2, 3, 1, 1, 0, 0, 1, 1, 19
D minor mel (1b), 1, 1, 4, 2, 0, 0, 2, 0, 3, 3, 2, 2, 0, 0, 1, 1, 22
E minor mel (1#), 1, 1, 2, 1, 1, 1, 3, 0, 1, 3, 1, 1, 0, 0, 1, 1, 18
F major blues (1b), 1, 1, 4, 2, 0, 0, 1, 1, 3, 3, 4, 3, 1, 1, 1, 1, 27
G major blues (1#), 1, 1, 4, 2, 1, 1, 2, 0, 4, 4, 2, 3, 1, 1, 1, 1, 29
D minor blues (1b), 1, 1, 4, 2, 0, 0, 2, 1, 4, 3, 4, 3, 1, 1, 1, 1, 29
E minor blues (1#), 1, 1, 3, 2, 1, 1, 3, 0, 4, 4, 2, 2, 1, 1, 1, 1, 28
F dorian (1b), 1, 1, 4, 2, 0, 0, 1, 0, 3, 3, 2, 3, 0, 0, 1, 1, 22
G dorian (1#), 1, 1, 4, 1, 1, 1, 2, 0, 2, 4, 1, 2, 0, 0, 1, 1, 22
F phrygian (1b), 1, 1, 3, 2, 0, 0, 1, 1, 2, 2, 3, 3, 1, 1, 0, 0, 21
