 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, rowcost
Db major (5b), 5, 0, 0, 1, 0, 0, 2, 2, 5, 3, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0, 2, 32
B major (5#), 4, 1, 0, 2, 0, 0, 1, 1, 4, 2, 0, 0, 0, 2, 0, 0, 0, 4, 1, 0, 2, 0, 0, 1, 1, 0, 1, 2, 3, 32
Bb minor (5b), 1, 0, 0, 2, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 1, 2, 1, 0, 2, 22
G# minor (5#), 4, 1, 1, 3, 1, 0, 3, 2, 4, 2, 0, 1, 0, 1, 0, 0, 1, 4, 1, 1, 3, 1, 0, 3, 2, 0, 2, 2, 5, 48
Gb major (6b), 5, 0, 0, 3, 0, 0, 2, 2, 5, 3, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 3, 0, 0, 2, 2, 0, 0, 1, 3, 38
F# major (6#), 3, 0, 0, 2, 0, 0, 1, 1, 3, 2, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 2, 0, 0, 1, 1, 0, 0, 1, 2, 24
Eb minor (6b), 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 2, 1, 19
D# minor (6#), 0, 0, 1, 2, 0, 0, 3, 0, 0, 0, 0, 1, 0, 2, 1, 2, 1, 0, 0, 1, 2, 0, 0, 3, 0, 1, 0, 2, 1, 23
Cb major (7b), 6, 1, 0, 3, 0, 0, 2, 2, 6, 3, 0, 0, 0, 3, 0, 0, 0, 6, 1, 0, 3, 0, 0, 2, 2, 0, 1, 3, 5, 49
C# major (7#), 3, 0, 0, 2, 0, 0, 1, 1, 3, 2, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 1, 22
Ab minor (7b), 3, 1, 1, 2, 1, 0, 2, 1, 3, 1, 0, 1, 0, 1, 0, 0, 1, 3, 1, 1, 2, 1, 0, 2, 1, 0, 2, 2, 4, 37
A# minor (7#), 2, 0, 0, 3, 1, 0, 2, 2, 2, 2, 0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 3, 1, 0, 2, 2, 2, 1, 0, 3, 34
