 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
Eb major (3b), 3/2, 3/1, 3/1, 3/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 3/2, 3/1, 3/1, 3/1, 2/0, 4/2, 3/0, 3/1, 2/0, 3/2, 1/0, 3/2, 2/1, 2/1, 2/1, 2/1, 3/1, 3/1, 3/1, 3/1, 4/2, 0/0, 85/35
A major (3#), 2/1, 2/1, 1/1, 1/1, 3/1, 3/1, 2/1, 2/1, 3/1, 3/1, 2/1, 2/1, 2/2, 2/1, 1/1, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 2/1, 1/2, 3/1, 3/1, 2/1, 2/1, 2/2, 2/1, 1/1, 1/1, 4/3, 1/0, 61/32
C minor (3b), 3/2, 3/3, 3/1, 3/1, 2/2, 2/3, 2/1, 2/1, 2/2, 2/3, 2/1, 2/1, 3/2, 3/3, 3/1, 3/1, 2/2, 4/1, 3/1, 3/1, 2/2, 3/3, 1/0, 3/1, 2/2, 2/3, 2/1, 2/1, 3/2, 3/3, 3/1, 3/1, 4/4, 0/0, 85/57
F# minor (3#), 1/1, 1/1, 1/0, 1/0, 2/0, 2/0, 2/0, 2/0, 2/0, 2/0, 2/0, 2/0, 1/1, 1/1, 1/0, 1/0, 1/0, 1/2, 1/1, 1/1, 1/0, 0/0, 2/0, 1/0, 2/0, 2/0, 2/0, 2/0, 1/1, 1/1, 1/0, 1/0, 2/1, 1/1, 47/12
Ab major (4b), 2/1, 2/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 1/0, 3/4, 3/2, 3/3, 1/0, 4/6, 1/0, 4/4, 1/1, 1/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 3/2, 0/0, 65/45
E major (4#), 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/0, 2/1, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 2/1, 2/2, 1/0, 1/0, 2/0, 2/1, 2/1, 2/1, 3/2, 1/0, 48/24
F minor (4b), 2/2, 2/3, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 2/2, 2/3, 2/1, 2/1, 1/0, 4/1, 2/0, 3/1, 1/0, 3/2, 1/2, 3/2, 1/1, 1/1, 2/1, 2/1, 2/2, 2/3, 2/1, 2/1, 3/3, 0/0, 63/44
C# minor (4#), 2/1, 2/1, 2/0, 2/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 2/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 2/0, 2/0, 3/3, 1/0, 42/9
Db major (5b), 3/3, 3/2, 3/2, 3/2, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 3/3, 3/2, 3/2, 3/2, 0/0, 2/4, 2/2, 2/3, 0/0, 3/6, 1/0, 3/4, 1/1, 1/1, 1/1, 1/1, 3/3, 3/4, 3/3, 3/4, 4/4, 0/0, 65/67
B major (5#), 1/1, 1/1, 1/0, 1/0, 2/1, 2/2, 1/1, 1/1, 2/1, 2/1, 1/1, 1/1, 1/1, 1/1, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 2/2, 2/1, 2/1, 1/1, 1/1, 1/1, 1/1, 1/0, 1/0, 2/1, 1/0, 40/22
Bb minor (5b), 2/2, 2/3, 2/1, 2/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 2/2, 2/3, 2/1, 2/1, 0/0, 3/2, 1/0, 2/1, 0/0, 2/2, 1/0, 2/2, 1/1, 1/1, 1/1, 1/1, 2/2, 2/3, 2/1, 2/1, 3/3, 0/0, 50/43
G# minor (5#), 2/2, 2/2, 2/2, 2/2, 1/1, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/3, 2/2, 2/2, 2/2, 0/0, 1/2, 1/0, 1/0, 0/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 2/3, 2/2, 2/2, 2/2, 3/3, 1/0, 47/33
Gb major (6b), 2/2, 2/2, 3/2, 3/2, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/2, 2/2, 3/2, 3/2, 0/0, 2/4, 2/2, 2/3, 0/0, 2/6, 0/0, 4/4, 2/1, 2/1, 2/1, 2/1, 2/2, 2/2, 3/2, 3/2, 3/3, 1/0, 70/58
F# major (6#), 1/1, 1/1, 2/1, 2/1, 2/1, 2/0, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 0/0, 1/2, 1/1, 1/1, 0/0, 1/0, 0/0, 3/0, 2/1, 2/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 2/2, 1/0, 52/29
Eb minor (6b), 1/1, 1/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 0/0, 3/2, 1/0, 2/1, 0/0, 1/2, 0/0, 3/2, 2/1, 2/1, 2/1, 2/1, 1/1, 1/1, 2/1, 2/1, 2/2, 1/0, 55/33
D# minor (6#), 2/2, 2/2, 3/2, 3/2, 2/1, 2/1, 2/0, 2/0, 2/1, 2/1, 2/0, 2/0, 2/3, 2/2, 3/2, 3/2, 0/0, 5/4, 2/2, 3/2, 0/0, 2/4, 0/0, 4/2, 2/1, 2/1, 2/0, 2/0, 2/3, 2/2, 3/2, 3/2, 3/3, 1/0, 74/49
Cb major (7b), 2/2, 2/2, 2/2, 2/2, 3/2, 3/2, 2/3, 2/3, 3/3, 3/3, 2/3, 2/3, 2/2, 2/2, 2/2, 2/2, 0/0, 2/4, 2/2, 2/3, 0/0, 2/6, 1/0, 4/8, 3/3, 3/3, 2/3, 2/3, 2/2, 2/2, 2/2, 2/2, 4/4, 2/2, 73/87
C# major (7#), 2/1, 2/1, 2/1, 2/1, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 2/1, 2/1, 0/0, 1/2, 1/1, 1/1, 0/0, 2/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 2/1, 2/1, 3/2, 0/0, 47/18
Ab minor (7b), 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/2, 1/3, 1/1, 1/1, 1/2, 1/3, 1/1, 1/1, 1/1, 1/1, 0/0, 2/4, 2/2, 2/3, 0/0, 2/6, 1/0, 3/4, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 2/2, 1/0, 39/51
A# minor (7#), 3/2, 3/2, 4/4, 4/6, 2/3, 2/2, 2/2, 2/2, 2/2, 2/2, 2/2, 2/2, 3/3, 3/2, 4/4, 4/6, 0/0, 5/4, 2/0, 3/1, 0/0, 3/2, 1/0, 4/6, 2/2, 2/2, 2/2, 2/2, 3/3, 3/2, 4/4, 4/6, 4/3, 0/0, 88/85
