 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, rowcost
Eb aeolian (3b), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
A aeolian (3#), 0, 1, 1, 1, 0, 0, 2, 0, 0, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 0, 0, 0, 20
Eb locrian (3b), 1, 1, 2, 1, 0, 0, 1, 0, 1, 2, 2, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 0, 21
A locrian (3#), 2, 1, 2, 0, 1, 0, 1, 0, 1, 3, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 1, 1, 1, 27
Ab major (4b), 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 1, 1, 1, 35
E major (4#), 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 1, 1, 1, 35
F minor (4b), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
C# minor (4#), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
F minor mel (4b), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
C# minor mel (4#), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
Ab major blues (4b), 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 1, 2, 3, 2, 1, 0, 0, 0, 0, 23
E major blues (4#), 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 14
F minor blues (4b), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
C# minor blues (4#), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
Ab dorian (4b), 0, 1, 1, 1, 0, 0, 2, 0, 0, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 0, 0, 0, 20
E dorian (4#), 1, 2, 0, 0, 2, 0, 0, 1, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 26
Ab phrygian (4b), 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 2, 0, 1, 1, 2, 1, 3, 1, 0, 0, 0, 0, 0, 17
E phrygian (4#), 1, 3, 1, 0, 1, 1, 1, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 16
Ab lydian (4b), 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 1, 2, 3, 2, 1, 0, 0, 0, 0, 23
E lydian (4#), 1, 1, 2, 1, 0, 0, 1, 0, 1, 2, 2, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 0, 21
Ab mixolydian (4b), 2, 1, 2, 0, 1, 0, 1, 0, 1, 3, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 1, 1, 1, 27
E mixolydian (4#), 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 1, 1, 1, 35
Ab aeolian (4b), 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 1, 1, 1, 35
E aeolian (4#), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
Ab locrian (4b), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
E locrian (4#), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
Db major (5b), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
B major (5#), 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 1, 2, 3, 2, 1, 0, 0, 0, 0, 23
Bb minor (5b), 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 14
G# minor (5#), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
Bb minor mel (5b), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
G# minor mel (5#), 0, 1, 1, 1, 0, 0, 2, 0, 0, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 0, 0, 0, 20
Db major blues (5b), 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 1, 2, 3, 2, 1, 0, 0, 0, 0, 23
B major blues (5#), 1, 1, 2, 1, 0, 0, 1, 0, 1, 2, 2, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 0, 21
Bb minor blues (5b), 2, 1, 2, 0, 1, 0, 1, 0, 1, 3, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 1, 1, 1, 27
G# minor blues (5#), 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 1, 1, 1, 35
Db dorian (5b), 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 1, 1, 1, 35
B dorian (5#), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
Db phrygian (5b), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
B phrygian (5#), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
Db lydian (5b), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
B lydian (5#), 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 1, 2, 3, 2, 1, 0, 0, 0, 0, 23
Db mixolydian (5b), 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 14
B mixolydian (5#), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
Db aeolian (5b), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
B aeolian (5#), 0, 1, 1, 1, 0, 0, 2, 0, 0, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 0, 0, 0, 20
Db locrian (5b), 1, 2, 0, 0, 2, 0, 0, 1, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 26
B locrian (5#), 2, 2, 2, 0, 1, 0, 2, 0, 1, 2, 1, 2, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 26
Gb major (6b), 1, 3, 1, 0, 1, 1, 1, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 16
F# major (6#), 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 1, 2, 3, 2, 1, 0, 0, 0, 0, 23
Eb minor (6b), 1, 1, 2, 1, 0, 0, 1, 0, 1, 2, 2, 1, 0, 2, 0, 2, 2, 2, 1, 0, 0, 0, 0, 21
D# minor (6#), 2, 1, 2, 0, 1, 0, 1, 0, 1, 3, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 1, 1, 1, 27
Eb minor mel (6b), 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 1, 1, 1, 35
D# minor mel (6#), 1, 1, 1, 1, 1, 1, 1, 0, 1, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 0, 1, 1, 1, 35
Gb major blues (6b), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
F# major blues (6#), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
Eb minor blues (6b), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
D# minor blues (6#), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
Gb dorian (6b), 0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 1, 2, 3, 2, 1, 0, 0, 0, 0, 23
F# dorian (6#), 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 0, 14
Gb phrygian (6b), 0, 0, 1, 1, 0, 0, 1, 0, 0, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 0, 0, 0, 0, 20
F# phrygian (6#), 1, 1, 1, 0, 1, 0, 1, 0, 1, 4, 1, 2, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 1, 29
Gb lydian (6b), 4, 2, 2, 0, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 19
F# lydian (6#), 2, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 11
Gb mixolydian (6b), 5, 3, 2, 0, 3, 0, 1, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 3, 1, 1, 1, 28
F# mixolydian (6#), 3, 2, 1, 0, 2, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 20
Gb aeolian (6b), 4, 3, 2, 0, 2, 1, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 21
F# aeolian (6#), 2, 2, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 13
Gb locrian (6b), 3, 4, 2, 0, 3, 0, 1, 2, 3, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 3, 1, 1, 1, 30
F# locrian (6#), 2, 3, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 1, 1, 23
Cb major (7b), 5, 4, 2, 0, 3, 0, 2, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 1, 1, 1, 31
C# major (7#), 3, 1, 2, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 13
Ab minor (7b), 3, 2, 0, 1, 2, 0, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 1, 1, 23
A# minor (7#), 2, 2, 2, 0, 2, 2, 0, 2, 2, 1, 0, 0, 1, 0, 3, 0, 1, 1, 0, 2, 0, 0, 0, 23
Ab minor mel (7b), 2, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 16
A# minor mel (7#), 0, 2, 0, 1, 2, 2, 0, 2, 2, 2, 1, 0, 1, 0, 3, 0, 2, 1, 0, 2, 0, 0, 0, 23
Cb major blues (7b), 5, 5, 3, 0, 3, 1, 3, 2, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 45
C# major blues (7#), 4, 2, 2, 0, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 19
Ab minor blues (7b), 2, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 11
A# minor blues (7#), 5, 3, 2, 0, 3, 0, 1, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 3, 1, 1, 1, 28
Cb dorian (7b), 3, 2, 1, 0, 2, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 20
C# dorian (7#), 4, 3, 2, 0, 2, 1, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 21
Cb phrygian (7b), 2, 2, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 13
C# phrygian (7#), 3, 4, 2, 0, 3, 0, 1, 2, 3, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 3, 1, 1, 1, 30
Cb lydian (7b), 2, 3, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 1, 1, 23
C# lydian (7#), 5, 4, 2, 0, 3, 0, 2, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 4, 1, 1, 1, 31
Cb mixolydian (7b), 3, 1, 2, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 13
C# mixolydian (7#), 3, 2, 0, 1, 2, 0, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 1, 1, 23
Cb aeolian (7b), 2, 2, 2, 0, 2, 2, 0, 2, 2, 1, 0, 0, 1, 0, 3, 0, 1, 1, 0, 2, 0, 0, 0, 23
C# aeolian (7#), 2, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 16
Cb locrian (7b), 3, 3, 3, 0, 1, 0, 3, 0, 1, 2, 1, 2, 1, 1, 0, 1, 1, 1, 2, 2, 1, 1, 1, 31
C# locrian (7#), 5, 5, 3, 0, 3, 1, 3, 2, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 45
