 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, rowcost
C major (0), 0, 0, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 2, 0, 0, 0, 0, 33
A minor (0), 0, 0, 2, 2, 0, 1, 2, 0, 1, 1, 1, 3, 2, 2, 2, 0, 0, 0, 2, 2, 0, 1, 2, 0, 1, 1, 1, 3, 2, 2, 2, 0, 0, 0, 0, 38
A minor mel (0), 0, 0, 2, 2, 0, 2, 2, 0, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 2, 2, 0, 2, 2, 0, 1, 1, 1, 2, 2, 2, 2, 0, 0, 1, 1, 40
C major blues (0), 0, 0, 2, 1, 2, 1, 2, 0, 2, 2, 1, 2, 2, 1, 1, 0, 0, 0, 2, 1, 2, 1, 2, 0, 2, 2, 1, 2, 2, 1, 2, 0, 0, 1, 1, 41
A minor blues (0), 0, 0, 2, 1, 1, 1, 1, 0, 1, 2, 2, 2, 3, 2, 1, 0, 0, 0, 2, 1, 1, 1, 1, 0, 1, 2, 2, 2, 3, 2, 1, 0, 0, 1, 1, 40
C dorian (0), 0, 0, 2, 1, 2, 1, 2, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 1, 2, 0, 2, 1, 1, 1, 1, 1, 2, 0, 0, 1, 1, 35
C phrygian (0), 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 1, 2, 1, 1, 1, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 1, 2, 1, 1, 2, 0, 0, 0, 0, 33
C lydian (0), 0, 0, 2, 1, 2, 1, 2, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 1, 2, 0, 2, 1, 1, 1, 1, 1, 2, 0, 0, 1, 1, 35
C mixolydian (0), 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 1, 2, 1, 1, 1, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 1, 2, 1, 1, 2, 0, 0, 0, 0, 33
C aeolian (0), 0, 0, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 2, 0, 0, 0, 0, 33
C locrian (0), 0, 0, 1, 0, 2, 0, 2, 0, 2, 2, 1, 2, 2, 1, 1, 0, 0, 0, 1, 0, 2, 0, 2, 0, 2, 2, 1, 2, 2, 1, 2, 0, 0, 0, 0, 33
F major (1b), 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 31
G major (1#), 0, 0, 2, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 2, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 1, 1, 35
