 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0/0, 1/0, 5/3, 0/0, 2/1, 2/1, 2/1, 3/3, 2/0, 1/0, 1/0, 4/2, 1/0, 3/1, 2/2, 3/1, 3/2, 1/0, 1/0, 5/2, 0/0, 2/2, 2/1, 2/1, 3/2, 1/0, 52/25
A minor (0), 0/0, 1/0, 5/3, 0/0, 2/3, 1/0, 2/1, 5/2, 2/1, 1/0, 3/3, 4/4, 1/0, 4/3, 2/0, 5/4, 4/2, 1/1, 1/0, 5/3, 0/0, 2/3, 1/0, 2/1, 5/2, 1/0, 60/36
F major (1b), 0/0, 0/0, 4/3, 0/0, 1/0, 2/1, 1/0, 4/3, 1/0, 0/0, 1/0, 5/2, 0/0, 2/1, 2/1, 2/1, 3/3, 1/0, 0/0, 4/1, 0/0, 1/0, 2/1, 1/0, 4/3, 0/0, 41/20
G major (1#), 1/0, 1/0, 4/2, 1/0, 3/1, 2/2, 3/1, 3/2, 3/3, 1/0, 1/0, 5/2, 1/0, 4/3, 1/0, 3/1, 3/2, 2/0, 1/0, 4/2, 1/0, 3/1, 2/2, 3/1, 3/2, 1/0, 60/27
D minor (1b), 0/0, 0/0, 4/2, 0/0, 1/1, 1/0, 1/1, 6/2, 1/2, 0/0, 1/0, 5/3, 0/0, 2/3, 1/0, 2/1, 5/2, 1/1, 0/0, 4/2, 0/0, 1/1, 1/0, 1/1, 6/2, 0/0, 44/24
E minor (1#), 1/0, 3/3, 4/4, 1/0, 4/3, 2/0, 5/4, 4/2, 3/3, 1/2, 3/3, 5/3, 3/3, 5/3, 1/1, 5/5, 3/2, 2/3, 3/3, 4/3, 1/0, 4/2, 2/2, 5/4, 4/2, 1/0, 79/60
Bb major (2b), 0/0, 0/0, 3/1, 0/0, 0/0, 2/1, 0/0, 4/4, 1/0, 0/0, 0/0, 4/1, 0/0, 1/1, 2/1, 1/1, 4/4, 0/0, 0/0, 3/1, 0/0, 0/0, 2/1, 0/0, 4/4, 0/0, 31/20
D major (2#), 1/0, 1/0, 5/2, 1/0, 4/3, 1/0, 3/1, 3/2, 3/2, 1/0, 1/0, 4/4, 1/0, 4/2, 2/2, 3/1, 2/2, 2/0, 1/0, 5/2, 1/0, 4/3, 1/0, 3/1, 3/2, 1/0, 61/29
G minor (2b), 0/0, 0/0, 3/2, 0/0, 0/1, 1/0, 0/1, 5/2, 1/2, 0/0, 0/0, 4/2, 0/0, 1/1, 1/0, 1/1, 6/2, 0/0, 0/0, 3/2, 0/0, 0/1, 1/0, 0/1, 5/2, 0/0, 32/20
B minor (2#), 1/0, 3/3, 5/3, 1/0, 5/3, 1/1, 5/5, 3/2, 3/4, 1/2, 3/3, 3/1, 3/3, 5/5, 2/1, 5/5, 3/2, 2/0, 3/3, 5/3, 1/0, 5/3, 1/1, 5/5, 3/2, 1/0, 78/60
