 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 1, 5, 0, 2, 2, 2, 3, 2, 1, 1, 4, 1, 3, 2, 3, 3, 1, 1, 5, 0, 2, 2, 2, 3, 1, 52
A minor (0), 0, 1, 4, 0, 2, 2, 2, 4, 1, 1, 3, 3, 1, 5, 3, 6, 5, 1, 1, 4, 0, 2, 2, 2, 4, 1, 60
F major (1b), 0, 0, 4, 0, 1, 2, 1, 4, 1, 0, 1, 5, 0, 2, 2, 2, 3, 1, 0, 4, 0, 1, 2, 1, 4, 0, 41
G major (1#), 1, 1, 4, 1, 3, 2, 3, 3, 3, 1, 1, 5, 1, 4, 1, 3, 3, 2, 1, 4, 1, 3, 2, 3, 3, 1, 60
D minor (1b), 0, 0, 5, 0, 2, 0, 1, 5, 1, 0, 1, 4, 0, 2, 2, 2, 4, 1, 0, 5, 0, 2, 0, 1, 5, 0, 43
E minor (1#), 1, 3, 3, 2, 5, 3, 6, 5, 3, 1, 2, 6, 3, 4, 1, 4, 4, 1, 3, 3, 2, 5, 3, 6, 5, 1, 85
Bb major (2b), 0, 0, 3, 0, 0, 2, 0, 4, 1, 0, 0, 4, 0, 1, 2, 1, 4, 0, 0, 3, 0, 0, 2, 0, 4, 0, 31
D major (2#), 1, 1, 5, 1, 4, 1, 3, 3, 3, 1, 1, 4, 1, 4, 2, 3, 2, 2, 1, 5, 1, 4, 1, 3, 3, 1, 61
G minor (2b), 1, 0, 2, 1, 1, 2, 1, 4, 2, 0, 0, 5, 0, 2, 0, 1, 5, 1, 0, 2, 1, 1, 2, 1, 4, 0, 39
B minor (2#), 1, 2, 6, 1, 4, 1, 4, 4, 2, 0, 3, 3, 2, 4, 1, 4, 3, 2, 2, 6, 1, 4, 1, 4, 4, 0, 69
Eb major (3b), 0, 1, 4, 0, 1, 2, 1, 5, 0, 0, 0, 3, 1, 0, 2, 0, 4, 0, 1, 4, 0, 1, 2, 1, 5, 0, 38
A major (3#), 1, 1, 4, 1, 4, 2, 3, 2, 2, 1, 3, 3, 1, 6, 3, 6, 3, 2, 1, 4, 1, 4, 2, 3, 2, 1, 66
C minor (3b), 0, 2, 5, 0, 2, 2, 2, 4, 1, 1, 0, 2, 2, 1, 2, 1, 4, 0, 2, 5, 0, 2, 2, 2, 4, 1, 49
F# minor (3#), 0, 3, 3, 0, 4, 1, 4, 3, 1, 1, 3, 1, 3, 5, 3, 6, 4, 1, 3, 3, 0, 4, 1, 4, 3, 1, 65
Ab major (4b), 0, 3, 4, 1, 3, 3, 4, 6, 0, 0, 1, 4, 3, 1, 2, 1, 5, 0, 3, 4, 1, 3, 3, 4, 6, 0, 65
E major (4#), 1, 3, 3, 2, 6, 3, 6, 3, 2, 1, 2, 4, 3, 5, 3, 5, 4, 1, 3, 3, 2, 6, 3, 6, 3, 1, 84
F minor (4b), 0, 1, 4, 1, 3, 3, 3, 6, 0, 0, 2, 5, 1, 2, 2, 2, 4, 1, 1, 4, 1, 3, 3, 3, 6, 0, 61
C# minor (4#), 1, 3, 1, 2, 5, 4, 6, 5, 2, 1, 2, 4, 3, 5, 6, 5, 7, 1, 3, 1, 2, 5, 4, 6, 5, 1, 90
Db major (5b), 0, 3, 3, 2, 5, 3, 6, 7, 0, 0, 3, 4, 3, 3, 3, 4, 6, 0, 3, 3, 2, 5, 3, 6, 7, 0, 84
B major (5#), 1, 2, 4, 2, 5, 3, 5, 4, 1, 0, 2, 3, 2, 4, 2, 4, 5, 1, 2, 4, 2, 5, 3, 5, 4, 0, 75
Bb minor (5b), 0, 0, 1, 1, 1, 4, 1, 6, 1, 0, 1, 4, 0, 3, 3, 3, 6, 0, 0, 1, 1, 1, 4, 1, 6, 0, 49
G# minor (5#), 1, 2, 4, 3, 5, 6, 5, 7, 1, 0, 2, 5, 2, 3, 4, 2, 8, 1, 2, 4, 3, 5, 6, 5, 7, 0, 93
Gb major (6b), 0, 3, 4, 2, 6, 4, 6, 8, 0, 0, 3, 3, 3, 5, 3, 6, 7, 0, 3, 4, 2, 6, 4, 6, 8, 0, 96
F# major (6#), 0, 2, 3, 1, 4, 2, 4, 5, 0, 0, 2, 2, 2, 3, 2, 4, 5, 0, 2, 3, 1, 4, 2, 4, 5, 0, 62
Eb minor (6b), 0, 1, 4, 0, 2, 3, 1, 7, 0, 0, 0, 1, 1, 1, 4, 1, 6, 0, 1, 4, 0, 2, 3, 1, 7, 0, 50
D# minor (6#), 0, 2, 5, 0, 3, 5, 2, 9, 0, 0, 0, 1, 2, 2, 6, 2, 7, 0, 2, 5, 0, 3, 5, 2, 9, 0, 72
Cb major (7b), 1, 3, 6, 3, 8, 5, 7, 8, 1, 0, 3, 4, 3, 6, 4, 6, 8, 1, 3, 6, 3, 8, 5, 7, 8, 0, 117
C# major (7#), 0, 2, 2, 1, 3, 3, 4, 6, 0, 0, 2, 3, 2, 3, 5, 4, 6, 0, 2, 2, 1, 3, 3, 4, 6, 0, 67
Ab minor (7b), 1, 3, 5, 2, 5, 4, 5, 7, 1, 0, 1, 4, 3, 2, 3, 1, 7, 1, 3, 5, 2, 5, 4, 5, 7, 0, 86
A# minor (7#), 0, 0, 1, 2, 2, 7, 2, 8, 1, 0, 2, 5, 0, 5, 5, 5, 9, 0, 0, 1, 2, 2, 7, 2, 8, 0, 76
