 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 3, 3, 1, 0, 3, 1, 1, 1, 1, 1, 1, 1, 2, 4, 0, 1, 1, 6, 1, 1, 2, 2, 1, 6, 1, 4, 1, 50
A minor (0), 3, 3, 1, 1, 6, 2, 2, 2, 0, 2, 2, 2, 3, 2, 0, 1, 1, 5, 2, 1, 1, 2, 1, 4, 3, 3, 1, 56
A minor mel (0), 2, 4, 1, 1, 6, 1, 2, 2, 0, 3, 2, 2, 2, 3, 1, 2, 2, 4, 3, 2, 2, 2, 2, 4, 4, 3, 1, 63
C major blues (0), 4, 5, 1, 0, 3, 2, 1, 1, 3, 2, 1, 1, 2, 5, 1, 2, 3, 6, 2, 3, 3, 3, 3, 6, 2, 4, 1, 70
A minor blues (0), 4, 5, 1, 0, 5, 2, 1, 1, 3, 2, 1, 1, 2, 5, 1, 2, 4, 6, 2, 3, 3, 3, 4, 6, 3, 4, 1, 75
C dorian (0), 2, 4, 1, 0, 3, 0, 1, 1, 1, 2, 1, 1, 1, 5, 1, 2, 2, 5, 2, 2, 3, 2, 2, 6, 2, 4, 1, 57
C phrygian (0), 4, 2, 1, 0, 2, 2, 0, 0, 2, 1, 0, 0, 1, 3, 0, 0, 1, 5, 0, 1, 2, 3, 1, 5, 1, 3, 1, 41
C lydian (0), 2, 4, 1, 0, 3, 0, 1, 1, 1, 2, 1, 1, 1, 5, 1, 2, 2, 5, 2, 2, 3, 2, 2, 6, 2, 4, 1, 57
C mixolydian (0), 4, 2, 1, 0, 2, 2, 0, 0, 2, 1, 0, 0, 1, 3, 0, 0, 1, 5, 0, 1, 2, 3, 1, 5, 1, 3, 1, 41
C aeolian (0), 3, 3, 1, 0, 3, 1, 1, 1, 1, 1, 1, 1, 2, 4, 0, 1, 1, 6, 1, 1, 2, 2, 1, 6, 1, 4, 1, 50
C locrian (0), 3, 3, 0, 0, 1, 2, 0, 0, 3, 1, 0, 0, 1, 2, 0, 0, 2, 4, 0, 2, 1, 3, 2, 4, 1, 3, 0, 38
F major (1b), 4, 1, 1, 0, 2, 2, 0, 0, 2, 1, 0, 0, 1, 3, 0, 0, 1, 5, 0, 1, 2, 3, 1, 5, 1, 3, 1, 40
G major (1#), 2, 4, 1, 0, 3, 0, 1, 1, 1, 2, 1, 1, 1, 5, 1, 2, 2, 4, 2, 2, 3, 2, 2, 5, 2, 4, 1, 55
D minor (1b), 4, 2, 2, 0, 5, 2, 0, 0, 3, 2, 0, 0, 1, 4, 0, 0, 3, 3, 0, 0, 3, 2, 3, 3, 2, 3, 1, 48
E minor (1#), 1, 5, 0, 0, 4, 0, 1, 1, 1, 3, 2, 1, 3, 3, 1, 3, 3, 4, 3, 2, 2, 4, 3, 4, 3, 2, 0, 59
D minor mel (1b), 3, 3, 2, 0, 6, 1, 1, 1, 2, 2, 1, 1, 2, 5, 0, 1, 3, 4, 1, 0, 3, 1, 3, 4, 2, 4, 1, 57
E minor mel (1#), 1, 5, 1, 0, 5, 0, 1, 1, 2, 4, 2, 1, 3, 4, 1, 3, 4, 3, 3, 1, 3, 3, 4, 3, 3, 2, 0, 63
F major blues (1b), 4, 4, 1, 0, 3, 3, 1, 1, 4, 2, 2, 1, 3, 4, 1, 2, 2, 6, 1, 2, 2, 4, 2, 6, 1, 4, 1, 67
G major blues (1#), 4, 4, 2, 0, 4, 2, 1, 1, 3, 3, 1, 1, 2, 6, 1, 2, 3, 5, 2, 2, 4, 3, 3, 5, 2, 4, 1, 71
D minor blues (1b), 4, 5, 1, 0, 5, 3, 1, 1, 4, 2, 2, 1, 3, 4, 1, 2, 3, 5, 1, 2, 2, 4, 3, 5, 2, 4, 1, 71
E minor blues (1#), 4, 4, 2, 0, 6, 2, 1, 1, 3, 3, 2, 1, 3, 5, 1, 3, 4, 6, 2, 2, 4, 4, 4, 5, 3, 3, 1, 79
F dorian (1b), 3, 2, 1, 0, 3, 1, 1, 1, 1, 1, 1, 1, 2, 4, 0, 1, 1, 6, 1, 1, 2, 2, 1, 6, 1, 4, 1, 49
