 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C major (0), 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 3, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 30
A minor (0), 0, 0, 3, 2, 1, 1, 3, 3, 1, 1, 3, 1, 0, 0, 0, 0, 0, 5, 2, 2, 0, 1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 43
A minor mel (0), 0, 0, 3, 2, 1, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 6, 2, 3, 1, 2, 1, 2, 1, 3, 2, 2, 2, 4, 1, 1, 1, 1, 1, 1, 61
C major blues (0), 0, 0, 1, 2, 1, 1, 2, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 3, 1, 3, 2, 2, 3, 3, 0, 0, 1, 1, 1, 1, 54
A minor blues (0), 0, 0, 2, 2, 1, 1, 3, 4, 1, 1, 3, 3, 1, 1, 1, 1, 1, 5, 1, 3, 1, 1, 1, 2, 1, 3, 2, 2, 3, 5, 0, 0, 1, 1, 1, 1, 60
C dorian (0), 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 3, 1, 3, 2, 1, 3, 3, 0, 0, 1, 1, 1, 1, 48
C phrygian (0), 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 20
C lydian (0), 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 3, 1, 3, 2, 1, 3, 3, 0, 0, 1, 1, 1, 1, 48
C mixolydian (0), 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 20
C aeolian (0), 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 3, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 30
C locrian (0), 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 20
F major (1b), 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 20
G major (1#), 0, 0, 2, 1, 1, 1, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 2, 1, 3, 2, 1, 3, 3, 0, 0, 1, 1, 1, 1, 51
D minor (1b), 1, 1, 3, 1, 0, 0, 3, 2, 0, 0, 3, 2, 0, 0, 0, 0, 0, 3, 1, 0, 1, 1, 2, 2, 1, 2, 0, 0, 3, 3, 1, 1, 0, 0, 0, 0, 37
E minor (1#), 0, 0, 2, 1, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 5, 0, 2, 1, 1, 0, 3, 0, 2, 2, 1, 2, 5, 0, 0, 1, 1, 1, 1, 48
D minor mel (1b), 1, 1, 3, 2, 1, 1, 4, 1, 1, 1, 4, 2, 0, 0, 0, 0, 0, 3, 1, 0, 1, 1, 2, 3, 1, 3, 1, 0, 3, 4, 1, 1, 0, 0, 0, 0, 47
E minor mel (1#), 1, 1, 3, 2, 1, 1, 4, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 4, 0, 1, 2, 2, 1, 4, 0, 3, 2, 1, 3, 5, 1, 1, 1, 1, 1, 1, 59
F major blues (1b), 0, 0, 1, 2, 1, 1, 2, 3, 1, 1, 3, 3, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 1, 3, 1, 2, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 37
G major blues (1#), 1, 1, 3, 2, 1, 1, 4, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 5, 1, 2, 2, 2, 2, 3, 1, 4, 2, 1, 4, 3, 1, 1, 1, 1, 1, 1, 66
D minor blues (1b), 0, 0, 2, 2, 1, 1, 3, 4, 1, 1, 3, 4, 0, 0, 0, 0, 0, 4, 1, 2, 0, 0, 1, 2, 1, 2, 1, 1, 2, 4, 0, 0, 0, 0, 0, 0, 43
E minor blues (1#), 1, 1, 3, 2, 1, 1, 4, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 5, 1, 2, 2, 2, 2, 3, 1, 4, 2, 1, 4, 5, 1, 1, 1, 1, 1, 1, 68
F dorian (1b), 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 3, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 30
G dorian (1#), 1, 1, 3, 2, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2, 2, 3, 1, 4, 2, 1, 4, 3, 1, 1, 1, 1, 1, 1, 62
F phrygian (1b), 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 20
G phrygian (1#), 0, 0, 2, 1, 1, 1, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 2, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 33
F lydian (1b), 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 3, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 30
G lydian (1#), 1, 1, 3, 2, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2, 2, 3, 1, 4, 2, 1, 4, 3, 1, 1, 1, 1, 1, 1, 62
F mixolydian (1b), 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 20
G mixolydian (1#), 0, 0, 2, 1, 1, 1, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 2, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 33
F aeolian (1b), 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 20
G aeolian (1#), 0, 0, 2, 1, 1, 1, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 2, 1, 3, 2, 1, 3, 3, 0, 0, 1, 1, 1, 1, 51
F locrian (1b), 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 2, 3, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 19
G locrian (1#), 0, 0, 2, 0, 0, 0, 2, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 23
Bb major (2b), 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 19
D major (2#), 1, 1, 3, 2, 1, 1, 4, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2, 2, 3, 1, 4, 2, 1, 4, 5, 1, 1, 1, 1, 1, 1, 65
G minor (2b), 0, 0, 2, 1, 0, 0, 2, 4, 0, 0, 2, 2, 1, 1, 1, 1, 1, 5, 0, 3, 1, 1, 0, 1, 0, 1, 1, 2, 2, 2, 0, 0, 1, 1, 1, 1, 41
B minor (2#), 1, 1, 3, 1, 0, 0, 3, 1, 0, 0, 1, 3, 1, 1, 1, 1, 1, 2, 1, 3, 2, 2, 2, 2, 1, 3, 1, 3, 4, 4, 1, 1, 1, 1, 1, 1, 55
G minor mel (2b), 0, 0, 2, 0, 0, 0, 2, 3, 0, 0, 2, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2, 0, 0, 1, 1, 1, 1, 41
B minor mel (2#), 1, 1, 4, 2, 0, 0, 3, 2, 0, 0, 1, 2, 1, 1, 1, 1, 1, 3, 2, 4, 2, 3, 2, 2, 1, 3, 1, 4, 3, 3, 2, 2, 1, 1, 1, 1, 62
Bb major blues (2b), 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 1, 3, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 26
D major blues (2#), 1, 1, 4, 3, 1, 1, 4, 3, 1, 1, 4, 2, 1, 1, 1, 1, 1, 6, 2, 3, 2, 3, 2, 3, 1, 4, 2, 2, 4, 5, 2, 2, 1, 1, 1, 1, 78
G minor blues (2b), 0, 0, 2, 1, 0, 0, 2, 4, 0, 0, 2, 3, 0, 0, 0, 0, 0, 4, 1, 2, 0, 0, 1, 2, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 30
B minor blues (2#), 1, 1, 4, 3, 1, 1, 4, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1, 5, 2, 5, 2, 3, 2, 3, 1, 4, 2, 4, 4, 5, 2, 2, 1, 1, 1, 1, 79
Bb dorian (2b), 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 19
