 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 1, 1, 1, 0, 0, 1, 2, 1, 0, 4, 0, 1, 2, 3, 1, 4, 1, 1, 1, 5, 1, 2, 4, 6, 5, 0, 48
A minor (0), 4, 1, 0, 0, 1, 1, 3, 4, 1, 5, 1, 2, 2, 4, 2, 3, 1, 1, 2, 3, 2, 5, 3, 5, 4, 0, 60
F major (1b), 1, 1, 1, 0, 0, 1, 2, 1, 0, 3, 0, 1, 3, 2, 0, 3, 0, 0, 0, 5, 0, 1, 3, 5, 4, 0, 37
G major (1#), 1, 1, 2, 1, 1, 2, 4, 5, 0, 5, 1, 1, 2, 2, 1, 5, 1, 1, 1, 4, 1, 3, 5, 3, 4, 1, 58
D minor (1b), 1, 2, 1, 1, 0, 2, 2, 3, 1, 2, 1, 0, 2, 2, 0, 2, 0, 0, 0, 3, 0, 1, 2, 2, 4, 0, 34
E minor (1#), 3, 1, 2, 1, 1, 1, 3, 5, 0, 4, 2, 1, 2, 1, 1, 4, 1, 1, 1, 2, 1, 5, 5, 4, 3, 2, 57
Bb major (2b), 0, 1, 1, 1, 0, 0, 1, 1, 0, 2, 1, 2, 2, 1, 0, 2, 0, 0, 0, 4, 0, 0, 3, 5, 3, 1, 31
D major (2#), 1, 2, 2, 2, 1, 3, 3, 4, 1, 4, 2, 0, 1, 2, 1, 4, 1, 1, 1, 2, 1, 3, 4, 2, 3, 1, 52
G minor (2b), 0, 1, 2, 2, 1, 1, 3, 5, 0, 3, 2, 2, 3, 0, 0, 3, 0, 0, 0, 3, 0, 1, 4, 2, 3, 2, 43
B minor (2#), 4, 3, 2, 3, 1, 4, 3, 4, 1, 3, 3, 0, 2, 1, 0, 3, 0, 0, 0, 3, 0, 5, 2, 3, 3, 1, 54
Eb major (3b), 0, 2, 0, 3, 0, 1, 1, 1, 0, 1, 1, 2, 3, 1, 0, 1, 0, 0, 0, 3, 0, 1, 2, 6, 2, 2, 33
A major (3#), 4, 2, 1, 2, 2, 3, 3, 4, 2, 5, 3, 1, 1, 3, 2, 3, 1, 1, 2, 1, 2, 6, 3, 3, 2, 1, 63
C minor (3b), 0, 2, 0, 2, 0, 1, 1, 1, 0, 2, 1, 2, 3, 2, 1, 2, 1, 1, 1, 3, 1, 2, 3, 7, 3, 1, 43
F# minor (3#), 4, 1, 0, 3, 1, 2, 2, 1, 2, 4, 3, 2, 1, 3, 2, 2, 1, 1, 2, 1, 2, 6, 1, 2, 1, 2, 52
Ab major (4b), 1, 2, 0, 4, 0, 2, 0, 0, 0, 0, 2, 1, 4, 1, 0, 0, 0, 0, 0, 3, 0, 3, 1, 7, 1, 3, 35
E major (4#), 3, 2, 1, 2, 2, 2, 2, 4, 2, 4, 4, 1, 1, 2, 2, 2, 1, 1, 2, 0, 2, 6, 3, 4, 1, 2, 58
F minor (4b), 2, 1, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0, 3, 2, 0, 1, 0, 0, 0, 3, 0, 3, 1, 5, 2, 1, 30
C# minor (4#), 3, 0, 1, 1, 3, 1, 1, 1, 2, 4, 5, 2, 2, 4, 3, 2, 1, 1, 3, 0, 3, 7, 2, 5, 1, 2, 60
Db major (5b), 5, 2, 0, 4, 1, 2, 0, 0, 1, 1, 4, 2, 4, 2, 1, 0, 0, 0, 1, 2, 1, 6, 0, 6, 0, 4, 49
B major (5#), 3, 3, 1, 3, 2, 3, 2, 4, 2, 3, 5, 1, 2, 1, 1, 1, 0, 0, 1, 1, 1, 5, 1, 5, 1, 2, 54
Bb minor (5b), 1, 0, 1, 1, 1, 0, 0, 0, 1, 2, 3, 2, 1, 2, 1, 1, 0, 0, 1, 2, 1, 2, 1, 3, 1, 2, 30
G# minor (5#), 2, 2, 1, 3, 1, 3, 2, 2, 1, 1, 5, 0, 2, 1, 0, 1, 0, 0, 0, 2, 0, 4, 2, 9, 2, 3, 49
Gb major (6b), 5, 3, 0, 5, 2, 3, 1, 1, 3, 3, 6, 3, 3, 2, 2, 0, 0, 0, 2, 2, 2, 7, 0, 7, 0, 4, 66
F# major (6#), 3, 2, 0, 4, 1, 2, 1, 1, 2, 2, 4, 2, 2, 1, 1, 0, 0, 0, 1, 1, 1, 4, 0, 4, 0, 3, 42
Eb minor (6b), 0, 3, 0, 4, 1, 2, 2, 2, 2, 2, 3, 3, 2, 2, 1, 1, 0, 0, 1, 2, 1, 2, 1, 5, 1, 2, 45
D# minor (6#), 0, 4, 0, 5, 2, 3, 2, 2, 3, 3, 4, 4, 3, 3, 2, 1, 0, 0, 2, 3, 2, 4, 1, 8, 1, 2, 64
Cb major (7b), 5, 5, 1, 5, 3, 5, 3, 6, 4, 4, 8, 2, 3, 2, 2, 1, 0, 0, 2, 2, 2, 8, 1, 8, 1, 3, 86
C# major (7#), 3, 1, 0, 3, 2, 1, 0, 0, 2, 2, 4, 3, 3, 3, 2, 0, 0, 0, 2, 1, 2, 5, 0, 5, 0, 3, 47
Ab minor (7b), 1, 3, 1, 4, 1, 4, 2, 2, 1, 1, 4, 0, 3, 1, 0, 1, 0, 0, 0, 3, 0, 4, 2, 8, 2, 2, 50
A# minor (7#), 2, 0, 1, 2, 2, 0, 0, 0, 2, 3, 6, 4, 1, 3, 2, 1, 0, 0, 2, 3, 2, 4, 1, 5, 1, 4, 51
