 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 1/0, 1/1, 1/2, 0/0, 0/0, 1/1, 2/2, 1/0, 0/0, 4/1, 0/0, 1/2, 2/3, 3/0, 1/0, 4/1, 1/0, 1/0, 1/0, 5/3, 1/0, 2/0, 4/1, 6/4, 5/6, 0/0, 48/27
A minor (0), 4/2, 1/1, 1/0, 0/0, 0/0, 1/1, 3/4, 4/2, 0/0, 4/4, 0/0, 1/0, 2/1, 3/3, 1/1, 4/3, 1/1, 1/1, 1/1, 4/1, 1/1, 4/2, 4/3, 4/2, 5/2, 0/0, 54/36
F major (1b), 1/0, 1/1, 1/0, 0/0, 0/0, 1/0, 2/0, 1/0, 0/0, 3/1, 0/0, 1/2, 3/3, 2/1, 0/0, 3/1, 0/0, 0/0, 0/0, 5/1, 0/0, 1/0, 3/2, 5/2, 4/3, 0/0, 37/17
G major (1#), 1/0, 1/1, 2/0, 1/0, 1/0, 2/1, 4/2, 5/2, 0/0, 5/2, 1/0, 1/0, 2/1, 2/0, 1/0, 5/3, 1/0, 1/0, 1/0, 4/3, 1/1, 3/2, 5/3, 3/2, 4/5, 1/1, 58/29
D minor (1b), 1/0, 1/1, 1/2, 0/0, 0/0, 1/1, 3/2, 4/2, 0/0, 3/3, 0/0, 1/0, 3/1, 2/0, 0/0, 3/4, 0/0, 0/0, 0/0, 4/2, 0/0, 1/2, 3/3, 3/2, 5/5, 0/0, 39/30
E minor (1#), 4/2, 1/1, 2/0, 1/0, 1/0, 2/1, 4/4, 5/2, 0/0, 5/3, 1/2, 1/0, 2/1, 2/1, 1/0, 5/2, 1/0, 1/0, 1/0, 3/0, 1/0, 6/3, 5/4, 3/3, 4/1, 1/0, 63/30
Bb major (2b), 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 2/1, 1/1, 2/0, 2/1, 1/1, 0/0, 2/1, 0/0, 0/0, 0/0, 4/2, 0/0, 0/0, 3/2, 5/2, 3/3, 1/1, 31/15
D major (2#), 1/2, 2/1, 2/0, 2/0, 1/0, 3/1, 3/3, 4/2, 1/0, 4/2, 2/1, 0/0, 1/1, 2/3, 1/1, 4/4, 1/1, 1/1, 1/1, 2/1, 1/1, 3/2, 4/3, 2/2, 3/2, 1/1, 52/36
G minor (2b), 0/0, 1/1, 1/0, 1/0, 0/0, 0/1, 2/2, 4/2, 0/0, 2/1, 1/1, 2/0, 3/1, 1/0, 0/0, 2/1, 0/0, 0/0, 0/0, 4/3, 0/0, 0/0, 3/4, 3/3, 4/5, 1/1, 35/26
B minor (2#), 4/2, 2/1, 2/1, 2/1, 1/1, 3/2, 3/4, 4/3, 1/0, 4/5, 3/2, 0/0, 1/1, 2/1, 1/0, 4/2, 1/0, 1/0, 1/0, 2/1, 1/0, 6/4, 3/1, 2/2, 3/1, 1/1, 58/36
Eb major (3b), 0/0, 2/1, 0/0, 3/1, 0/0, 1/0, 1/0, 1/0, 0/0, 1/1, 1/1, 2/2, 3/1, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 3/1, 0/0, 1/1, 2/1, 6/2, 2/0, 2/1, 33/14
A major (3#), 4/2, 2/1, 1/0, 2/0, 2/0, 3/1, 3/4, 4/2, 2/0, 5/2, 3/2, 1/0, 1/1, 3/3, 2/1, 3/3, 1/1, 1/1, 2/1, 1/1, 2/1, 6/2, 3/3, 3/3, 2/2, 1/1, 63/38
C minor (3b), 0/0, 2/1, 0/0, 2/0, 0/0, 1/1, 1/2, 1/0, 0/0, 1/1, 1/1, 2/0, 4/1, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 3/3, 0/0, 1/1, 2/1, 6/3, 3/4, 1/1, 33/21
F# minor (3#), 4/2, 1/0, 1/0, 2/1, 2/2, 3/1, 3/0, 2/0, 2/1, 5/4, 4/4, 1/0, 1/1, 3/1, 2/0, 3/0, 1/0, 1/0, 2/0, 1/1, 2/0, 7/4, 2/1, 3/2, 2/0, 1/1, 61/26
Ab major (4b), 1/0, 2/5, 0/0, 4/3, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 2/1, 1/2, 4/3, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 0/0, 3/2, 1/1, 7/5, 1/1, 3/2, 35/30
E major (4#), 3/2, 2/1, 1/0, 2/0, 2/1, 2/1, 2/2, 4/3, 2/0, 4/3, 4/2, 1/2, 1/1, 2/2, 2/0, 2/2, 1/0, 1/0, 2/0, 0/1, 2/0, 6/4, 3/2, 4/4, 1/1, 2/1, 58/35
F minor (4b), 1/0, 1/2, 0/0, 2/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 3/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 1/1, 5/2, 1/3, 2/1, 25/15
C# minor (4#), 3/2, 1/0, 1/0, 2/1, 3/4, 2/1, 2/0, 2/0, 3/3, 4/2, 6/6, 2/4, 1/1, 4/5, 3/4, 2/0, 1/0, 1/0, 3/0, 0/0, 3/0, 7/3, 2/0, 5/3, 1/1, 2/1, 66/41
Db major (5b), 5/4, 2/4, 0/0, 4/3, 1/0, 2/2, 0/0, 0/0, 1/0, 1/0, 4/3, 2/2, 4/3, 2/1, 1/0, 0/0, 0/0, 0/0, 1/0, 2/2, 1/0, 6/4, 0/0, 6/5, 0/0, 4/3, 49/36
B major (5#), 3/2, 3/1, 1/0, 3/3, 2/3, 3/2, 2/1, 4/2, 2/0, 3/3, 5/2, 1/0, 2/1, 1/1, 1/0, 1/0, 0/0, 0/0, 1/0, 1/1, 1/0, 5/4, 1/2, 5/2, 1/1, 2/1, 54/32
Bb minor (5b), 1/0, 1/0, 0/0, 2/1, 1/0, 1/0, 0/0, 0/0, 1/0, 1/1, 3/1, 2/0, 2/1, 2/1, 1/0, 0/0, 0/0, 0/0, 1/0, 1/1, 1/0, 3/0, 0/2, 4/2, 0/0, 2/1, 30/11
G# minor (5#), 2/0, 2/2, 1/0, 3/1, 3/1, 3/1, 2/0, 2/0, 3/1, 3/2, 7/6, 2/0, 2/1, 3/1, 2/0, 1/2, 0/0, 0/0, 2/0, 1/0, 2/0, 6/4, 1/2, 8/5, 1/0, 3/3, 65/32
