 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 1/2, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 7/7
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 1/2, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 7/9
F major (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/2, 2/2, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 9/7
G major (1#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 7/3
D minor (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 1/1, 1/0, 1/0, 1/0, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 9/2
E minor (1#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 8/4
Bb major (2b), 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 2/1, 0/0, 1/0, 0/0, 2/1, 1/1, 2/2, 1/1, 2/2, 2/3, 2/2, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 24/13
D major (2#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 6/2
G minor (2b), 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 2/1, 0/0, 1/1, 0/0, 1/0, 1/0, 1/0, 1/0, 2/2, 2/2, 2/2, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/1, 0/0, 22/9
B minor (2#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 2/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 7/5
Eb major (3b), 1/3, 1/1, 1/2, 1/0, 1/0, 1/1, 3/2, 0/0, 2/1, 0/0, 3/1, 2/1, 3/2, 1/1, 2/3, 2/3, 2/3, 0/0, 1/3, 1/1, 1/2, 1/0, 1/0, 1/1, 2/1, 0/0, 34/32
A major (3#), 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 3/1, 0/0, 2/1, 1/0, 1/1, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 2/1, 1/0, 16/5
C minor (3b), 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 3/1, 0/0, 2/1, 0/0, 2/0, 2/0, 2/0, 1/0, 2/2, 2/2, 2/2, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/1, 0/0, 32/9
F# minor (3#), 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 2/1, 0/0, 3/1, 1/0, 1/1, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 3/1, 1/0, 17/6
