 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10
A minor (0), 3, 1, 1, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 1, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 19
F major (1b), 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 2, 1, 1, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 22
G major (1#), 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 11
D minor (1b), 2, 0, 1, 2, 2, 1, 2, 1, 3, 1, 3, 1, 1, 1, 3, 0, 0, 0, 2, 0, 1, 2, 2, 1, 2, 1, 1, 36
E minor (1#), 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 2, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 19
Bb major (2b), 1, 1, 1, 1, 1, 1, 2, 0, 1, 0, 2, 2, 1, 1, 2, 2, 1, 0, 1, 1, 1, 1, 1, 1, 2, 0, 0, 28
D major (2#), 1, 1, 1, 1, 1, 0, 1, 1, 2, 1, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 22
G minor (2b), 1, 2, 2, 1, 1, 1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 2, 1, 0, 1, 2, 2, 1, 1, 1, 1, 0, 0, 28
B minor (2#), 1, 2, 2, 2, 2, 0, 1, 1, 2, 1, 2, 0, 0, 0, 2, 1, 1, 1, 2, 2, 2, 2, 2, 0, 1, 1, 1, 34
Eb major (3b), 1, 3, 2, 2, 2, 1, 2, 0, 1, 0, 2, 2, 1, 1, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 2, 0, 0, 42
A major (3#), 2, 2, 2, 2, 1, 0, 1, 1, 3, 1, 2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 2, 2, 1, 0, 1, 1, 1, 31
C minor (3b), 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 3, 2, 1, 3, 2, 1, 1, 1, 0, 0, 0, 0, 24
F# minor (3#), 1, 3, 1, 3, 2, 0, 1, 1, 2, 1, 4, 1, 0, 0, 2, 1, 0, 0, 1, 3, 1, 3, 2, 0, 1, 1, 1, 36
Ab major (4b), 1, 4, 3, 3, 4, 1, 3, 0, 1, 0, 3, 3, 2, 1, 3, 3, 2, 2, 3, 4, 3, 3, 4, 1, 3, 0, 0, 60
E major (4#), 2, 2, 2, 2, 2, 0, 2, 1, 3, 1, 3, 1, 1, 0, 3, 0, 0, 0, 2, 2, 2, 2, 2, 0, 2, 1, 1, 39
F minor (4b), 1, 1, 2, 2, 3, 1, 2, 0, 1, 0, 3, 2, 2, 1, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 2, 0, 0, 40
C# minor (4#), 4, 3, 4, 3, 2, 1, 3, 0, 4, 0, 4, 2, 2, 1, 4, 0, 0, 0, 4, 3, 4, 3, 2, 1, 3, 0, 0, 57
Db major (5b), 2, 5, 4, 4, 5, 1, 4, 0, 2, 0, 5, 4, 3, 1, 5, 3, 2, 2, 4, 5, 4, 4, 5, 1, 4, 0, 0, 79
B major (5#), 2, 3, 3, 3, 3, 0, 2, 1, 3, 1, 3, 1, 1, 0, 3, 1, 1, 1, 3, 3, 3, 3, 3, 0, 2, 1, 1, 51
Bb minor (5b), 2, 2, 2, 2, 2, 1, 3, 0, 2, 0, 3, 3, 2, 1, 3, 1, 0, 0, 2, 2, 2, 2, 2, 1, 3, 0, 0, 43
