 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 1/2, 1/2, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 10/9
A minor (0), 2/1, 0/1, 0/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 10/7
F major (1b), 1/1, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 1/1, 0/0, 2/1, 1/0, 1/0, 1/0, 2/1, 1/2, 1/2, 0/0, 1/1, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 22/11
G major (1#), 1/1, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 1/1, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 11/7
D minor (1b), 2/1, 0/0, 1/1, 1/1, 1/1, 1/0, 1/0, 0/0, 2/1, 0/0, 2/1, 1/0, 1/0, 1/0, 2/1, 1/0, 1/0, 0/0, 2/1, 0/0, 1/1, 1/1, 1/1, 1/0, 1/0, 0/0, 0/0, 25/11
E minor (1#), 1/1, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 1/1, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 11/9
Bb major (2b), 1/1, 1/0, 1/1, 1/1, 1/1, 1/2, 2/3, 0/0, 1/1, 0/0, 2/2, 2/2, 1/3, 1/2, 2/2, 2/2, 1/2, 0/0, 1/1, 1/0, 1/1, 1/1, 1/1, 1/2, 2/3, 0/0, 0/0, 28/34
D major (2#), 1/1, 1/0, 1/1, 1/1, 1/0, 0/0, 1/0, 1/0, 2/1, 1/0, 2/1, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 1/1, 1/0, 1/1, 1/1, 1/0, 0/0, 1/0, 1/0, 1/0, 22/9
G minor (2b), 2/1, 1/0, 1/1, 1/1, 1/0, 1/0, 1/0, 0/0, 2/1, 0/0, 1/1, 2/0, 1/0, 1/0, 1/1, 2/0, 1/0, 0/0, 2/1, 1/0, 1/1, 1/1, 1/0, 1/0, 1/0, 0/0, 0/0, 27/9
B minor (2#), 1/1, 1/1, 1/1, 1/0, 1/1, 0/0, 1/1, 1/0, 2/1, 1/0, 2/1, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 1/1, 1/1, 1/1, 1/1, 1/1, 0/0, 1/1, 1/0, 1/0, 22/15
Eb major (3b), 1/1, 3/1, 2/1, 2/1, 2/1, 1/2, 2/3, 0/0, 1/1, 0/0, 2/1, 2/3, 1/3, 1/2, 2/2, 3/3, 2/2, 1/0, 2/1, 3/1, 2/1, 2/1, 2/1, 1/2, 2/3, 0/0, 0/0, 42/37
A major (3#), 2/1, 2/1, 2/1, 2/1, 1/1, 0/0, 1/1, 1/0, 3/1, 1/0, 2/1, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 2/1, 2/1, 2/1, 2/1, 1/1, 0/0, 1/1, 1/0, 1/0, 31/15
C minor (3b), 2/1, 2/0, 2/0, 2/0, 2/0, 1/0, 1/0, 0/0, 2/1, 0/0, 1/0, 2/0, 1/0, 1/0, 1/0, 3/2, 2/2, 1/0, 3/1, 2/0, 2/0, 2/0, 2/0, 1/0, 1/0, 0/0, 0/0, 39/7
