 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
C locrian (0), 4, 0, 1,  , 1, 1, 1, 0, 1, 2, 1,  , 4, 0, 4, 7, 0,  , 2, 0, 3, 3, 3,  , 1, 3, 1, 0, 0, 2, 2, 5, 3, 4, 4, 3, 1, 67
F major (1b), 2, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 6, 6, 1,  , 1, 0, 2, 2, 3,  , 2, 1, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
G major (1#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 4, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 2, 3, 7, 4, 2, 0, 83
D minor (1b), 4, 2, 1,  , 1, 3, 0, 1, 1, 4, 1,  , 5, 2, 6, 7, 2,  , 2, 0, 3, 2, 4,  , 3, 3, 3, 1, 2, 4, 4, 3, 2, 7, 6, 3, 0, 92
E minor (1#), 3, 1, 3,  , 6, 3, 1, 1, 1, 4, 0,  , 7, 3, 5, 10, 6,  , 1, 1, 5, 3, 4,  , 3, 3, 2, 0, 1, 8, 4, 4, 4, 9, 4, 3, 0, 113
D minor mel (1b), 3, 2, 2,  , 2, 3, 0, 1, 1, 3, 1,  , 6, 2, 5, 8, 3,  , 1, 1, 4, 1, 4,  , 3, 3, 4, 1, 2, 5, 3, 2, 1, 8, 5, 2, 0, 92
E minor mel (1#), 4, 2, 4,  , 7, 4, 1, 2, 2, 5, 1,  , 8, 4, 6, 11, 7,  , 2, 1, 6, 3, 5,  , 4, 4, 3, 1, 2, 9, 5, 3, 3, 10, 5, 4, 0, 138
F major blues (1b), 4, 1, 2,  , 3, 1, 1, 0, 2, 2, 2,  , 6, 2, 7, 9, 3,  , 2, 1, 4, 3, 4,  , 3, 2, 3, 0, 1, 5, 4, 6, 4, 7, 6, 3, 1, 104
G major blues (1#), 5, 3, 3,  , 3, 3, 0, 1, 2, 4, 1,  , 6, 3, 7, 9, 4,  , 2, 1, 5, 3, 4,  , 4, 4, 4, 1, 3, 6, 5, 4, 4, 8, 6, 4, 0, 122
D minor blues (1b), 5, 1, 2,  , 3, 2, 1, 0, 2, 3, 2,  , 7, 2, 6, 9, 3,  , 2, 1, 5, 3, 4,  , 3, 3, 3, 0, 1, 5, 4, 5, 4, 8, 6, 3, 1, 109
E minor blues (1#), 5, 3, 3,  , 6, 4, 0, 1, 2, 5, 1,  , 8, 3, 6, 11, 6,  , 2, 1, 6, 3, 5,  , 3, 4, 4, 1, 3, 10, 5, 5, 4, 12, 5, 4, 0, 141
F dorian (1b), 1, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 5, 7, 2,  , 0, 1, 3, 1, 3,  , 2, 1, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
G dorian (1#), 4, 3, 3,  , 3, 3, 0, 1, 2, 3, 1,  , 5, 3, 6, 9, 4,  , 1, 1, 5, 2, 4,  , 4, 4, 4, 1, 3, 6, 4, 1, 2, 8, 5, 3, 0, 108
F phrygian (1b), 3, 0, 1,  , 1, 1, 1, 0, 1, 2, 1,  , 4, 0, 5, 7, 0,  , 2, 0, 3, 3, 4,  , 1, 2, 1, 0, 0, 2, 2, 5, 3, 4, 4, 3, 1, 67
G phrygian (1#), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 5, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 3, 2, 6, 4, 1, 0, 63
F lydian (1b), 1, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 5, 7, 2,  , 0, 1, 3, 1, 3,  , 2, 1, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
G lydian (1#), 4, 3, 3,  , 3, 3, 0, 1, 2, 3, 1,  , 5, 3, 6, 9, 4,  , 1, 1, 5, 2, 4,  , 4, 4, 4, 1, 3, 6, 4, 1, 2, 8, 5, 3, 0, 108
F mixolydian (1b), 3, 0, 1,  , 1, 1, 1, 0, 1, 2, 1,  , 4, 0, 5, 7, 0,  , 2, 0, 3, 3, 4,  , 1, 2, 1, 0, 0, 2, 2, 5, 3, 4, 4, 3, 1, 67
G mixolydian (1#), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 5, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 3, 2, 6, 4, 1, 0, 63
F aeolian (1b), 2, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 6, 6, 1,  , 1, 0, 2, 2, 3,  , 2, 1, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
G aeolian (1#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 4, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 2, 3, 7, 4, 2, 0, 83
F locrian (1b), 4, 0, 1,  , 2, 0, 1, 0, 2, 1, 2,  , 5, 1, 6, 8, 1,  , 2, 0, 2, 2, 3,  , 2, 2, 1, 0, 0, 3, 3, 6, 4, 5, 5, 3, 1, 78
G locrian (1#), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 4, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 4, 3, 5, 5, 2, 0, 63
Bb major (2b), 6, 0, 1,  , 1, 1, 1, 0, 1, 2, 1,  , 4, 0, 7, 7, 0,  , 4, 0, 3, 3, 4,  , 1, 2, 1, 0, 0, 2, 7, 4, 3, 4, 4, 8, 1, 83
D major (2#), 4, 3, 3,  , 3, 4, 0, 1, 2, 4, 1,  , 5, 3, 6, 9, 4,  , 1, 1, 5, 2, 5,  , 4, 4, 4, 1, 3, 6, 4, 1, 2, 9, 5, 3, 0, 112
G minor (2b), 5, 1, 2,  , 2, 2, 1, 0, 2, 3, 1,  , 4, 1, 5, 8, 1,  , 2, 0, 4, 4, 4,  , 2, 4, 1, 0, 1, 3, 3, 3, 4, 5, 4, 4, 1, 87
B minor (2#), 5, 3, 3,  , 7, 4, 0, 1, 4, 4, 2,  , 7, 4, 5, 10, 7,  , 1, 0, 7, 3, 5,  , 6, 2, 3, 1, 3, 8, 6, 1, 3, 8, 5, 2, 0, 130
G minor mel (2b), 4, 2, 1,  , 1, 2, 0, 0, 1, 3, 0,  , 3, 2, 6, 7, 2,  , 1, 0, 3, 3, 3,  , 3, 3, 2, 0, 2, 4, 4, 3, 4, 6, 5, 3, 0, 83
B minor mel (2#), 6, 3, 3,  , 7, 3, 0, 1, 5, 3, 3,  , 8, 5, 6, 11, 8,  , 2, 0, 6, 2, 4,  , 7, 2, 3, 1, 3, 7, 7, 1, 4, 7, 6, 3, 1, 138
Bb major blues (2b), 7, 1, 2,  , 3, 1, 2, 1, 2, 3, 2,  , 6, 3, 10, 9, 3,  , 5, 0, 3, 4, 4,  , 4, 2, 3, 0, 1, 5, 10, 6, 4, 7, 7, 9, 1, 130
D major blues (2#), 5, 3, 3,  , 3, 4, 0, 1, 3, 4, 2,  , 7, 4, 7, 10, 5,  , 2, 1, 5, 2, 5,  , 5, 4, 4, 1, 3, 6, 5, 3, 4, 9, 6, 4, 1, 131
G minor blues (2b), 5, 1, 2,  , 3, 1, 2, 1, 2, 3, 2,  , 7, 3, 7, 9, 3,  , 3, 0, 3, 4, 3,  , 4, 3, 3, 0, 1, 5, 5, 6, 5, 7, 7, 4, 1, 115
B minor blues (2#), 6, 3, 4,  , 8, 4, 0, 1, 4, 4, 2,  , 10, 4, 6, 12, 7,  , 2, 1, 6, 3, 6,  , 6, 3, 4, 1, 3, 10, 6, 4, 4, 10, 5, 4, 1, 154
Bb dorian (2b), 5, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 8, 6, 1,  , 3, 0, 2, 2, 3,  , 2, 1, 2, 0, 1, 3, 8, 4, 3, 5, 5, 7, 0, 79
D dorian (2#), 5, 3, 3,  , 3, 3, 0, 1, 3, 3, 2,  , 6, 4, 7, 10, 5,  , 2, 1, 4, 1, 4,  , 5, 4, 4, 1, 3, 5, 5, 1, 3, 8, 6, 4, 1, 120
Bb phrygian (2b), 3, 1, 1,  , 1, 1, 0, 0, 1, 1, 1,  , 6, 2, 4, 8, 4,  , 1, 1, 2, 0, 2,  , 2, 2, 3, 0, 1, 5, 3, 3, 3, 8, 4, 2, 1, 77
D phrygian (2#), 4, 2, 2,  , 2, 2, 0, 0, 2, 2, 1,  , 5, 3, 5, 9, 5,  , 1, 1, 3, 1, 3,  , 3, 3, 3, 0, 2, 6, 4, 2, 4, 9, 4, 3, 1, 97
Bb lydian (2b), 5, 2, 3,  , 3, 2, 1, 0, 2, 3, 1,  , 5, 2, 6, 9, 3,  , 2, 1, 5, 4, 4,  , 3, 4, 3, 0, 2, 5, 4, 5, 4, 7, 5, 4, 1, 110
D lydian (2#), 5, 2, 3,  , 3, 3, 1, 0, 2, 4, 1,  , 6, 2, 6, 9, 4,  , 2, 1, 5, 4, 5,  , 3, 4, 4, 0, 2, 7, 5, 4, 4, 10, 5, 4, 1, 121
Bb mixolydian (2b), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
D mixolydian (2#), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
Bb aeolian (2b), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
D aeolian (2#), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
Bb locrian (2b), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
D locrian (2#), 4, 0, 1,  , 1, 1, 1, 0, 1, 2, 1,  , 4, 0, 4, 7, 0,  , 2, 0, 3, 3, 3,  , 1, 3, 1, 0, 0, 2, 2, 5, 3, 4, 4, 3, 1, 67
Eb major (3b), 2, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 6, 6, 1,  , 1, 0, 2, 2, 3,  , 2, 1, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
A major (3#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 4, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 2, 3, 7, 4, 2, 0, 83
C minor (3b), 4, 2, 1,  , 1, 3, 0, 1, 1, 4, 1,  , 5, 2, 6, 7, 2,  , 2, 0, 3, 2, 4,  , 3, 3, 3, 1, 2, 4, 4, 3, 2, 7, 6, 3, 0, 92
F# minor (3#), 3, 1, 3,  , 6, 3, 1, 1, 1, 4, 0,  , 7, 3, 5, 10, 6,  , 1, 1, 5, 3, 4,  , 3, 3, 2, 0, 1, 8, 4, 4, 4, 9, 4, 3, 0, 113
C minor mel (3b), 3, 0, 2,  , 2, 1, 1, 0, 1, 1, 1,  , 5, 0, 3, 8, 1,  , 1, 1, 4, 2, 3,  , 1, 3, 2, 0, 0, 3, 1, 4, 2, 5, 3, 2, 1, 67
F# minor mel (3#), 6, 1, 6,  , 10, 2, 2, 2, 3, 4, 3,  , 7, 4, 9, 10, 7,  , 7, 1, 6, 2, 3,  , 8, 3, 4, 1, 1, 6, 10, 3, 4, 7, 8, 13, 2, 165
Eb major blues (3b), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
A major blues (3#), 3, 1, 1,  , 1, 1, 0, 0, 1, 1, 1,  , 6, 2, 4, 8, 4,  , 1, 1, 2, 0, 2,  , 2, 2, 3, 0, 1, 5, 3, 3, 3, 8, 4, 2, 1, 77
C minor blues (3b), 4, 2, 2,  , 2, 2, 0, 0, 2, 2, 1,  , 5, 3, 5, 9, 5,  , 1, 1, 3, 1, 3,  , 3, 3, 3, 0, 2, 6, 4, 2, 4, 9, 4, 3, 1, 97
F# minor blues (3#), 5, 2, 3,  , 3, 2, 1, 0, 2, 3, 1,  , 5, 2, 6, 9, 3,  , 2, 1, 5, 4, 4,  , 3, 4, 3, 0, 2, 5, 4, 5, 4, 7, 5, 4, 1, 110
Eb dorian (3b), 5, 2, 3,  , 3, 3, 1, 0, 2, 4, 1,  , 6, 2, 6, 9, 4,  , 2, 1, 5, 4, 5,  , 3, 4, 4, 0, 2, 7, 5, 4, 4, 10, 5, 4, 1, 121
A dorian (3#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
Eb phrygian (3b), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
A phrygian (3#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
Eb lydian (3b), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
A lydian (3#), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
Eb mixolydian (3b), 4, 0, 1,  , 1, 1, 1, 0, 1, 2, 1,  , 4, 0, 4, 7, 0,  , 2, 0, 3, 3, 3,  , 1, 3, 1, 0, 0, 2, 2, 5, 3, 4, 4, 3, 1, 67
A mixolydian (3#), 2, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 6, 6, 1,  , 1, 0, 2, 2, 3,  , 2, 1, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
Eb aeolian (3b), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 4, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 2, 3, 7, 4, 2, 0, 83
A aeolian (3#), 4, 2, 1,  , 1, 3, 0, 1, 1, 4, 1,  , 5, 2, 6, 7, 2,  , 2, 0, 3, 2, 4,  , 3, 3, 3, 1, 2, 4, 4, 3, 2, 7, 6, 3, 0, 92
Eb locrian (3b), 3, 1, 1,  , 1, 1, 0, 0, 1, 1, 1,  , 6, 2, 4, 8, 4,  , 1, 1, 2, 0, 2,  , 2, 2, 3, 0, 1, 5, 3, 3, 3, 8, 4, 2, 1, 77
A locrian (3#), 4, 2, 2,  , 2, 2, 0, 0, 2, 2, 1,  , 5, 3, 5, 9, 5,  , 1, 1, 3, 1, 3,  , 3, 3, 3, 0, 2, 6, 4, 2, 4, 9, 4, 3, 1, 97
Ab major (4b), 5, 2, 3,  , 3, 2, 1, 0, 2, 3, 1,  , 5, 2, 6, 9, 3,  , 2, 1, 5, 4, 4,  , 3, 4, 3, 0, 2, 5, 4, 5, 4, 7, 5, 4, 1, 110
E major (4#), 5, 2, 3,  , 3, 3, 1, 0, 2, 4, 1,  , 6, 2, 6, 9, 4,  , 2, 1, 5, 4, 5,  , 3, 4, 4, 0, 2, 7, 5, 4, 4, 10, 5, 4, 1, 121
F minor (4b), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
C# minor (4#), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
F minor mel (4b), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
C# minor mel (4#), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
Ab major blues (4b), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
E major blues (4#), 4, 0, 1,  , 1, 1, 1, 0, 1, 2, 1,  , 4, 0, 4, 7, 0,  , 2, 0, 3, 3, 3,  , 1, 3, 1, 0, 0, 2, 2, 5, 3, 4, 4, 3, 1, 67
F minor blues (4b), 2, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 6, 6, 1,  , 1, 0, 2, 2, 3,  , 2, 1, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
C# minor blues (4#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 4, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 2, 3, 7, 4, 2, 0, 83
Ab dorian (4b), 4, 2, 1,  , 1, 3, 0, 1, 1, 4, 1,  , 5, 2, 6, 7, 2,  , 2, 0, 3, 2, 4,  , 3, 3, 3, 1, 2, 4, 4, 3, 2, 7, 6, 3, 0, 92
E dorian (4#), 3, 1, 3,  , 6, 3, 1, 1, 1, 4, 0,  , 7, 3, 5, 10, 6,  , 1, 1, 5, 3, 4,  , 3, 3, 2, 0, 1, 8, 4, 4, 4, 9, 4, 3, 0, 113
Ab phrygian (4b), 3, 0, 2,  , 2, 1, 1, 0, 1, 1, 1,  , 5, 0, 3, 8, 1,  , 1, 1, 4, 2, 3,  , 1, 3, 2, 0, 0, 3, 1, 4, 2, 5, 3, 2, 1, 67
E phrygian (4#), 6, 1, 6,  , 10, 2, 2, 2, 3, 4, 3,  , 7, 4, 9, 10, 7,  , 7, 1, 6, 2, 3,  , 8, 3, 4, 1, 1, 6, 10, 3, 4, 7, 8, 13, 2, 165
Ab lydian (4b), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
E lydian (4#), 3, 1, 1,  , 1, 1, 0, 0, 1, 1, 1,  , 6, 2, 4, 8, 4,  , 1, 1, 2, 0, 2,  , 2, 2, 3, 0, 1, 5, 3, 3, 3, 8, 4, 2, 1, 77
Ab mixolydian (4b), 4, 2, 2,  , 2, 2, 0, 0, 2, 2, 1,  , 5, 3, 5, 9, 5,  , 1, 1, 3, 1, 3,  , 3, 3, 3, 0, 2, 6, 4, 2, 4, 9, 4, 3, 1, 97
E mixolydian (4#), 5, 2, 3,  , 3, 2, 1, 0, 2, 3, 1,  , 5, 2, 6, 9, 3,  , 2, 1, 5, 4, 4,  , 3, 4, 3, 0, 2, 5, 4, 5, 4, 7, 5, 4, 1, 110
Ab aeolian (4b), 5, 2, 3,  , 3, 3, 1, 0, 2, 4, 1,  , 6, 2, 6, 9, 4,  , 2, 1, 5, 4, 5,  , 3, 4, 4, 0, 2, 7, 5, 4, 4, 10, 5, 4, 1, 121
E aeolian (4#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
Ab locrian (4b), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
E locrian (4#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
Db major (5b), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
B major (5#), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
Bb minor (5b), 4, 0, 1,  , 1, 1, 1, 0, 1, 2, 1,  , 4, 0, 4, 7, 0,  , 2, 0, 3, 3, 3,  , 1, 3, 1, 0, 0, 2, 2, 5, 3, 4, 4, 3, 1, 67
G# minor (5#), 2, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 6, 6, 1,  , 1, 0, 2, 2, 3,  , 2, 1, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
Bb minor mel (5b), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 4, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 2, 3, 7, 4, 2, 0, 83
G# minor mel (5#), 4, 2, 1,  , 1, 3, 0, 1, 1, 4, 1,  , 5, 2, 6, 7, 2,  , 2, 0, 3, 2, 4,  , 3, 3, 3, 1, 2, 4, 4, 3, 2, 7, 6, 3, 0, 92
Db major blues (5b), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
B major blues (5#), 3, 1, 1,  , 1, 1, 0, 0, 1, 1, 1,  , 6, 2, 4, 8, 4,  , 1, 1, 2, 0, 2,  , 2, 2, 3, 0, 1, 5, 3, 3, 3, 8, 4, 2, 1, 77
Bb minor blues (5b), 4, 2, 2,  , 2, 2, 0, 0, 2, 2, 1,  , 5, 3, 5, 9, 5,  , 1, 1, 3, 1, 3,  , 3, 3, 3, 0, 2, 6, 4, 2, 4, 9, 4, 3, 1, 97
G# minor blues (5#), 5, 2, 3,  , 3, 2, 1, 0, 2, 3, 1,  , 5, 2, 6, 9, 3,  , 2, 1, 5, 4, 4,  , 3, 4, 3, 0, 2, 5, 4, 5, 4, 7, 5, 4, 1, 110
Db dorian (5b), 5, 2, 3,  , 3, 3, 1, 0, 2, 4, 1,  , 6, 2, 6, 9, 4,  , 2, 1, 5, 4, 5,  , 3, 4, 4, 0, 2, 7, 5, 4, 4, 10, 5, 4, 1, 121
B dorian (5#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
Db phrygian (5b), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
B phrygian (5#), 3, 2, 2,  , 2, 2, 0, 0, 1, 2, 0,  , 3, 2, 5, 8, 3,  , 0, 1, 4, 2, 3,  , 3, 3, 3, 0, 2, 5, 3, 3, 3, 7, 4, 2, 0, 83
Db lydian (5b), 3, 1, 0,  , 0, 1, 0, 0, 0, 2, 0,  , 3, 1, 5, 6, 1,  , 1, 0, 2, 2, 2,  , 2, 2, 2, 0, 1, 3, 3, 5, 3, 5, 5, 2, 0, 63
B lydian (5#), 2, 1, 1,  , 1, 1, 0, 0, 0, 1, 0,  , 4, 1, 4, 7, 2,  , 0, 1, 3, 1, 2,  , 2, 2, 3, 0, 1, 4, 2, 4, 2, 6, 4, 1, 0, 63
