 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, rowcost
C minor (3b), 2, 2, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 11
F# minor (3#), 3, 2, 1, 4, 1, 1, 1, 2, 1, 2, 1, 2, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 25
Ab major (4b), 6, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 13
E major (4#), 5, 4, 2, 4, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2,  ,  ,  , 1,  ,  , 2, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 47
F minor (4b), 2, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 14
C# minor (4#), 4, 1, 1, 3, 2, 2, 1, 1, 2, 2, 1, 1, 3, 2,  ,  ,  , 1,  ,  , 2, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
Db major (5b), 7, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2,  ,  ,  , 0,  ,  , 2, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 20
B major (5#), 6, 3, 2, 4, 1, 1, 2, 2, 3, 2, 2, 2, 2, 2,  ,  ,  , 0,  ,  , 2, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 42
Bb minor (5b), 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 9
G# minor (5#), 7, 1, 2, 5, 1, 1, 2, 2, 4, 2, 2, 2, 3, 3,  ,  ,  , 0,  ,  , 3, 3, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 47
Gb major (6b), 8, 1, 1, 4, 0, 0, 1, 1, 3, 1, 1, 1, 2, 2,  ,  ,  , 0,  ,  , 2, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 30
F# major (6#), 5, 1, 1, 3, 0, 0, 1, 1, 2, 1, 1, 1, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 21
Eb minor (6b), 2, 2, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 12
D# minor (6#), 3, 2, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 13
Cb major (7b), 10, 5, 3, 6, 1, 1, 3, 3, 5, 3, 3, 3, 3, 3,  ,  ,  , 0,  ,  , 3, 3, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 62
C# major (7#), 4, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 11
Ab minor (7b), 8, 1, 2, 4, 1, 1, 2, 2, 3, 2, 2, 2, 2, 2,  ,  ,  , 0,  ,  , 2, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 42
A# minor (7#), 2, 0, 0, 2, 0, 1, 0, 0, 2, 0, 0, 0, 2, 3,  ,  ,  , 0,  ,  , 2, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 16
