 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
F aeolian (1b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
G aeolian (1#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 4, 3, 3, 1, 3, 0, 0, 24
F locrian (1b), 1, 1, 3, 1, 2, 0, 2, 0, 1, 4, 0, 0, 5, 1, 3, 1, 1, 26
G locrian (1#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 3, 2, 1, 3, 0, 2, 0, 0, 14
Bb major (2b), 0, 0, 2, 0, 2, 0, 1, 0, 0, 4, 1, 1, 4, 0, 2, 0, 0, 17
D major (2#), 0, 1, 0, 1, 2, 1, 0, 2, 2, 1, 6, 4, 4, 1, 2, 1, 0, 28
G minor (2b), 0, 1, 2, 1, 3, 0, 0, 0, 0, 4, 2, 2, 4, 1, 3, 0, 0, 23
B minor (2#), 1, 2, 1, 2, 6, 0, 1, 1, 4, 2, 6, 3, 5, 2, 3, 2, 1, 42
G minor mel (2b), 0, 1, 1, 1, 2, 0, 0, 0, 0, 3, 3, 2, 3, 1, 3, 0, 0, 20
B minor mel (2#), 1, 2, 1, 3, 7, 1, 1, 2, 5, 2, 5, 4, 6, 3, 4, 3, 1, 51
Bb major blues (2b), 1, 2, 3, 2, 3, 1, 3, 1, 1, 6, 3, 2, 6, 2, 3, 2, 2, 43
D major blues (2#), 0, 1, 1, 2, 3, 2, 1, 3, 3, 2, 6, 5, 5, 2, 4, 2, 0, 42
G minor blues (2b), 1, 2, 3, 2, 3, 1, 3, 1, 1, 6, 3, 2, 6, 2, 4, 2, 2, 44
B minor blues (2#), 0, 1, 1, 2, 7, 2, 1, 3, 6, 2, 7, 5, 5, 2, 4, 2, 0, 50
Bb dorian (2b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 3, 2, 1, 3, 0, 2, 0, 0, 14
D dorian (2#), 0, 1, 0, 2, 3, 2, 0, 3, 3, 1, 5, 5, 5, 2, 3, 2, 0, 37
Bb phrygian (2b), 0, 0, 1, 1, 3, 2, 1, 2, 2, 2, 4, 3, 4, 1, 3, 1, 0, 30
D phrygian (2#), 0, 1, 1, 2, 4, 2, 0, 2, 2, 2, 5, 4, 4, 2, 4, 1, 0, 36
Bb lydian (2b), 0, 1, 2, 1, 3, 1, 1, 1, 1, 3, 4, 3, 4, 1, 3, 0, 0, 29
D lydian (2#), 0, 1, 2, 1, 4, 1, 1, 1, 1, 4, 6, 3, 4, 1, 3, 0, 0, 33
Bb mixolydian (2b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
D mixolydian (2#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
Bb aeolian (2b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
D aeolian (2#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
Bb locrian (2b), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
D locrian (2#), 0, 0, 2, 0, 2, 0, 1, 0, 0, 3, 1, 1, 4, 0, 2, 0, 0, 16
Eb major (3b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
A major (3#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 4, 3, 3, 1, 3, 0, 0, 24
C minor (3b), 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 4, 2, 4, 0, 1, 1, 0, 18
F# minor (3#), 0, 2, 1, 2, 2, 2, 1, 2, 4, 3, 5, 4, 2, 2, 4, 1, 1, 38
C minor mel (3b), 0, 0, 2, 0, 2, 1, 1, 1, 1, 2, 2, 2, 4, 0, 2, 0, 0, 20
F# minor mel (3#), 0, 1, 1, 2, 5, 3, 1, 4, 6, 3, 4, 5, 4, 2, 3, 3, 1, 48
Eb major blues (3b), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
A major blues (3#), 0, 0, 1, 1, 3, 2, 1, 2, 2, 2, 4, 3, 4, 1, 3, 1, 0, 30
C minor blues (3b), 0, 1, 1, 2, 4, 2, 0, 2, 2, 2, 5, 4, 4, 2, 4, 1, 0, 36
F# minor blues (3#), 0, 1, 2, 1, 3, 1, 1, 1, 1, 3, 4, 3, 4, 1, 3, 0, 0, 29
Eb dorian (3b), 0, 1, 2, 1, 4, 1, 1, 1, 1, 4, 6, 3, 4, 1, 3, 0, 0, 33
A dorian (3#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
Eb phrygian (3b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
A phrygian (3#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
Eb lydian (3b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
A lydian (3#), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
Eb mixolydian (3b), 0, 0, 2, 0, 2, 0, 1, 0, 0, 3, 1, 1, 4, 0, 2, 0, 0, 16
A mixolydian (3#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
Eb aeolian (3b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 4, 3, 3, 1, 3, 0, 0, 24
A aeolian (3#), 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 4, 2, 4, 0, 1, 1, 0, 18
Eb locrian (3b), 0, 0, 1, 1, 3, 2, 1, 2, 2, 2, 4, 3, 4, 1, 3, 1, 0, 30
A locrian (3#), 0, 1, 1, 2, 4, 2, 0, 2, 2, 2, 5, 4, 4, 2, 4, 1, 0, 36
Ab major (4b), 0, 1, 2, 1, 3, 1, 1, 1, 1, 3, 4, 3, 4, 1, 3, 0, 0, 29
E major (4#), 0, 1, 2, 1, 4, 1, 1, 1, 1, 4, 6, 3, 4, 1, 3, 0, 0, 33
F minor (4b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
C# minor (4#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
F minor mel (4b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
C# minor mel (4#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
Ab major blues (4b), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
E major blues (4#), 0, 0, 2, 0, 2, 0, 1, 0, 0, 3, 1, 1, 4, 0, 2, 0, 0, 16
F minor blues (4b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
C# minor blues (4#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 4, 3, 3, 1, 3, 0, 0, 24
Ab dorian (4b), 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 4, 2, 4, 0, 1, 1, 0, 18
E dorian (4#), 0, 2, 1, 2, 2, 2, 1, 2, 4, 3, 5, 4, 2, 2, 4, 1, 1, 38
Ab phrygian (4b), 0, 0, 2, 0, 2, 1, 1, 1, 1, 2, 2, 2, 4, 0, 2, 0, 0, 20
E phrygian (4#), 0, 1, 1, 2, 5, 3, 1, 4, 6, 3, 4, 5, 4, 2, 3, 3, 1, 48
Ab lydian (4b), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
E lydian (4#), 0, 0, 1, 1, 3, 2, 1, 2, 2, 2, 4, 3, 4, 1, 3, 1, 0, 30
Ab mixolydian (4b), 0, 1, 1, 2, 4, 2, 0, 2, 2, 2, 5, 4, 4, 2, 4, 1, 0, 36
E mixolydian (4#), 0, 1, 2, 1, 3, 1, 1, 1, 1, 3, 4, 3, 4, 1, 3, 0, 0, 29
Ab aeolian (4b), 0, 1, 2, 1, 4, 1, 1, 1, 1, 4, 6, 3, 4, 1, 3, 0, 0, 33
E aeolian (4#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
Ab locrian (4b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
E locrian (4#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
Db major (5b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
B major (5#), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
Bb minor (5b), 0, 0, 2, 0, 2, 0, 1, 0, 0, 3, 1, 1, 4, 0, 2, 0, 0, 16
G# minor (5#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
Bb minor mel (5b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 4, 3, 3, 1, 3, 0, 0, 24
G# minor mel (5#), 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 4, 2, 4, 0, 1, 1, 0, 18
Db major blues (5b), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
B major blues (5#), 0, 0, 1, 1, 3, 2, 1, 2, 2, 2, 4, 3, 4, 1, 3, 1, 0, 30
Bb minor blues (5b), 0, 1, 1, 2, 4, 2, 0, 2, 2, 2, 5, 4, 4, 2, 4, 1, 0, 36
G# minor blues (5#), 0, 1, 2, 1, 3, 1, 1, 1, 1, 3, 4, 3, 4, 1, 3, 0, 0, 29
Db dorian (5b), 0, 1, 2, 1, 4, 1, 1, 1, 1, 4, 6, 3, 4, 1, 3, 0, 0, 33
B dorian (5#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
Db phrygian (5b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
B phrygian (5#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
Db lydian (5b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
B lydian (5#), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
Db mixolydian (5b), 0, 0, 2, 0, 2, 0, 1, 0, 0, 3, 1, 1, 4, 0, 2, 0, 0, 16
B mixolydian (5#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
Db aeolian (5b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 4, 3, 3, 1, 3, 0, 0, 24
B aeolian (5#), 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 4, 2, 4, 0, 1, 1, 0, 18
Db locrian (5b), 0, 2, 1, 2, 2, 2, 1, 2, 4, 3, 5, 4, 2, 2, 4, 1, 1, 38
B locrian (5#), 0, 1, 0, 2, 7, 2, 0, 3, 6, 1, 6, 5, 5, 2, 3, 2, 0, 45
Gb major (6b), 0, 1, 1, 2, 5, 3, 1, 4, 6, 3, 4, 5, 4, 2, 3, 3, 1, 48
F# major (6#), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
Eb minor (6b), 0, 0, 1, 1, 3, 2, 1, 2, 2, 2, 4, 3, 4, 1, 3, 1, 0, 30
D# minor (6#), 0, 1, 1, 2, 4, 2, 0, 2, 2, 2, 5, 4, 4, 2, 4, 1, 0, 36
Eb minor mel (6b), 0, 1, 2, 1, 3, 1, 1, 1, 1, 3, 4, 3, 4, 1, 3, 0, 0, 29
D# minor mel (6#), 0, 1, 2, 1, 4, 1, 1, 1, 1, 4, 6, 3, 4, 1, 3, 0, 0, 33
Gb major blues (6b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
F# major blues (6#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
Eb minor blues (6b), 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 4, 3, 3, 1, 3, 0, 0, 23
D# minor blues (6#), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
Gb dorian (6b), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
F# dorian (6#), 0, 0, 2, 0, 2, 0, 1, 0, 0, 3, 1, 1, 4, 0, 2, 0, 0, 16
Gb phrygian (6b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
F# phrygian (6#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 4, 3, 3, 1, 3, 0, 0, 24
Gb lydian (6b), 2, 4, 3, 6, 7, 4, 4, 4, 7, 7, 4, 5, 7, 6, 6, 6, 4, 86
F# lydian (6#), 1, 2, 2, 3, 5, 2, 2, 2, 4, 5, 2, 3, 4, 3, 3, 3, 2, 48
Gb mixolydian (6b), 2, 5, 2, 7, 8, 4, 4, 5, 8, 5, 6, 7, 7, 7, 8, 7, 4, 96
F# mixolydian (6#), 1, 3, 1, 4, 6, 2, 2, 3, 5, 3, 4, 5, 4, 4, 5, 4, 2, 58
Gb aeolian (6b), 2, 4, 3, 6, 7, 4, 4, 5, 8, 6, 5, 6, 8, 6, 7, 7, 4, 92
F# aeolian (6#), 1, 2, 2, 3, 5, 2, 2, 3, 5, 4, 3, 4, 5, 3, 4, 4, 2, 54
Gb locrian (6b), 0, 3, 0, 5, 8, 5, 2, 6, 9, 3, 7, 8, 5, 5, 6, 5, 2, 79
F# locrian (6#), 0, 2, 0, 3, 6, 3, 1, 4, 6, 2, 5, 6, 3, 3, 4, 3, 1, 52
Cb major (7b), 2, 5, 2, 7, 8, 4, 4, 6, 9, 6, 7, 8, 9, 7, 9, 8, 4, 105
C# major (7#), 1, 2, 2, 4, 6, 3, 2, 3, 5, 5, 3, 3, 5, 4, 4, 4, 2, 58
Ab minor (7b), 2, 4, 2, 4, 5, 1, 4, 2, 6, 5, 3, 3, 5, 4, 5, 4, 3, 62
A# minor (7#), 0, 2, 2, 4, 7, 4, 2, 4, 2, 7, 5, 5, 10, 4, 4, 4, 2, 68
Ab minor mel (7b), 2, 3, 3, 3, 4, 1, 4, 2, 6, 6, 2, 2, 6, 3, 4, 4, 3, 58
A# minor mel (7#), 0, 2, 2, 2, 5, 2, 3, 2, 0, 7, 3, 3, 8, 2, 2, 2, 2, 47
Cb major blues (7b), 2, 5, 3, 7, 9, 5, 4, 7, 10, 7, 9, 9, 11, 7, 9, 8, 4, 116
C# major blues (7#), 2, 4, 3, 6, 7, 4, 4, 4, 7, 7, 4, 5, 7, 6, 6, 6, 4, 86
Ab minor blues (7b), 1, 2, 2, 3, 5, 2, 2, 2, 4, 5, 2, 3, 4, 3, 3, 3, 2, 48
A# minor blues (7#), 2, 5, 2, 7, 8, 4, 4, 5, 8, 5, 6, 7, 7, 7, 8, 7, 4, 96
Cb dorian (7b), 1, 3, 1, 4, 6, 2, 2, 3, 5, 3, 4, 5, 4, 4, 5, 4, 2, 58
C# dorian (7#), 2, 4, 3, 6, 7, 4, 4, 5, 8, 6, 5, 6, 8, 6, 7, 7, 4, 92
Cb phrygian (7b), 1, 2, 2, 3, 5, 2, 2, 3, 5, 4, 3, 4, 5, 3, 4, 4, 2, 54
C# phrygian (7#), 0, 3, 0, 5, 8, 5, 2, 6, 9, 3, 7, 8, 5, 5, 6, 5, 2, 79
Cb lydian (7b), 0, 2, 0, 3, 6, 3, 1, 4, 6, 2, 5, 6, 3, 3, 4, 3, 1, 52
C# lydian (7#), 2, 5, 2, 7, 8, 4, 4, 6, 9, 6, 7, 8, 9, 7, 9, 8, 4, 105
Cb mixolydian (7b), 1, 2, 2, 4, 6, 3, 2, 3, 5, 5, 3, 3, 5, 4, 4, 4, 2, 58
C# mixolydian (7#), 2, 4, 2, 4, 5, 1, 4, 2, 6, 5, 3, 3, 5, 4, 5, 4, 3, 62
Cb aeolian (7b), 0, 2, 2, 4, 7, 4, 2, 4, 2, 7, 5, 5, 10, 4, 4, 4, 2, 68
C# aeolian (7#), 2, 3, 3, 3, 4, 1, 4, 2, 6, 6, 2, 2, 6, 3, 4, 4, 3, 58
Cb locrian (7b), 0, 1, 0, 3, 9, 3, 0, 5, 10, 2, 9, 7, 8, 3, 5, 4, 0, 69
C# locrian (7#), 2, 5, 3, 7, 9, 5, 4, 7, 10, 7, 9, 9, 11, 7, 9, 8, 4, 116
