 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 1/0, 0/0, 2/0, 1/0, 1/2, 1/0, 3/2, 1/0, 1/0, 2/2, 1/0, 1/0, 0/0, 2/1, 1/0, 0/0, 0/0, 1/0, 0/0, 2/0, 1/0, 1/2, 1/0, 3/2, 1/0, 28/11
A minor (0), 1/1, 0/0, 2/1, 1/0, 4/2, 1/1, 3/5, 1/1, 1/1, 2/1, 1/0, 1/4, 0/0, 2/1, 1/0, 0/1, 0/1, 1/1, 0/0, 2/1, 1/0, 4/2, 1/1, 3/5, 1/1, 34/31
F major (1b), 1/0, 0/0, 1/0, 2/1, 1/0, 1/1, 2/0, 1/0, 1/0, 2/1, 0/0, 0/0, 0/0, 2/1, 0/0, 1/1, 1/1, 1/1, 0/0, 1/0, 2/1, 1/0, 1/1, 2/0, 1/0, 25/9
G major (1#), 1/0, 0/0, 2/0, 0/0, 4/2, 2/0, 2/2, 1/0, 1/0, 1/1, 1/0, 1/0, 0/0, 1/1, 1/0, 0/0, 0/0, 1/0, 0/0, 2/0, 0/0, 4/2, 2/0, 2/2, 1/0, 30/10
D minor (1b), 1/0, 0/0, 1/0, 1/0, 4/2, 1/0, 3/2, 1/0, 1/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 1/1, 1/0, 0/0, 1/0, 1/0, 4/2, 1/0, 3/2, 1/0, 29/12
E minor (1#), 1/1, 0/0, 2/3, 0/0, 4/2, 2/1, 2/2, 1/0, 1/0, 1/1, 2/1, 1/2, 0/0, 1/1, 2/1, 0/0, 0/0, 1/1, 0/0, 2/3, 0/0, 4/2, 2/1, 2/2, 1/0, 32/24
Bb major (2b), 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 1/0, 0/0, 0/0, 3/2, 0/0, 0/0, 0/0, 3/2, 0/0, 1/1, 1/1, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 1/0, 0/0, 16/8
D major (2#), 2/1, 1/0, 3/0, 0/0, 5/2, 2/1, 3/5, 1/1, 1/1, 1/1, 1/1, 2/2, 1/0, 1/1, 1/1, 0/0, 0/0, 2/1, 1/0, 3/0, 0/0, 5/2, 2/1, 3/5, 1/1, 42/27
G minor (2b), 0/0, 0/0, 0/0, 1/0, 4/2, 0/0, 2/1, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 2/1, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 4/2, 0/0, 2/1, 0/0, 20/8
B minor (2#), 2/2, 1/2, 3/2, 0/0, 5/4, 2/5, 3/3, 1/0, 1/0, 1/1, 2/1, 2/4, 1/0, 1/2, 2/1, 0/0, 0/0, 2/2, 1/0, 3/2, 0/0, 5/4, 2/5, 3/3, 1/0, 44/43
Eb major (3b), 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 1/1, 0/0, 0/0, 4/2, 1/0, 0/0, 0/0, 4/2, 1/0, 2/1, 2/1, 0/0, 0/0, 0/0, 2/1, 1/2, 0/0, 1/1, 0/0, 22/12
A major (3#), 3/2, 1/0, 3/2, 1/0, 5/4, 3/2, 3/2, 1/0, 1/0, 2/3, 2/1, 2/2, 1/0, 2/1, 2/1, 1/0, 1/0, 3/2, 1/0, 3/1, 1/0, 5/2, 3/1, 3/2, 1/0, 54/28
C minor (3b), 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 2/2, 0/0, 0/0, 3/1, 1/0, 0/0, 0/0, 3/1, 1/0, 2/1, 2/1, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 2/2, 0/0, 20/8
F# minor (3#), 3/2, 1/2, 3/4, 1/0, 1/0, 3/5, 3/2, 1/0, 1/0, 2/1, 3/1, 2/4, 1/1, 2/1, 3/1, 1/0, 1/0, 3/2, 1/2, 3/4, 1/0, 1/0, 3/5, 3/2, 1/0, 48/39
Ab major (4b), 1/0, 1/0, 0/0, 2/1, 0/0, 0/0, 1/0, 0/0, 0/0, 7/4, 5/6, 1/0, 0/0, 7/4, 5/6, 3/7, 3/7, 1/0, 1/0, 0/0, 2/1, 0/0, 0/0, 1/0, 0/0, 41/36
