 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 36
A minor (0), 3, 0, 3, 0, 3, 0, 1, 0, 1, 0, 1, 0, 3, 0, 1, 1, 3, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 31
A minor mel (0), 4, 0, 4, 0, 4, 0, 2, 0, 2, 1, 1, 0, 4, 0, 1, 1, 4, 0, 4, 0, 4, 0, 2, 0, 2, 1, 1, 1, 1, 1, 4, 0, 49
C major blues (0), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 2, 1, 2, 1, 3, 1, 56
A minor blues (0), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 2, 1, 2, 1, 3, 1, 56
C dorian (0), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 1, 1, 1, 1, 3, 1, 54
C phrygian (0), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
C lydian (0), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 1, 1, 1, 1, 3, 1, 54
C mixolydian (0), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
C aeolian (0), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 36
C locrian (0), 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 23
F major (1b), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
G major (1#), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 1, 1, 1, 1, 3, 1, 54
D minor (1b), 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 2, 1, 2, 1, 3, 1, 2, 1, 2, 1, 2, 1, 2, 1, 0, 0, 1, 0, 1, 0, 2, 1, 40
E minor (1#), 2, 1, 2, 1, 2, 1, 3, 0, 3, 1, 2, 0, 2, 1, 1, 0, 2, 1, 2, 1, 2, 1, 3, 0, 2, 1, 1, 1, 1, 1, 2, 1, 44
D minor mel (1b), 2, 1, 2, 1, 2, 1, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 2, 1, 2, 1, 2, 1, 3, 1, 1, 0, 0, 0, 0, 0, 2, 1, 43
E minor mel (1#), 2, 1, 2, 1, 2, 1, 4, 1, 3, 1, 3, 1, 2, 1, 2, 0, 2, 1, 2, 1, 2, 1, 4, 1, 2, 1, 1, 1, 1, 1, 2, 1, 51
F major blues (1b), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 0, 2, 1, 38
G major blues (1#), 3, 1, 3, 1, 3, 1, 4, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 3, 1, 63
D minor blues (1b), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 0, 2, 1, 38
E minor blues (1#), 3, 1, 3, 1, 3, 1, 4, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 3, 1, 63
F dorian (1b), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 36
G dorian (1#), 3, 1, 3, 1, 3, 1, 4, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 4, 1, 2, 1, 1, 1, 1, 1, 3, 1, 61
F phrygian (1b), 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 23
G phrygian (1#), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 36
F lydian (1b), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 36
G lydian (1#), 3, 1, 3, 1, 3, 1, 4, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 4, 1, 2, 1, 1, 1, 1, 1, 3, 1, 61
F mixolydian (1b), 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 23
G mixolydian (1#), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 36
F aeolian (1b), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
G aeolian (1#), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 1, 1, 1, 1, 3, 1, 54
F locrian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2
G locrian (1#), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
Bb major (2b), 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 23
D major (2#), 3, 1, 3, 1, 3, 1, 4, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 4, 1, 2, 1, 1, 1, 1, 1, 3, 1, 61
G minor (2b), 2, 1, 2, 1, 2, 1, 2, 0, 2, 1, 1, 0, 2, 1, 1, 0, 2, 1, 2, 1, 2, 1, 2, 0, 1, 1, 2, 1, 2, 1, 2, 1, 41
B minor (2#), 3, 1, 3, 1, 3, 1, 3, 1, 2, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 56
G minor mel (2b), 3, 1, 3, 1, 3, 1, 2, 0, 2, 1, 1, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 2, 0, 1, 1, 2, 1, 2, 1, 3, 1, 51
B minor mel (2#), 4, 0, 4, 0, 4, 0, 2, 1, 1, 1, 1, 1, 4, 0, 2, 1, 4, 0, 4, 0, 4, 0, 2, 1, 1, 1, 1, 1, 1, 1, 4, 0, 51
Bb major blues (2b), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
D major blues (2#), 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 2, 1, 1, 1, 1, 1, 4, 1, 69
G minor blues (2b), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
B minor blues (2#), 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 3, 1, 4, 1, 3, 1, 4, 1, 4, 1, 4, 1, 4, 1, 2, 1, 1, 1, 1, 1, 4, 1, 69
Bb dorian (2b), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
D dorian (2#), 4, 0, 4, 0, 4, 0, 3, 1, 2, 1, 2, 1, 4, 0, 2, 1, 4, 0, 4, 0, 4, 0, 3, 1, 2, 1, 1, 1, 1, 1, 4, 0, 56
Bb phrygian (2b), 3, 0, 3, 0, 3, 0, 1, 0, 1, 0, 1, 0, 3, 0, 1, 1, 3, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 31
D phrygian (2#), 4, 0, 4, 0, 4, 0, 2, 0, 2, 1, 1, 0, 4, 0, 1, 1, 4, 0, 4, 0, 4, 0, 2, 0, 2, 1, 1, 1, 1, 1, 4, 0, 49
Bb lydian (2b), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 2, 1, 2, 1, 3, 1, 56
D lydian (2#), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 2, 1, 2, 1, 3, 1, 56
Bb mixolydian (2b), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 1, 1, 1, 1, 3, 1, 54
D mixolydian (2#), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
Bb aeolian (2b), 3, 1, 3, 1, 3, 1, 3, 0, 3, 1, 2, 0, 3, 1, 2, 1, 3, 1, 3, 1, 3, 1, 3, 0, 2, 1, 1, 1, 1, 1, 3, 1, 54
D aeolian (2#), 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 33
Bb locrian (2b), 2, 1, 2, 1, 2, 1, 2, 0, 2, 0, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 36
D locrian (2#), 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 23
