 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 1, 32
A minor (0), 2, 1, 2, 0, 0, 1, 2, 1, 1, 1, 1, 0, 0, 1, 3, 1, 2, 1, 2, 0, 0, 1, 3, 1, 2, 0, 2, 1, 1, 1, 0, 1, 2, 37
A minor mel (0), 3, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 0, 0, 1, 3, 1, 3, 1, 2, 0, 1, 1, 3, 1, 2, 0, 2, 1, 1, 1, 0, 1, 3, 42
C major blues (0), 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 0, 0, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 2, 40
A minor blues (0), 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 0, 0, 1, 3, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 0, 2, 0, 0, 2, 0, 1, 2, 46
C dorian (0), 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 0, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 2, 37
C phrygian (0), 1, 1, 0, 2, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 22
C lydian (0), 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 0, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 2, 37
C mixolydian (0), 1, 1, 0, 2, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 22
C aeolian (0), 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 1, 32
C locrian (0), 0, 1, 0, 2, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 16
F major (1b), 1, 1, 0, 2, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 22
G major (1#), 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 0, 1, 3, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 2, 38
D minor (1b), 1, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 2, 2, 0, 2, 1, 2, 2, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 38
E minor (1#), 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 1, 3, 0, 0, 2, 1, 0, 1, 44
D minor mel (1b), 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 3, 2, 2, 1, 2, 0, 1, 2, 1, 1, 1, 48
E minor mel (1#), 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 4, 2, 1, 2, 4, 0, 1, 2, 2, 0, 1, 55
F major blues (1b), 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 0, 0, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 1, 35
G major blues (1#), 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 3, 2, 3, 1, 1, 2, 2, 1, 3, 2, 2, 1, 2, 0, 1, 2, 1, 1, 2, 53
D minor blues (1b), 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 0, 0, 1, 3, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 1, 40
E minor blues (1#), 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 3, 2, 3, 2, 1, 2, 2, 2, 3, 2, 2, 1, 3, 0, 1, 2, 1, 1, 2, 58
F dorian (1b), 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 0, 2, 0, 1, 1, 32
G dorian (1#), 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 3, 1, 1, 1, 2, 1, 3, 2, 2, 1, 2, 0, 1, 2, 1, 1, 2, 49
