 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
C locrian (0), 0, 1, 3, 1, 4, 0, 1, 1, 0, 1, 1, 3, 2, 1, 3, 1, 4, 0, 1, 1, 0, 1, 1, 3, 3, 2, 2, 1, 0, 0, 0, 3, 4, 0, 5, 2, 3, 2, 1, 5, 0, 0, 1, 3, 2, 2, 2, 1, 0, 2, 2, 5, 1, 0, 0, 4, 2, 2, 2, 2, 1, 1, 102
F major (1b), 0, 0, 1, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 0, 1, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 1, 3, 2, 0, 1, 1, 2, 3, 0, 4, 1, 2, 2, 1, 6, 0, 1, 0, 2, 3, 1, 3, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 87
G major (1#), 0, 1, 3, 0, 5, 1, 2, 0, 2, 1, 2, 2, 2, 1, 3, 0, 5, 1, 2, 0, 2, 1, 2, 2, 2, 1, 5, 4, 0, 2, 3, 3, 5, 0, 7, 1, 0, 3, 3, 6, 1, 2, 2, 3, 2, 2, 6, 1, 1, 1, 4, 6, 2, 3, 0, 3, 2, 1, 2, 1, 2, 0, 132
D minor (1b), 0, 1, 3, 1, 5, 2, 4, 1, 1, 2, 1, 3, 3, 1, 3, 1, 5, 2, 4, 1, 1, 2, 1, 3, 3, 1, 4, 2, 1, 2, 2, 2, 1, 0, 5, 2, 3, 2, 2, 5, 0, 2, 1, 2, 3, 2, 3, 1, 1, 2, 4, 5, 1, 2, 0, 4, 0, 2, 6, 2, 3, 1, 135
E minor (1#), 0, 1, 3, 0, 6, 1, 4, 1, 3, 2, 2, 1, 3, 1, 3, 0, 6, 1, 4, 1, 3, 2, 2, 1, 3, 2, 5, 4, 0, 1, 3, 4, 5, 1, 9, 2, 1, 4, 5, 5, 1, 4, 2, 3, 1, 3, 7, 2, 2, 0, 3, 7, 5, 5, 1, 3, 4, 2, 7, 2, 1, 1, 171
D minor mel (1b), 0, 1, 3, 1, 6, 2, 4, 1, 2, 1, 1, 2, 2, 1, 3, 1, 6, 2, 4, 1, 2, 1, 1, 2, 2, 0, 5, 3, 1, 2, 3, 2, 2, 0, 6, 1, 2, 3, 3, 6, 1, 3, 2, 2, 2, 2, 4, 1, 1, 2, 4, 6, 2, 3, 0, 3, 1, 1, 5, 1, 2, 1, 140
E minor mel (1#), 0, 2, 4, 1, 7, 2, 5, 2, 4, 3, 2, 2, 3, 2, 4, 1, 7, 2, 5, 2, 4, 3, 2, 2, 4, 2, 6, 4, 1, 2, 4, 4, 4, 1, 8, 3, 2, 5, 6, 4, 1, 5, 3, 3, 1, 4, 6, 3, 2, 1, 4, 8, 6, 6, 1, 4, 3, 3, 7, 3, 2, 2, 209
F major blues (1b), 0, 1, 2, 1, 5, 2, 2, 1, 2, 2, 1, 3, 3, 1, 2, 1, 5, 2, 2, 1, 2, 2, 1, 3, 4, 3, 5, 3, 0, 1, 3, 3, 5, 1, 7, 3, 3, 5, 3, 7, 1, 2, 2, 3, 3, 3, 4, 2, 1, 3, 4, 6, 3, 3, 0, 4, 4, 3, 2, 2, 2, 1, 161
G major blues (1#), 0, 2, 4, 1, 6, 2, 3, 1, 3, 3, 2, 4, 3, 2, 4, 1, 6, 2, 3, 1, 3, 3, 2, 4, 4, 2, 6, 4, 1, 3, 4, 3, 5, 0, 7, 3, 3, 4, 4, 7, 1, 3, 3, 3, 3, 3, 6, 2, 1, 2, 5, 7, 3, 4, 0, 5, 2, 3, 3, 3, 4, 1, 192
D minor blues (1b), 0, 1, 3, 1, 6, 2, 3, 1, 2, 2, 1, 3, 4, 1, 3, 1, 6, 2, 3, 1, 2, 2, 1, 3, 4, 3, 5, 3, 0, 1, 3, 3, 5, 1, 9, 3, 3, 4, 3, 8, 1, 2, 2, 3, 3, 3, 5, 2, 1, 3, 4, 6, 3, 3, 0, 4, 4, 3, 6, 2, 2, 1, 175
E minor blues (1#), 0, 2, 4, 1, 6, 3, 4, 1, 4, 3, 2, 3, 4, 2, 4, 1, 6, 3, 4, 1, 4, 3, 2, 3, 4, 2, 7, 3, 1, 3, 5, 3, 5, 0, 10, 3, 3, 4, 5, 7, 1, 4, 3, 3, 3, 3, 6, 2, 1, 2, 5, 7, 5, 5, 0, 5, 3, 3, 7, 3, 4, 1, 211
F dorian (1b), 0, 0, 1, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 1, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 3, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 92
G dorian (1#), 0, 2, 4, 1, 6, 2, 3, 1, 3, 2, 2, 3, 2, 2, 4, 1, 6, 2, 3, 1, 3, 2, 2, 3, 3, 1, 6, 4, 1, 3, 4, 3, 4, 0, 6, 2, 1, 4, 4, 5, 1, 3, 3, 3, 2, 3, 5, 2, 1, 2, 5, 7, 3, 4, 0, 4, 1, 2, 2, 2, 3, 1, 170
F phrygian (1b), 0, 1, 2, 1, 4, 0, 1, 1, 0, 1, 1, 3, 2, 1, 2, 1, 4, 0, 1, 1, 0, 1, 1, 3, 3, 2, 2, 1, 0, 0, 0, 3, 4, 0, 5, 2, 3, 3, 1, 5, 0, 0, 1, 3, 2, 2, 2, 1, 0, 2, 2, 5, 1, 0, 0, 4, 2, 2, 2, 2, 1, 1, 101
G phrygian (1#), 0, 0, 2, 0, 5, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 5, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 6, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 5, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 97
F lydian (1b), 0, 0, 1, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 1, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 3, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 92
G lydian (1#), 0, 2, 4, 1, 6, 2, 3, 1, 3, 2, 2, 3, 2, 2, 4, 1, 6, 2, 3, 1, 3, 2, 2, 3, 3, 1, 6, 4, 1, 3, 4, 3, 4, 0, 6, 2, 1, 4, 4, 5, 1, 3, 3, 3, 2, 3, 5, 2, 1, 2, 5, 7, 3, 4, 0, 4, 1, 2, 2, 2, 3, 1, 170
F mixolydian (1b), 0, 1, 2, 1, 4, 0, 1, 1, 0, 1, 1, 3, 2, 1, 2, 1, 4, 0, 1, 1, 0, 1, 1, 3, 3, 2, 2, 1, 0, 0, 0, 3, 4, 0, 5, 2, 3, 3, 1, 5, 0, 0, 1, 3, 2, 2, 2, 1, 0, 2, 2, 5, 1, 0, 0, 4, 2, 2, 2, 2, 1, 1, 101
G mixolydian (1#), 0, 0, 2, 0, 5, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 5, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 6, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 5, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 97
F aeolian (1b), 0, 0, 1, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 0, 1, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 1, 3, 2, 0, 1, 1, 2, 3, 0, 4, 1, 2, 2, 1, 6, 0, 1, 0, 2, 3, 1, 3, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 87
G aeolian (1#), 0, 1, 3, 0, 5, 1, 2, 0, 2, 1, 2, 2, 2, 1, 3, 0, 5, 1, 2, 0, 2, 1, 2, 2, 2, 1, 5, 4, 0, 2, 3, 3, 5, 0, 7, 1, 0, 3, 3, 6, 1, 2, 2, 3, 2, 2, 6, 1, 1, 1, 4, 6, 2, 3, 0, 3, 2, 1, 2, 1, 2, 0, 132
F locrian (1b), 0, 1, 2, 1, 3, 1, 0, 1, 1, 2, 1, 2, 3, 1, 2, 1, 3, 1, 0, 1, 1, 2, 1, 2, 4, 3, 3, 1, 0, 0, 1, 3, 3, 1, 6, 3, 3, 4, 2, 4, 0, 0, 1, 3, 2, 3, 1, 2, 0, 3, 3, 5, 2, 1, 0, 4, 3, 3, 1, 2, 1, 1, 115
G locrian (1#), 0, 0, 2, 0, 4, 1, 2, 0, 0, 1, 1, 3, 2, 0, 2, 0, 4, 1, 2, 0, 0, 1, 1, 3, 2, 1, 3, 2, 0, 1, 1, 2, 3, 0, 5, 1, 2, 1, 1, 6, 0, 1, 0, 2, 3, 1, 4, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 92
Bb major (2b), 0, 1, 2, 1, 4, 0, 1, 1, 0, 2, 1, 5, 2, 1, 2, 1, 4, 0, 1, 1, 0, 2, 1, 5, 4, 2, 2, 1, 0, 0, 0, 3, 4, 0, 5, 2, 4, 3, 1, 5, 0, 0, 1, 3, 2, 2, 2, 1, 0, 2, 2, 5, 1, 0, 0, 5, 2, 2, 2, 3, 2, 1, 112
D major (2#), 0, 2, 4, 1, 6, 2, 4, 1, 3, 2, 2, 2, 3, 2, 4, 1, 6, 2, 4, 1, 3, 2, 2, 2, 3, 1, 6, 4, 1, 3, 4, 3, 3, 0, 7, 2, 1, 4, 4, 5, 1, 3, 3, 3, 2, 3, 5, 2, 1, 2, 5, 7, 3, 4, 0, 4, 1, 2, 6, 2, 3, 1, 175
G minor (2b), 0, 2, 4, 1, 5, 0, 1, 1, 1, 2, 2, 3, 3, 2, 4, 1, 5, 0, 1, 1, 1, 2, 2, 3, 4, 3, 3, 2, 0, 1, 1, 4, 5, 0, 7, 3, 2, 3, 2, 4, 0, 0, 2, 4, 2, 3, 4, 2, 0, 2, 3, 6, 2, 1, 0, 5, 2, 3, 3, 3, 2, 1, 141
B minor (2#), 0, 4, 4, 1, 5, 4, 4, 1, 3, 3, 1, 3, 4, 4, 4, 1, 5, 4, 4, 1, 3, 3, 1, 3, 5, 3, 5, 3, 1, 3, 4, 2, 4, 1, 7, 6, 1, 4, 6, 6, 0, 3, 3, 2, 2, 5, 4, 4, 1, 3, 5, 9, 5, 6, 0, 2, 1, 5, 6, 3, 3, 1, 204
G minor mel (2b), 0, 1, 3, 0, 4, 1, 2, 0, 1, 2, 2, 3, 3, 1, 3, 0, 4, 1, 2, 0, 1, 2, 2, 3, 3, 2, 4, 3, 0, 2, 2, 3, 4, 0, 6, 2, 1, 2, 2, 5, 0, 1, 1, 3, 3, 2, 5, 1, 1, 1, 4, 5, 1, 2, 0, 4, 1, 2, 3, 2, 3, 0, 127
B minor mel (2#), 1, 5, 5, 2, 4, 4, 3, 2, 3, 3, 1, 2, 3, 5, 5, 2, 4, 4, 3, 2, 3, 3, 1, 2, 4, 4, 6, 4, 1, 3, 5, 3, 5, 1, 6, 7, 1, 5, 5, 5, 0, 3, 4, 3, 3, 5, 3, 5, 1, 4, 4, 10, 6, 7, 0, 3, 2, 5, 5, 4, 4, 2, 220
Bb major blues (2b), 0, 1, 2, 1, 5, 3, 3, 2, 1, 4, 1, 5, 3, 1, 2, 1, 5, 3, 3, 2, 1, 4, 1, 5, 6, 4, 4, 3, 0, 1, 2, 4, 4, 2, 7, 4, 5, 5, 3, 6, 0, 2, 1, 3, 4, 4, 4, 3, 2, 3, 4, 6, 3, 3, 1, 5, 4, 4, 3, 4, 3, 2, 187
D major blues (2#), 1, 3, 5, 2, 6, 2, 4, 2, 3, 2, 2, 2, 3, 3, 5, 2, 6, 2, 4, 2, 3, 2, 2, 2, 3, 2, 7, 5, 1, 3, 5, 4, 5, 0, 8, 3, 2, 5, 4, 7, 1, 3, 4, 4, 3, 3, 6, 3, 1, 3, 5, 8, 4, 5, 0, 5, 3, 2, 6, 3, 4, 2, 212
G minor blues (2b), 0, 1, 3, 1, 6, 3, 3, 2, 1, 3, 1, 3, 3, 1, 3, 1, 6, 3, 3, 2, 1, 3, 1, 3, 5, 4, 4, 3, 0, 1, 2, 4, 4, 2, 8, 4, 4, 4, 3, 6, 0, 2, 1, 3, 4, 4, 5, 3, 2, 3, 4, 6, 3, 3, 1, 4, 4, 4, 3, 3, 2, 2, 181
B minor blues (2#), 1, 5, 6, 2, 6, 3, 4, 2, 4, 2, 2, 2, 3, 5, 6, 2, 6, 3, 4, 2, 4, 2, 2, 2, 4, 3, 8, 5, 1, 3, 6, 4, 7, 0, 10, 6, 2, 5, 5, 7, 1, 4, 5, 4, 3, 4, 6, 4, 1, 3, 5, 11, 7, 6, 0, 4, 4, 4, 6, 4, 4, 2, 248
Bb dorian (2b), 0, 0, 1, 0, 3, 1, 2, 0, 0, 2, 1, 5, 2, 0, 1, 0, 3, 1, 2, 0, 0, 2, 1, 5, 3, 1, 3, 2, 0, 1, 1, 2, 3, 0, 4, 1, 3, 2, 1, 6, 0, 1, 0, 2, 3, 1, 3, 0, 1, 1, 3, 4, 0, 1, 0, 4, 1, 1, 2, 2, 3, 0, 98
D dorian (2#), 1, 3, 5, 2, 5, 2, 3, 2, 3, 2, 2, 1, 2, 3, 5, 2, 5, 2, 3, 2, 3, 2, 2, 1, 2, 2, 7, 5, 1, 3, 5, 4, 4, 0, 6, 3, 1, 5, 3, 4, 1, 3, 4, 4, 3, 3, 4, 3, 1, 3, 4, 8, 4, 5, 0, 5, 2, 2, 5, 3, 4, 2, 191
Bb phrygian (2b), 1, 1, 3, 1, 4, 2, 2, 1, 1, 0, 1, 0, 1, 1, 3, 1, 4, 2, 2, 1, 1, 0, 1, 0, 0, 1, 5, 3, 0, 1, 3, 3, 4, 0, 7, 1, 1, 3, 1, 6, 1, 3, 2, 3, 3, 1, 4, 1, 1, 2, 2, 6, 2, 3, 0, 3, 3, 0, 4, 1, 2, 1, 121
D phrygian (2#), 1, 2, 4, 1, 4, 2, 2, 1, 2, 1, 2, 0, 2, 2, 4, 1, 4, 2, 2, 1, 2, 1, 2, 0, 1, 2, 6, 4, 0, 2, 4, 4, 5, 0, 8, 2, 0, 4, 2, 5, 1, 3, 3, 4, 3, 2, 5, 2, 1, 2, 3, 7, 3, 4, 0, 4, 3, 1, 5, 2, 3, 1, 156
Bb lydian (2b), 0, 2, 4, 1, 5, 1, 2, 1, 2, 2, 2, 3, 3, 2, 4, 1, 5, 1, 2, 1, 2, 2, 2, 3, 4, 3, 5, 4, 0, 2, 3, 4, 6, 0, 7, 3, 3, 4, 3, 7, 1, 2, 3, 4, 3, 3, 5, 2, 1, 2, 4, 7, 3, 3, 0, 5, 3, 3, 3, 3, 3, 1, 175
D lydian (2#), 0, 2, 4, 1, 6, 2, 3, 1, 2, 2, 2, 2, 4, 2, 4, 1, 6, 2, 3, 1, 2, 2, 2, 2, 4, 3, 5, 4, 0, 2, 3, 4, 5, 0, 10, 3, 3, 4, 3, 7, 1, 3, 3, 4, 4, 3, 6, 2, 1, 2, 4, 7, 3, 3, 0, 5, 3, 3, 7, 3, 3, 1, 189
Bb mixolydian (2b), 0, 1, 3, 0, 4, 1, 2, 0, 2, 1, 2, 2, 2, 1, 3, 0, 4, 1, 2, 0, 2, 1, 2, 2, 2, 1, 5, 4, 0, 2, 3, 3, 5, 0, 6, 1, 0, 3, 3, 6, 1, 2, 2, 3, 2, 2, 5, 1, 1, 1, 4, 6, 2, 3, 0, 3, 2, 1, 2, 1, 2, 0, 128
D mixolydian (2#), 0, 0, 2, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 0, 2, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 1, 3, 2, 0, 1, 1, 2, 3, 0, 4, 1, 2, 1, 1, 6, 0, 1, 0, 2, 3, 1, 3, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 88
Bb aeolian (2b), 0, 1, 3, 0, 4, 1, 2, 0, 2, 1, 2, 2, 2, 1, 3, 0, 4, 1, 2, 0, 2, 1, 2, 2, 2, 1, 5, 4, 0, 2, 3, 3, 5, 0, 6, 1, 0, 3, 3, 6, 1, 2, 2, 3, 2, 2, 5, 1, 1, 1, 4, 6, 2, 3, 0, 3, 2, 1, 2, 1, 2, 0, 128
D aeolian (2#), 0, 0, 2, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 0, 2, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 1, 3, 2, 0, 1, 1, 2, 3, 0, 4, 1, 2, 1, 1, 6, 0, 1, 0, 2, 3, 1, 3, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 88
Bb locrian (2b), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
D locrian (2#), 0, 1, 3, 1, 4, 0, 1, 1, 0, 1, 1, 3, 2, 1, 3, 1, 4, 0, 1, 1, 0, 1, 1, 3, 3, 2, 2, 1, 0, 0, 0, 3, 4, 0, 5, 2, 3, 2, 1, 5, 0, 0, 1, 3, 2, 2, 2, 1, 0, 2, 2, 5, 1, 0, 0, 4, 2, 2, 2, 2, 1, 1, 102
Eb major (3b), 0, 0, 1, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 0, 1, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 1, 3, 2, 0, 1, 1, 2, 3, 0, 4, 1, 2, 2, 1, 6, 0, 1, 0, 2, 3, 1, 3, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 87
A major (3#), 0, 1, 3, 0, 5, 1, 2, 0, 2, 1, 2, 2, 2, 1, 3, 0, 5, 1, 2, 0, 2, 1, 2, 2, 2, 1, 5, 4, 0, 2, 3, 3, 5, 0, 7, 1, 0, 3, 3, 6, 1, 2, 2, 3, 2, 2, 6, 1, 1, 1, 4, 6, 2, 3, 0, 3, 2, 1, 2, 1, 2, 0, 132
C minor (3b), 0, 1, 3, 1, 5, 2, 4, 1, 1, 2, 1, 3, 3, 1, 3, 1, 5, 2, 4, 1, 1, 2, 1, 3, 3, 1, 4, 2, 1, 2, 2, 2, 1, 0, 5, 2, 3, 2, 2, 5, 0, 2, 1, 2, 3, 2, 3, 1, 1, 2, 4, 5, 1, 2, 0, 4, 0, 2, 6, 2, 3, 1, 135
F# minor (3#), 0, 1, 3, 0, 6, 1, 4, 1, 3, 2, 2, 1, 3, 1, 3, 0, 6, 1, 4, 1, 3, 2, 2, 1, 3, 2, 5, 4, 0, 1, 3, 4, 5, 1, 9, 2, 1, 4, 5, 5, 1, 4, 2, 3, 1, 3, 7, 2, 2, 0, 3, 7, 5, 5, 1, 3, 4, 2, 7, 2, 1, 1, 171
C minor mel (3b), 0, 1, 3, 1, 5, 0, 1, 1, 1, 0, 1, 2, 1, 1, 3, 1, 5, 0, 1, 1, 1, 0, 1, 2, 2, 1, 3, 2, 0, 0, 1, 3, 5, 0, 6, 1, 2, 3, 2, 6, 1, 1, 2, 3, 1, 2, 3, 1, 0, 2, 2, 6, 2, 1, 0, 3, 3, 1, 1, 1, 0, 1, 107
F# minor mel (3#), 1, 4, 4, 3, 5, 2, 4, 4, 3, 4, 0, 2, 1, 4, 4, 3, 5, 2, 4, 4, 3, 4, 0, 2, 3, 3, 5, 5, 1, 1, 4, 5, 7, 1, 7, 7, 5, 6, 4, 2, 1, 5, 4, 4, 3, 4, 4, 4, 2, 3, 1, 9, 7, 6, 1, 4, 5, 5, 5, 6, 2, 4, 227
Eb major blues (3b), 0, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 2, 0, 4, 1, 2, 0, 1, 0, 1, 2, 1, 0, 4, 3, 0, 1, 2, 2, 4, 0, 5, 0, 1, 2, 2, 7, 1, 2, 1, 2, 2, 1, 4, 0, 1, 1, 3, 5, 1, 2, 0, 2, 2, 0, 1, 0, 1, 0, 93
A major blues (3#), 1, 1, 3, 1, 4, 2, 2, 1, 1, 0, 1, 0, 1, 1, 3, 1, 4, 2, 2, 1, 1, 0, 1, 0, 0, 1, 5, 3, 0, 1, 3, 3, 4, 0, 7, 1, 1, 3, 1, 6, 1, 3, 2, 3, 3, 1, 4, 1, 1, 2, 2, 6, 2, 3, 0, 3, 3, 0, 4, 1, 2, 1, 121
C minor blues (3b), 1, 2, 4, 1, 4, 2, 2, 1, 2, 1, 2, 0, 2, 2, 4, 1, 4, 2, 2, 1, 2, 1, 2, 0, 1, 2, 6, 4, 0, 2, 4, 4, 5, 0, 8, 2, 0, 4, 2, 5, 1, 3, 3, 4, 3, 2, 5, 2, 1, 2, 3, 7, 3, 4, 0, 4, 3, 1, 5, 2, 3, 1, 156
F# minor blues (3#), 0, 2, 4, 1, 5, 1, 2, 1, 2, 2, 2, 3, 3, 2, 4, 1, 5, 1, 2, 1, 2, 2, 2, 3, 4, 3, 5, 4, 0, 2, 3, 4, 6, 0, 7, 3, 3, 4, 3, 7, 1, 2, 3, 4, 3, 3, 5, 2, 1, 2, 4, 7, 3, 3, 0, 5, 3, 3, 3, 3, 3, 1, 175
Eb dorian (3b), 0, 2, 4, 1, 6, 2, 3, 1, 2, 2, 2, 2, 4, 2, 4, 1, 6, 2, 3, 1, 2, 2, 2, 2, 4, 3, 5, 4, 0, 2, 3, 4, 5, 0, 10, 3, 3, 4, 3, 7, 1, 3, 3, 4, 4, 3, 6, 2, 1, 2, 4, 7, 3, 3, 0, 5, 3, 3, 7, 3, 3, 1, 189
A dorian (3#), 0, 1, 3, 0, 4, 1, 2, 0, 2, 1, 2, 2, 2, 1, 3, 0, 4, 1, 2, 0, 2, 1, 2, 2, 2, 1, 5, 4, 0, 2, 3, 3, 5, 0, 6, 1, 0, 3, 3, 6, 1, 2, 2, 3, 2, 2, 5, 1, 1, 1, 4, 6, 2, 3, 0, 3, 2, 1, 2, 1, 2, 0, 128
Eb phrygian (3b), 0, 0, 2, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 0, 2, 0, 3, 1, 2, 0, 0, 1, 1, 3, 2, 1, 3, 2, 0, 1, 1, 2, 3, 0, 4, 1, 2, 1, 1, 6, 0, 1, 0, 2, 3, 1, 3, 0, 1, 1, 3, 4, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 88
