 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 4, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 16
A minor (0), 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 3, 0, 3, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 19
F major (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
G major (1#), 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 3, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 22
D minor (1b), 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 3, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 14
E minor (1#), 1, 0, 2, 1, 2, 1, 1, 1, 0, 1, 3, 1, 2, 0, 1, 2, 1, 1, 1, 0, 2, 2, 0, 2, 1, 1, 30
Bb major (2b), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 2, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 14
D major (2#), 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 4, 1, 2, 0, 0, 1, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 28
G minor (2b), 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 2, 1, 2, 1, 1, 1, 0, 0, 0, 0, 2, 1, 1, 2, 1, 1, 20
B minor (2#), 2, 1, 2, 3, 1, 2, 0, 0, 1, 0, 3, 1, 2, 0, 1, 0, 0, 0, 2, 1, 2, 3, 0, 2, 1, 1, 31
Eb major (3b), 1, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 3, 1, 0, 0, 1, 0, 3, 2, 1, 3, 0, 0, 23
A major (3#), 1, 1, 2, 2, 2, 1, 1, 1, 1, 0, 5, 0, 1, 0, 0, 1, 1, 1, 1, 1, 2, 2, 0, 2, 1, 1, 31
C minor (3b), 1, 0, 2, 2, 0, 1, 1, 1, 0, 0, 1, 0, 2, 1, 3, 2, 1, 1, 1, 0, 2, 3, 1, 2, 0, 0, 28
F# minor (3#), 1, 1, 3, 2, 1, 0, 1, 1, 1, 0, 4, 0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 3, 0, 0, 33
Ab major (4b), 3, 0, 5, 3, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 5, 0, 0, 0, 3, 0, 5, 5, 1, 5, 0, 0, 41
E major (4#), 2, 1, 3, 2, 3, 1, 1, 1, 1, 1, 5, 0, 0, 0, 1, 1, 1, 1, 2, 1, 3, 3, 0, 3, 1, 1, 39
F minor (4b), 2, 0, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 3, 0, 0, 0, 2, 0, 2, 2, 0, 2, 0, 0, 21
C# minor (4#), 1, 0, 4, 1, 4, 1, 1, 1, 0, 1, 4, 0, 0, 0, 1, 1, 1, 1, 1, 0, 4, 2, 0, 4, 1, 1, 35
Db major (5b), 4, 0, 7, 3, 3, 2, 0, 0, 0, 2, 1, 0, 0, 1, 5, 0, 0, 0, 4, 0, 7, 6, 1, 7, 0, 0, 53
B major (5#), 3, 1, 4, 3, 3, 2, 0, 0, 1, 1, 4, 0, 0, 0, 2, 0, 0, 0, 3, 1, 4, 4, 0, 4, 1, 1, 42
Bb minor (5b), 1, 0, 3, 0, 2, 0, 0, 0, 0, 1, 2, 1, 1, 1, 2, 0, 0, 0, 1, 0, 3, 2, 1, 3, 0, 0, 24
G# minor (5#), 4, 1, 4, 3, 3, 2, 0, 0, 1, 2, 2, 0, 1, 0, 4, 0, 0, 0, 4, 1, 4, 5, 0, 4, 1, 1, 47
Gb major (6b), 5, 1, 8, 4, 4, 2, 0, 0, 1, 2, 4, 0, 0, 1, 5, 0, 0, 0, 5, 1, 8, 7, 1, 8, 0, 0, 67
F# major (6#), 3, 1, 5, 3, 2, 1, 0, 0, 1, 1, 3, 0, 0, 1, 3, 0, 0, 0, 3, 1, 5, 5, 1, 5, 0, 0, 44
Eb minor (6b), 2, 1, 4, 2, 1, 1, 0, 0, 1, 0, 2, 0, 1, 1, 2, 1, 0, 0, 2, 1, 4, 3, 1, 4, 0, 0, 34
D# minor (6#), 3, 1, 6, 3, 2, 2, 0, 0, 1, 0, 3, 0, 1, 1, 3, 1, 0, 0, 3, 1, 6, 4, 1, 6, 0, 0, 48
Cb major (7b), 6, 2, 7, 5, 5, 3, 0, 0, 2, 2, 6, 0, 0, 0, 4, 0, 0, 0, 6, 2, 7, 7, 0, 7, 1, 1, 73
C# major (7#), 2, 0, 6, 2, 3, 1, 0, 0, 0, 1, 2, 0, 0, 1, 3, 0, 0, 0, 2, 0, 6, 4, 1, 6, 0, 0, 40
Ab minor (7b), 4, 1, 4, 4, 2, 3, 0, 0, 1, 1, 2, 0, 1, 0, 4, 0, 0, 0, 4, 1, 4, 5, 0, 4, 1, 1, 47
A# minor (7#), 2, 0, 6, 0, 4, 0, 0, 0, 0, 2, 3, 1, 1, 2, 4, 0, 0, 0, 2, 0, 6, 4, 2, 6, 0, 0, 45
