 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2, 1, 2, 3, 3, 7, 3, 0, 2, 1, 1, 4, 4, 4, 2, 5, 4, 2, 2, 1, 2, 3, 2, 7, 3, 0, 0, 70
A minor (0), 3, 1, 1, 7, 5, 6, 2, 0, 3, 1, 2, 4, 4, 3, 2, 4, 4, 1, 2, 1, 4, 7, 3, 6, 4, 0, 0, 80
A minor mel (0), 4, 2, 1, 7, 4, 7, 3, 1, 4, 1, 3, 3, 5, 3, 3, 3, 5, 1, 2, 2, 5, 7, 4, 7, 3, 0, 0, 90
C major blues (0), 3, 2, 2, 3, 3, 8, 4, 1, 3, 1, 2, 4, 6, 5, 3, 5, 6, 2, 2, 2, 4, 3, 4, 8, 3, 0, 0, 89
A minor blues (0), 3, 2, 2, 6, 4, 8, 4, 1, 3, 1, 2, 5, 7, 5, 3, 5, 6, 2, 2, 2, 5, 6, 6, 8, 4, 0, 0, 102
C dorian (0), 3, 2, 2, 3, 2, 8, 4, 1, 3, 1, 2, 3, 5, 4, 3, 4, 5, 2, 2, 2, 3, 3, 3, 8, 2, 0, 0, 80
C phrygian (0), 2, 0, 1, 2, 2, 6, 3, 0, 2, 0, 0, 3, 4, 5, 2, 5, 5, 2, 1, 0, 1, 2, 3, 6, 3, 0, 0, 60
C lydian (0), 3, 2, 2, 3, 2, 8, 4, 1, 3, 1, 2, 3, 5, 4, 3, 4, 5, 2, 2, 2, 3, 3, 3, 8, 2, 0, 0, 80
C mixolydian (0), 2, 0, 1, 2, 2, 6, 3, 0, 2, 0, 0, 3, 4, 5, 2, 5, 5, 2, 1, 0, 1, 2, 3, 6, 3, 0, 0, 60
C aeolian (0), 2, 1, 2, 3, 3, 7, 3, 0, 2, 1, 1, 4, 4, 4, 2, 5, 4, 2, 2, 1, 2, 3, 2, 7, 3, 0, 0, 70
C locrian (0), 2, 0, 1, 1, 2, 6, 3, 0, 2, 0, 0, 2, 5, 4, 1, 4, 4, 1, 1, 0, 2, 1, 2, 6, 2, 0, 0, 52
