 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 3/3, 3/2, 1/1, 0/0, 3/2, 1/0, 1/0, 1/0, 1/1, 1/1, 1/0, 1/0, 2/1, 4/1, 0/0, 1/0, 1/1, 6/2, 1/0, 1/1, 2/0, 2/3, 1/1, 6/3, 1/0, 4/1, 1/0, 50/24
A minor (0), 3/1, 3/1, 1/1, 0/0, 5/3, 1/0, 1/0, 1/0, 1/0, 1/1, 1/1, 1/0, 2/1, 3/2, 0/0, 1/0, 2/1, 6/3, 1/0, 1/0, 2/2, 2/2, 2/1, 5/2, 2/1, 4/4, 1/1, 53/28
F major (1b), 4/1, 1/2, 1/0, 0/0, 2/2, 2/2, 0/0, 0/0, 2/1, 1/1, 0/0, 0/0, 1/1, 3/2, 0/0, 0/0, 1/1, 5/3, 0/0, 1/1, 2/0, 3/3, 1/1, 5/3, 1/1, 3/4, 1/0, 40/29
G major (1#), 2/3, 4/1, 1/0, 0/0, 3/2, 0/0, 1/0, 1/0, 1/1, 2/1, 1/1, 1/0, 1/0, 5/2, 1/0, 2/0, 2/1, 4/2, 2/2, 2/0, 3/0, 2/3, 2/1, 5/3, 2/0, 4/1, 1/0, 55/24
D minor (1b), 4/3, 2/1, 1/0, 0/0, 4/2, 2/1, 0/0, 0/0, 2/0, 1/2, 0/0, 0/0, 1/1, 3/2, 0/0, 0/0, 2/1, 4/2, 0/0, 1/0, 2/2, 3/3, 2/1, 4/2, 2/1, 3/4, 1/0, 44/28
E minor (1#), 2/1, 4/2, 1/0, 0/0, 5/5, 0/0, 1/1, 1/1, 1/1, 2/1, 2/1, 1/1, 2/1, 4/2, 1/0, 3/1, 3/1, 5/3, 2/2, 2/1, 3/2, 3/3, 3/1, 5/3, 3/4, 2/3, 1/0, 62/41
Bb major (2b), 2/1, 2/2, 0/0, 0/0, 1/0, 2/2, 0/0, 0/0, 3/2, 1/1, 0/0, 0/0, 1/1, 2/1, 0/0, 0/0, 2/1, 4/3, 0/0, 2/1, 1/0, 2/2, 2/1, 4/2, 1/0, 2/0, 0/0, 34/20
D major (2#), 2/3, 4/4, 2/1, 0/0, 6/2, 0/0, 1/0, 1/0, 2/0, 3/3, 1/0, 1/0, 1/1, 6/2, 1/0, 2/0, 4/1, 3/2, 2/0, 1/0, 4/2, 1/2, 4/1, 4/2, 3/1, 4/5, 1/1, 64/33
G minor (2b), 3/1, 3/1, 0/0, 0/0, 1/2, 2/0, 0/0, 0/0, 3/1, 1/1, 0/0, 0/0, 1/0, 2/2, 0/0, 0/0, 2/1, 3/2, 0/0, 2/0, 1/0, 3/3, 2/1, 3/3, 1/0, 3/1, 0/0, 36/19
B minor (2#), 2/0, 3/2, 2/1, 0/0, 6/4, 0/1, 1/0, 1/0, 2/1, 2/3, 2/1, 1/1, 2/1, 6/3, 1/1, 3/2, 5/3, 4/3, 2/2, 2/1, 4/3, 2/1, 5/3, 4/3, 3/5, 2/0, 1/0, 68/45
Eb major (3b), 2/0, 3/2, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 4/4, 2/1, 1/0, 0/0, 2/1, 1/1, 1/0, 1/0, 1/1, 3/2, 0/0, 4/2, 0/0, 3/4, 1/1, 3/2, 0/0, 1/0, 0/0, 36/23
A major (3#), 2/1, 4/4, 2/1, 1/0, 7/5, 1/0, 2/0, 2/0, 1/0, 4/2, 2/0, 2/0, 2/1, 4/2, 1/0, 2/0, 3/1, 3/3, 3/4, 1/1, 3/2, 1/2, 3/1, 3/3, 4/4, 3/2, 1/0, 67/39
C minor (3b), 3/2, 4/3, 0/0, 0/0, 0/0, 3/1, 0/0, 0/0, 4/1, 2/1, 1/1, 0/0, 2/0, 1/2, 1/0, 1/0, 1/0, 3/2, 0/0, 2/0, 0/0, 4/3, 1/1, 3/3, 0/0, 2/1, 0/0, 38/21
F# minor (3#), 2/0, 3/2, 2/0, 1/1, 7/4, 1/2, 2/0, 2/0, 2/2, 3/3, 3/1, 2/0, 3/1, 5/3, 1/0, 3/1, 4/4, 3/1, 3/2, 2/1, 3/5, 2/2, 4/5, 3/3, 4/2, 1/0, 1/0, 72/45
Ab major (4b), 2/1, 6/4, 0/0, 0/0, 0/0, 4/4, 0/0, 0/0, 4/7, 4/3, 2/2, 0/0, 4/3, 1/1, 2/2, 5/4, 1/1, 2/2, 1/0, 3/2, 0/0, 5/4, 1/1, 2/2, 0/0, 1/0, 0/0, 50/43
E major (4#), 1/0, 5/4, 1/1, 1/1, 6/4, 1/2, 2/0, 2/0, 1/1, 5/2, 3/1, 2/0, 4/1, 3/2, 1/0, 3/1, 3/1, 2/3, 4/2, 1/1, 2/3, 3/2, 3/1, 2/3, 4/5, 1/0, 0/0, 66/41
F minor (4b), 3/1, 4/2, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 4/1, 3/1, 1/0, 0/0, 3/1, 1/1, 1/0, 1/0, 1/0, 2/2, 1/2, 1/0, 0/0, 5/3, 1/1, 2/2, 0/0, 2/1, 0/0, 39/20
C# minor (4#), 1/1, 4/2, 1/0, 2/0, 4/2, 3/4, 3/2, 3/2, 2/1, 6/4, 4/3, 3/2, 6/5, 4/1, 1/0, 3/1, 5/5, 2/3, 5/4, 2/1, 2/1, 3/2, 5/5, 2/3, 3/3, 1/0, 0/0, 80/57
Db major (5b), 1/0, 6/5, 0/0, 1/0, 1/0, 5/4, 1/0, 1/0, 4/8, 6/9, 3/2, 1/0, 6/7, 1/1, 2/2, 5/4, 2/1, 2/3, 3/4, 3/2, 0/0, 5/6, 2/1, 3/3, 1/0, 1/0, 0/0, 66/62
B major (5#), 0/0, 5/2, 1/1, 1/1, 5/4, 2/1, 1/0, 1/0, 2/1, 5/4, 2/1, 1/0, 3/1, 3/3, 2/0, 4/1, 4/4, 1/1, 3/2, 2/1, 2/2, 2/2, 4/4, 1/1, 4/5, 0/0, 0/0, 61/42
Bb minor (5b), 1/0, 3/2, 0/0, 1/0, 1/2, 4/2, 1/0, 1/0, 4/4, 4/1, 2/0, 1/0, 4/1, 1/2, 1/0, 1/0, 2/0, 1/2, 2/0, 1/2, 0/0, 4/2, 2/0, 2/2, 1/0, 1/0, 0/0, 46/22
G# minor (5#), 0/0, 6/4, 1/0, 2/0, 3/2, 4/2, 2/0, 2/0, 3/1, 8/10, 3/3, 2/2, 6/9, 3/3, 2/0, 4/1, 5/5, 2/2, 5/8, 2/1, 2/1, 4/4, 5/5, 2/4, 3/3, 0/0, 0/0, 81/70
Gb major (6b), 0/0, 6/5, 1/0, 2/2, 7/4, 4/8, 2/2, 2/2, 5/8, 7/11, 4/4, 2/2, 6/11, 2/1, 2/2, 5/4, 4/3, 2/3, 4/6, 3/2, 1/0, 4/5, 4/3, 3/3, 5/4, 0/0, 0/0, 87/95
F# major (6#), 0/0, 4/2, 1/0, 1/1, 5/4, 2/2, 1/0, 1/0, 4/3, 4/3, 2/1, 1/0, 3/1, 2/3, 1/0, 3/1, 3/4, 1/1, 2/3, 3/1, 1/0, 2/2, 3/4, 2/1, 3/5, 0/0, 0/0, 55/42
Eb minor (6b), 0/0, 3/2, 1/0, 1/0, 2/0, 3/2, 1/0, 1/0, 5/4, 5/1, 2/0, 1/0, 4/1, 2/1, 1/0, 1/0, 3/1, 1/2, 2/1, 3/2, 1/0, 3/2, 3/1, 2/1, 1/0, 0/0, 0/0, 52/21
D# minor (6#), 0/0, 5/3, 1/0, 2/0, 3/2, 5/3, 2/0, 2/0, 6/5, 8/12, 4/2, 2/0, 7/10, 2/3, 2/2, 2/0, 4/4, 2/2, 4/8, 3/1, 1/2, 5/4, 4/5, 3/3, 2/3, 0/0, 0/0, 81/74
Cb major (7b), 0/0, 7/5, 2/2, 2/2, 8/8, 4/7, 2/2, 2/2, 4/9, 9/15, 4/4, 2/2, 6/11, 4/5, 3/2, 6/4, 6/7, 2/3, 5/6, 2/2, 3/4, 4/5, 6/7, 2/2, 6/4, 0/0, 0/0, 101/120
C# major (7#), 1/0, 4/2, 0/0, 2/0, 2/2, 5/4, 2/0, 2/0, 3/1, 5/4, 3/1, 2/0, 5/5, 1/3, 1/0, 3/2, 3/3, 1/1, 3/4, 3/1, 0/0, 3/2, 3/5, 2/2, 2/4, 1/0, 0/0, 62/46
