 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 0, 2, 2, 0, 1, 2, 3, 0, 2, 3, 2, 0, 2, 2, 3, 1, 0, 1, 6, 0, 1, 7, 4, 3, 2, 2, 2, 0, 1, 2, 5, 0, 0, 61
A minor (0), 0, 2, 3, 1, 2, 1, 4, 0, 4, 2, 3, 1, 3, 3, 4, 2, 0, 2, 7, 1, 1, 6, 2, 4, 4, 2, 3, 1, 2, 1, 2, 0, 0, 73
A minor mel (0), 0, 3, 3, 2, 3, 2, 3, 0, 3, 3, 4, 2, 4, 4, 3, 3, 1, 2, 6, 1, 1, 5, 1, 5, 5, 3, 3, 2, 3, 2, 3, 1, 1, 87
C major blues (0), 0, 4, 2, 1, 2, 4, 3, 2, 3, 4, 3, 1, 3, 3, 3, 2, 1, 2, 6, 0, 1, 7, 4, 4, 4, 4, 2, 1, 2, 4, 6, 1, 1, 90
A minor blues (0), 0, 4, 2, 1, 2, 4, 3, 2, 4, 4, 3, 1, 3, 5, 3, 2, 1, 2, 6, 0, 1, 8, 4, 6, 5, 4, 2, 1, 2, 4, 4, 1, 1, 95
C dorian (0), 0, 3, 2, 1, 2, 3, 2, 0, 1, 4, 3, 1, 3, 3, 2, 2, 1, 1, 5, 0, 1, 6, 3, 4, 3, 3, 2, 1, 2, 3, 6, 1, 1, 75
C phrygian (0), 0, 1, 1, 0, 0, 3, 2, 1, 2, 2, 2, 0, 1, 1, 2, 0, 0, 2, 5, 0, 0, 6, 4, 3, 2, 1, 1, 0, 0, 3, 4, 0, 0, 49
C lydian (0), 0, 3, 2, 1, 2, 3, 2, 0, 1, 4, 3, 1, 3, 3, 2, 2, 1, 1, 5, 0, 1, 6, 3, 4, 3, 3, 2, 1, 2, 3, 6, 1, 1, 75
C mixolydian (0), 0, 1, 1, 0, 0, 3, 2, 1, 2, 2, 2, 0, 1, 1, 2, 0, 0, 2, 5, 0, 0, 6, 4, 3, 2, 1, 1, 0, 0, 3, 4, 0, 0, 49
C aeolian (0), 0, 2, 2, 0, 1, 2, 3, 0, 2, 3, 2, 0, 2, 2, 3, 1, 0, 1, 6, 0, 1, 7, 4, 3, 2, 2, 2, 0, 1, 2, 5, 0, 0, 61
C locrian (0), 0, 2, 1, 0, 0, 3, 2, 2, 3, 2, 1, 0, 0, 1, 1, 0, 0, 1, 4, 0, 0, 5, 3, 2, 3, 2, 1, 0, 0, 3, 4, 0, 0, 46
F major (1b), 0, 1, 1, 0, 0, 3, 2, 1, 3, 2, 2, 0, 1, 1, 2, 0, 0, 2, 4, 0, 0, 5, 4, 3, 2, 1, 1, 0, 0, 3, 4, 0, 0, 48
G major (1#), 0, 3, 2, 1, 2, 3, 2, 0, 2, 4, 3, 1, 3, 3, 2, 2, 1, 1, 5, 0, 1, 7, 3, 5, 4, 3, 2, 1, 2, 3, 5, 1, 1, 78
