 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 1, 1, 0, 0, 1, 1, 0, 1, 1, 2, 1, 0, 1, 2, 1, 3, 0, 16
A minor (0), 2, 2, 1, 1, 2, 2, 1, 2, 2, 3, 2, 1, 2, 3, 1, 3, 0, 30
F major (1b), 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 0, 13
G major (1#), 1, 2, 0, 0, 1, 2, 0, 2, 1, 3, 2, 0, 1, 3, 2, 2, 1, 23
D minor (1b), 1, 1, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 2, 1, 1, 4, 0, 17
E minor (1#), 0, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 0, 0, 2, 1, 1, 1, 11
Bb major (2b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
D major (2#), 1, 2, 0, 0, 1, 2, 0, 2, 2, 3, 2, 0, 2, 3, 2, 3, 1, 26
G minor (2b), 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 9
B minor (2#), 1, 2, 0, 0, 1, 2, 0, 2, 2, 2, 2, 0, 2, 2, 2, 3, 1, 24
Eb major (3b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
A major (3#), 2, 3, 1, 1, 2, 3, 1, 3, 3, 4, 3, 1, 3, 4, 2, 3, 1, 40
C minor (3b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 4
F# minor (3#), 2, 2, 1, 1, 2, 2, 1, 2, 3, 3, 2, 1, 3, 3, 1, 2, 0, 31
Ab major (4b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
E major (4#), 1, 2, 1, 1, 1, 2, 1, 2, 2, 3, 2, 1, 2, 3, 1, 2, 1, 28
F minor (4b), 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 2, 0, 13
C# minor (4#), 2, 3, 2, 2, 2, 3, 2, 3, 2, 4, 3, 2, 2, 4, 1, 1, 1, 39
Db major (5b), 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 14
B major (5#), 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 26
Bb minor (5b), 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 14
G# minor (5#), 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 3, 1, 13
Gb major (6b), 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 0, 1, 0, 31
F# major (6#), 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 17
Eb minor (6b), 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 17
D# minor (6#), 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 0, 1, 0, 31
Cb major (7b), 2, 3, 2, 2, 2, 3, 2, 3, 4, 3, 3, 2, 4, 3, 1, 3, 1, 43
C# major (7#), 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 28
Ab minor (7b), 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 3, 1, 13
A# minor (7#), 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 28
