 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 18
A minor (0), 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 1, 0, 1, 0, 1, 0, 0, 14
A minor mel (0), 0, 1, 0, 1, 0, 1, 0, 0, 2, 1, 1, 1, 0, 1, 0, 2, 1, 2, 1, 0, 1, 0, 1, 0, 1, 0, 1, 19
C major blues (0), 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 0, 3, 0, 3, 1, 0, 1, 0, 1, 1, 1, 0, 1, 29
A minor blues (0), 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 0, 3, 0, 3, 1, 0, 1, 0, 1, 1, 1, 0, 1, 28
C dorian (0), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 23
C phrygian (0), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
C lydian (0), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 23
C mixolydian (0), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
C aeolian (0), 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 18
C locrian (0), 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 16
F major (1b), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
G major (1#), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 23
D minor (1b), 2, 1, 1, 2, 2, 1, 2, 1, 2, 0, 0, 2, 1, 2, 0, 1, 0, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 34
E minor (1#), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 3, 0, 3, 0, 3, 0, 2, 1, 0, 1, 0, 1, 0, 1, 0, 1, 24
D minor mel (1b), 2, 2, 1, 2, 1, 2, 2, 1, 2, 0, 0, 2, 0, 3, 0, 2, 0, 4, 0, 1, 2, 1, 2, 1, 2, 1, 1, 37
E minor mel (1#), 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 4, 0, 4, 0, 3, 0, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 44
F major blues (1b), 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 1, 1, 3, 1, 2, 0, 3, 1, 1, 1, 0, 1, 1, 1, 1, 0, 27
G major blues (1#), 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 3, 1, 4, 0, 3, 0, 4, 1, 1, 2, 1, 2, 2, 2, 1, 2, 47
D minor blues (1b), 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 1, 1, 3, 1, 2, 0, 3, 1, 1, 1, 0, 1, 1, 1, 1, 0, 27
E minor blues (1#), 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 3, 1, 4, 0, 3, 0, 4, 1, 1, 2, 1, 2, 2, 2, 1, 2, 47
F dorian (1b), 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 18
G dorian (1#), 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 3, 0, 4, 0, 3, 0, 4, 0, 1, 2, 1, 2, 1, 2, 1, 2, 43
F phrygian (1b), 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 16
G phrygian (1#), 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 18
F lydian (1b), 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 18
G lydian (1#), 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 3, 0, 4, 0, 3, 0, 4, 0, 1, 2, 1, 2, 1, 2, 1, 2, 43
F mixolydian (1b), 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 16
G mixolydian (1#), 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 18
F aeolian (1b), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
G aeolian (1#), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 23
F locrian (1b), 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 12
G locrian (1#), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
Bb major (2b), 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 16
D major (2#), 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 3, 0, 3, 0, 3, 0, 4, 0, 1, 2, 1, 2, 1, 2, 1, 2, 42
G minor (2b), 1, 0, 0, 1, 1, 0, 1, 1, 2, 1, 1, 2, 1, 2, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 21
B minor (2#), 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 3, 0, 3, 1, 2, 0, 3, 0, 2, 1, 1, 2, 1, 1, 2, 2, 39
G minor mel (2b), 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 2, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 1, 20
B minor mel (2#), 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 0, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 36
Bb major blues (2b), 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 1, 0, 22
D major blues (2#), 2, 2, 1, 2, 1, 2, 2, 1, 3, 1, 1, 3, 0, 3, 0, 3, 1, 4, 1, 1, 2, 1, 2, 1, 2, 1, 2, 45
G minor blues (2b), 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 1, 0, 22
B minor blues (2#), 2, 2, 1, 2, 1, 2, 2, 1, 3, 1, 1, 3, 0, 4, 0, 3, 1, 4, 1, 1, 2, 1, 2, 1, 2, 1, 2, 46
Bb dorian (2b), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
D dorian (2#), 1, 2, 1, 2, 1, 2, 1, 1, 3, 1, 1, 2, 0, 2, 0, 2, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 39
Bb phrygian (2b), 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 1, 0, 1, 0, 1, 0, 0, 14
D phrygian (2#), 0, 1, 0, 1, 0, 1, 0, 0, 2, 1, 1, 1, 0, 1, 0, 2, 1, 2, 1, 0, 1, 0, 1, 0, 1, 0, 1, 19
Bb lydian (2b), 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 0, 3, 0, 3, 1, 0, 1, 0, 1, 1, 1, 0, 1, 29
D lydian (2#), 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 0, 3, 0, 3, 1, 0, 1, 0, 1, 1, 1, 0, 1, 28
Bb mixolydian (2b), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 23
D mixolydian (2#), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
Bb aeolian (2b), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 23
D aeolian (2#), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
Bb locrian (2b), 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 18
D locrian (2#), 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 16
Eb major (3b), 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 15
A major (3#), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 2, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 23
C minor (3b), 2, 1, 1, 2, 2, 1, 2, 1, 2, 0, 0, 2, 1, 2, 0, 1, 0, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 34
F# minor (3#), 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 3, 0, 3, 0, 3, 0, 2, 1, 0, 1, 0, 1, 0, 1, 0, 1, 24
C minor mel (3b), 1, 1, 0, 1, 0, 1, 1, 1, 2, 0, 0, 1, 0, 3, 0, 2, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 0, 19
F# minor mel (3#), 1, 2, 1, 1, 2, 2, 1, 2, 4, 0, 0, 2, 0, 3, 0, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 38
Eb major blues (3b), 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 18
