 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
A major (3#), 1/0, 0/0, 0/0, 1/1, 0/0, 2/1, 2/2, 0/0, 2/1, 2/1, 0/0, 0/0, 1/2, 1/0, 0/0, 0/0, 12/8
C minor (3b), 4/1, 2/1, 4/4, 1/3, 3/4, 1/3, 2/4, 1/1, 1/1, 0/0, 1/0, 1/0, 4/4, 2/3, 2/2, 1/1, 30/32
F# minor (3#), 1/1, 0/0, 0/0, 1/0, 0/0, 2/0, 2/1, 0/0, 2/0, 2/0, 0/0, 0/0, 1/1, 1/0, 0/0, 0/0, 12/3
Ab major (4b), 3/1, 1/0, 3/5, 0/0, 2/3, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 3/1, 1/0, 2/0, 1/0, 18/12
E major (4#), 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/2, 0/0, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 5/3
F minor (4b), 4/4, 1/4, 3/3, 0/0, 2/2, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/3, 1/2, 2/1, 1/0, 19/19
C# minor (4#), 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/2, 0/0, 1/0, 1/0, 0/0, 0/0, 0/2, 0/0, 0/0, 0/0, 5/4
Db major (5b), 2/1, 1/0, 2/5, 0/0, 1/2, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 1/0, 0/0, 12/11
B major (5#), 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/2
Bb minor (5b), 3/1, 1/0, 2/3, 0/0, 1/2, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/1, 1/0, 1/0, 0/0, 13/7
G# minor (5#), 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/2
Gb major (6b), 1/0, 0/0, 2/2, 0/0, 1/0, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 7/4
F# major (6#), 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 5/2
Eb minor (6b), 1/1, 0/0, 2/3, 0/0, 1/2, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 6/7
D# minor (6#), 1/1, 0/0, 3/2, 0/0, 1/0, 0/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 8/4
Cb major (7b), 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 6/4
C# major (7#), 2/3, 1/0, 1/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 1/0, 1/0, 0/0, 10/6
Ab minor (7b), 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 6/4
A# minor (7#), 4/2, 1/0, 3/2, 0/0, 2/4, 0/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/2, 1/0, 1/0, 0/0, 18/10
