 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, rowcost
C major (0), 1/0, 1/0, 2/0, 1/0, 2/1, 0/0, 1/5, 1/0, 2/0, 1/0, 2/0, 1/0, 2/1, 0/0, 1/5, 1/0, 2/1, 0/0, 2/2, 0/0, 1/0, 1/0, 1/6, 0/0, 1/0, 1/0, 2/0, 1/0, 2/1, 0/0, 1/3, 1/0, 2/0, 1/0, 1/0, 39/25
A minor (0), 1/0, 1/0, 2/5, 1/0, 3/1, 0/0, 1/5, 1/1, 2/1, 1/0, 2/5, 1/0, 3/1, 0/0, 1/5, 1/3, 3/3, 0/0, 1/0, 0/0, 1/5, 1/4, 1/0, 0/0, 1/0, 1/0, 2/5, 1/0, 3/1, 0/0, 1/3, 1/1, 2/1, 1/1, 1/2, 42/53
F major (1b), 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/5, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/5, 1/0, 2/1, 0/0, 2/4, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/3, 1/0, 1/0, 1/0, 1/0, 23/18
G major (1#), 1/0, 1/0, 2/2, 1/0, 3/1, 0/0, 2/1, 1/0, 2/0, 1/0, 2/2, 1/0, 3/1, 0/0, 2/1, 1/0, 2/1, 1/0, 2/4, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 2/2, 1/0, 3/1, 0/0, 2/2, 1/0, 2/0, 1/0, 1/0, 49/18
D minor (1b), 0/0, 0/0, 1/5, 0/0, 2/1, 0/0, 1/5, 1/0, 1/0, 0/0, 1/2, 0/0, 2/1, 0/0, 1/5, 1/0, 2/1, 0/0, 2/4, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/5, 0/0, 2/1, 0/0, 1/3, 1/0, 1/0, 1/0, 1/0, 26/33
E minor (1#), 1/0, 1/0, 2/1, 1/0, 4/3, 0/0, 2/1, 1/0, 2/2, 1/1, 2/7, 1/3, 4/4, 0/0, 2/1, 1/0, 3/1, 1/4, 1/0, 1/4, 1/0, 2/2, 1/0, 1/2, 1/0, 1/0, 2/1, 1/0, 4/3, 0/0, 2/2, 1/0, 2/2, 1/1, 1/2, 52/47
Bb major (2b), 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/2, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 9/3
D major (2#), 1/0, 1/0, 3/5, 1/0, 4/1, 0/0, 2/5, 1/0, 2/0, 1/0, 3/5, 1/0, 4/1, 0/0, 2/5, 1/0, 2/1, 1/0, 2/4, 1/0, 1/0, 2/0, 0/0, 1/0, 1/0, 1/0, 3/5, 1/0, 4/1, 0/0, 3/3, 1/0, 2/0, 1/0, 1/0, 55/36
G minor (2b), 0/0, 0/0, 1/2, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 1/2, 0/0, 0/0, 0/0, 1/6, 0/0, 0/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 9/14
B minor (2#), 1/0, 1/0, 3/1, 1/0, 4/6, 0/0, 2/1, 1/0, 2/0, 1/0, 3/1, 1/0, 4/6, 0/0, 2/1, 1/0, 3/1, 1/4, 1/0, 1/4, 1/0, 2/2, 0/0, 1/0, 1/0, 1/0, 3/1, 1/0, 4/6, 0/0, 3/2, 1/0, 2/0, 1/0, 1/0, 55/36
Eb major (3b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/2, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/3
A major (3#), 1/0, 1/0, 2/5, 1/0, 5/1, 1/0, 3/5, 1/0, 2/1, 1/1, 2/6, 1/3, 5/7, 1/0, 3/1, 1/0, 3/1, 2/4, 1/0, 2/4, 1/0, 2/2, 0/0, 1/2, 1/2, 1/1, 2/6, 1/1, 5/7, 1/0, 4/2, 1/0, 2/1, 1/0, 1/0, 63/63
C minor (3b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/2, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/3
F# minor (3#), 1/0, 1/0, 2/1, 1/0, 5/6, 1/1, 3/3, 1/0, 2/0, 1/0, 2/5, 1/0, 5/6, 1/3, 3/3, 1/0, 3/1, 2/2, 1/0, 2/2, 1/0, 2/0, 0/0, 1/0, 1/0, 1/0, 2/1, 1/0, 5/6, 1/1, 4/5, 1/0, 2/0, 1/0, 1/0, 63/46
Ab major (4b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/1
E major (4#), 1/0, 1/0, 2/1, 1/0, 5/6, 1/1, 2/3, 0/0, 1/0, 1/0, 2/1, 1/0, 5/6, 1/3, 2/3, 0/0, 2/1, 2/6, 0/0, 2/6, 0/0, 1/2, 0/0, 2/2, 1/0, 1/0, 2/1, 1/0, 5/6, 1/1, 3/2, 0/0, 1/0, 0/0, 0/0, 50/51
F minor (4b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/3
C# minor (4#), 1/0, 1/0, 2/0, 1/0, 4/2, 2/0, 3/1, 0/0, 1/0, 1/0, 2/0, 1/0, 4/2, 2/0, 3/1, 0/0, 2/2, 3/4, 0/0, 3/4, 0/0, 1/0, 0/0, 2/0, 1/0, 1/0, 2/5, 1/0, 4/2, 2/0, 4/3, 0/0, 1/0, 0/0, 0/0, 55/26
