 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 1/0, 2/1, 1/0, 1/0, 2/3, 3/2, 0/0, 0/0, 0/0, 1/0, 1/0, 3/4, 1/0, 5/2, 1/0, 1/0, 0/0, 1/0, 0/0, 2/1, 1/0, 1/0, 2/3, 3/2, 0/0, 0/0, 0/0, 33/18
A minor (0), 1/0, 2/1, 1/0, 1/1, 3/3, 3/2, 0/0, 0/0, 0/0, 1/1, 1/0, 3/1, 1/0, 5/3, 1/0, 1/0, 0/0, 1/0, 0/0, 2/2, 1/1, 1/3, 3/3, 3/2, 0/0, 0/0, 0/0, 35/23
F major (1b), 0/0, 1/0, 0/0, 0/0, 1/3, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 3/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/3, 2/1, 0/0, 0/0, 0/0, 13/10
G major (1#), 1/0, 2/0, 1/0, 2/1, 2/3, 4/3, 0/0, 1/1, 1/0, 1/0, 1/0, 3/1, 1/0, 4/2, 1/0, 1/0, 0/0, 1/0, 0/0, 2/0, 1/0, 2/1, 2/3, 4/3, 0/0, 1/1, 1/0, 40/19
D minor (1b), 0/0, 1/0, 0/0, 0/1, 2/3, 2/3, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 4/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/1, 2/3, 2/3, 0/0, 0/0, 0/0, 16/17
E minor (1#), 1/0, 3/2, 1/1, 3/4, 3/4, 4/5, 0/0, 1/1, 1/0, 1/1, 1/2, 2/5, 1/4, 3/5, 1/0, 1/1, 0/0, 3/7, 0/0, 3/2, 1/1, 3/4, 3/4, 4/5, 0/0, 1/1, 1/0, 46/59
Bb major (2b), 0/0, 0/0, 0/0, 0/0, 1/3, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/3, 1/1, 0/0, 0/0, 0/0, 8/10
D major (2#), 1/0, 3/0, 2/0, 3/1, 3/3, 4/2, 1/0, 1/0, 1/0, 1/0, 1/0, 2/4, 1/4, 4/6, 1/2, 2/1, 0/0, 1/0, 1/0, 3/0, 2/0, 3/1, 3/3, 4/2, 1/0, 1/0, 1/0, 51/29
G minor (2b), 0/0, 0/0, 0/0, 0/0, 1/3, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/4, 0/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/3, 1/1, 0/0, 0/0, 0/0, 9/14
B minor (2#), 1/0, 4/4, 2/3, 4/5, 3/4, 3/6, 1/0, 1/1, 1/1, 1/1, 1/2, 1/0, 1/0, 3/1, 1/0, 2/1, 0/0, 3/7, 1/0, 4/2, 2/3, 4/5, 3/4, 3/6, 1/0, 1/1, 1/1, 53/58
Eb major (3b), 0/0, 1/0, 0/0, 1/0, 0/0, 2/2, 1/0, 1/0, 0/0, 1/0, 0/0, 2/1, 0/0, 2/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/2, 1/0, 1/0, 0/0, 20/5
A major (3#), 1/0, 3/2, 3/1, 4/3, 2/2, 5/2, 1/0, 2/3, 2/0, 2/1, 1/0, 2/4, 1/4, 4/5, 1/2, 2/4, 0/0, 1/7, 2/0, 3/2, 3/1, 4/3, 2/2, 5/2, 1/0, 2/3, 1/0, 60/53
C minor (3b), 0/0, 1/0, 0/0, 1/1, 0/3, 2/3, 1/0, 1/1, 0/0, 1/0, 0/0, 2/4, 0/0, 3/2, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/1, 0/3, 2/3, 1/0, 1/1, 0/0, 21/22
F# minor (3#), 1/0, 4/4, 3/3, 5/4, 2/3, 4/3, 1/0, 2/3, 2/1, 2/4, 1/0, 1/0, 1/0, 3/0, 1/0, 2/1, 0/0, 3/7, 2/1, 4/4, 3/3, 5/4, 2/3, 4/3, 1/0, 2/3, 1/0, 62/54
Ab major (4b), 0/0, 3/2, 1/0, 2/4, 1/0, 4/3, 2/4, 2/8, 0/0, 3/8, 0/0, 1/0, 0/0, 2/0, 0/0, 3/8, 2/8, 3/2, 0/0, 3/2, 1/0, 2/4, 1/0, 4/3, 2/4, 2/8, 0/0, 44/68
E major (4#), 1/0, 5/4, 4/3, 5/4, 3/2, 4/4, 1/0, 2/1, 2/1, 2/1, 1/0, 1/0, 1/0, 2/1, 1/0, 2/1, 0/0, 3/7, 2/0, 5/2, 4/2, 5/4, 3/2, 4/6, 1/4, 2/4, 1/1, 67/54
F minor (4b), 0/0, 2/1, 1/0, 1/0, 1/3, 2/2, 1/0, 1/0, 0/0, 1/0, 0/0, 1/1, 0/0, 2/1, 0/0, 1/0, 1/0, 1/0, 0/0, 2/1, 1/0, 1/0, 1/3, 2/2, 1/0, 1/0, 0/0, 25/14
