id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,,C major (0),408,12,0.363
8460,BWV846_Prelude,Bach,lh,,a minor (0),211,14,0.222
8460,BWV846_Prelude,Bach,rh,,C major (0),408,12,0.290
8460,BWV846_Prelude,Bach,lh,,a minor (0),211,14,0.208
8461,BWV846_Fugue,Bach,rh,,a minor (0),487,3,4.645
8461,BWV846_Fugue,Bach,lh,,a minor (0),315,5,1.941
8480,BWV848_Prelude,Bach,rh,(7),b- minor (-5),397,384,0.377
8480,BWV848_Prelude,Bach,lh,(7),b- minor (-5),425,407,0.378
8481,BWV848_Fugue,Bach,rh,(7),b- minor (-5),866,862,15.841
8481,BWV848_Fugue,Bach,lh,(7),b- minor (-5),623,620,6.381
8540,BWV854_Prelude,Bach,rh,,c# minor (4),287,4,2.616
8540,BWV854_Prelude,Bach,lh,,c# minor (4),221,3,1.583
8541,BWV854_Fugue,Bach,rh,,c# minor (4),475,0,9.179
8541,BWV854_Fugue,Bach,lh,,c# minor (4),287,4,1.834
8561,BWV856_Fugue,Bach,rh,,d minor (-1),481,2,2.220
8561,BWV856_Fugue,Bach,lh,,d minor (-1),313,0,0.400
8570,BWV857_Prelude,Bach,rh,,f minor (-4),394,5,6.060
8570,BWV857_Prelude,Bach,lh,,f minor (-4),249,3,2.769
8580,BWV858_Prelude,Bach,rh,F# major (6),e- minor (-6),293,280,1.744
8580,BWV858_Prelude,Bach,lh,F# major (6),e- minor (-6),169,158,0.383
8581,BWV858_Fugue,Bach,rh,(6),e- minor (-6),583,561,13.826
8581,BWV858_Fugue,Bach,lh,(6),e- minor (-6),370,363,3.084
8600,BWV860_Prelude,Bach,rh,G major (1),e minor (1),335,4,4.186
8600,BWV860_Prelude,Bach,lh,G major (1),e minor (1),275,0,1.615
8601,BWV860_Fugue,Bach,rh,,e minor (1),1124,9,8.731
8601,BWV860_Fugue,Bach,lh,,e minor (1),705,8,5.309
8620,BWV862_Prelude,Bach,rh,,A- major (-4),381,2,1.620
8620,BWV862_Prelude,Bach,lh,,A- major (-4),314,1,0.973
8621,BWV862_Fugue,Bach,rh,,f minor (-4),477,5,5.646
8621,BWV862_Fugue,Bach,lh,,f minor (-4),455,3,4.566
8630,BWV863_Prelude,Bach,rh,,g# minor (5),344,4,2.596
8630,BWV863_Prelude,Bach,lh,,g# minor (5),267,8,1.511
8631,BWV863_Fugue,Bach,rh,,g# minor (5),473,29,5.620
8631,BWV863_Fugue,Bach,lh,,g# minor (5),374,18,2.626
8640,BWV864_Prelude,Bach,rh,,f# minor (3),361,0,7.093
8640,BWV864_Prelude,Bach,lh,,f# minor (3),280,0,2.648
8641,BWV864_Fugue,Bach,rh,,f# minor (3),813,3,13.100
8641,BWV864_Fugue,Bach,lh,,f# minor (3),487,1,3.048
8650,BWV865_Prelude,Bach,rh,,a minor (0),402,2,12.521
8650,BWV865_Prelude,Bach,lh,,a minor (0),246,3,1.226
8651,BWV865_Fugue,Bach,rh,,a minor (0),1408,26,30.712
8651,BWV865_Fugue,Bach,lh,,a minor (0),1140,14,16.909
