 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 1/1, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 6/6
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/1, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/1, 0/1, 0/0, 0/0, 0/1, 0/0, 0/0, 0/0, 6/4
F major (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/6
G major (1#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 13/0
D minor (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/0
E minor (1#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/1, 1/1, 1/1, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 14/8
Bb major (2b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 1/1, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 1/1, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 10/5
D major (2#), 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/1, 2/0, 2/0, 0/0, 1/1, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 2/1, 0/0, 0/0, 2/1, 1/0, 1/0, 1/0, 25/4
G minor (2b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/1, 0/0, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/1, 0/1, 1/0, 1/0, 0/1, 0/0, 0/0, 0/0, 10/5
B minor (2#), 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/1, 1/1, 2/1, 3/2, 0/0, 2/2, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/1, 2/1, 0/0, 0/0, 2/1, 1/1, 1/1, 1/1, 27/13
