 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 2, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 2, 18
A minor (0), 1, 2, 1, 0, 2, 1, 0, 0, 0, 0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 23
F major (1b), 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 0, 2, 0, 2, 1, 1, 1, 0, 0, 1, 0, 2, 29
G major (1#), 1, 0, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 10
D minor (1b), 0, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 0, 2, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 25
E minor (1#), 2, 0, 1, 1, 0, 2, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 2, 16
Bb major (2b), 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 2, 1, 1, 2, 0, 0, 1, 0, 2, 29
D major (2#), 0, 0, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 10
G minor (2b), 1, 0, 2, 2, 0, 2, 1, 1, 1, 1, 1, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 21
B minor (2#), 0, 1, 3, 2, 0, 0, 2, 0, 0, 1, 1, 2, 1, 0, 0, 1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 20
Eb major (3b), 2, 2, 1, 3, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 3, 1, 3, 2, 2, 3, 0, 0, 1, 0, 2, 40
A major (3#), 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 18
C minor (3b), 2, 2, 1, 2, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 2, 1, 3, 2, 1, 2, 0, 0, 1, 0, 2, 30
F# minor (3#), 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 0, 0, 1, 3, 1, 1, 1, 1, 1, 22
Ab major (4b), 1, 3, 1, 3, 2, 2, 2, 1, 1, 3, 4, 3, 2, 1, 3, 2, 3, 3, 4, 4, 0, 1, 1, 0, 1, 51
E major (4#), 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 2, 2, 2, 1, 1, 0, 1, 0, 2, 1, 1, 2, 1, 1, 2, 25
F minor (4b), 1, 2, 2, 3, 2, 3, 2, 1, 1, 2, 3, 2, 3, 0, 2, 1, 2, 2, 3, 2, 0, 1, 1, 0, 1, 42
C# minor (4#), 1, 3, 2, 1, 5, 3, 0, 1, 1, 1, 4, 3, 3, 2, 4, 0, 1, 0, 4, 1, 2, 3, 0, 2, 3, 50
Db major (5b), 2, 4, 1, 3, 3, 3, 2, 1, 1, 3, 6, 4, 4, 2, 4, 2, 4, 2, 6, 4, 1, 3, 0, 1, 3, 69
B major (5#), 1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 3, 3, 2, 1, 1, 1, 2, 1, 3, 2, 1, 2, 1, 1, 2, 36
Bb minor (5b), 1, 2, 1, 2, 3, 2, 1, 1, 1, 1, 3, 2, 2, 2, 4, 0, 1, 0, 3, 2, 1, 2, 0, 1, 2, 40
G# minor (5#), 2, 2, 2, 1, 3, 2, 1, 0, 0, 1, 3, 3, 2, 0, 1, 1, 3, 2, 3, 3, 0, 2, 2, 0, 2, 41
Gb major (6b), 2, 4, 1, 2, 2, 2, 2, 0, 0, 2, 6, 5, 3, 3, 3, 2, 4, 2, 6, 5, 2, 4, 1, 2, 4, 69
F# major (6#), 1, 2, 1, 1, 1, 1, 1, 0, 0, 1, 3, 3, 2, 2, 2, 1, 2, 1, 3, 4, 1, 2, 1, 1, 2, 39
Eb minor (6b), 2, 3, 1, 2, 3, 0, 2, 0, 0, 1, 2, 4, 0, 2, 3, 1, 3, 1, 2, 4, 1, 1, 1, 1, 3, 43
D# minor (6#), 3, 5, 1, 3, 5, 0, 3, 0, 0, 2, 4, 6, 0, 3, 4, 2, 5, 2, 4, 5, 2, 2, 1, 2, 5, 69
Cb major (7b), 2, 4, 2, 2, 2, 2, 2, 0, 0, 2, 6, 6, 3, 2, 2, 2, 4, 2, 6, 4, 2, 4, 2, 2, 4, 69
C# major (7#), 1, 4, 1, 2, 5, 2, 1, 1, 1, 2, 5, 4, 3, 3, 5, 1, 2, 1, 5, 3, 2, 3, 0, 2, 3, 62
Ab minor (7b), 1, 3, 2, 2, 2, 1, 2, 0, 0, 2, 3, 4, 1, 0, 1, 2, 3, 3, 3, 4, 0, 1, 2, 0, 1, 43
A# minor (7#), 2, 3, 2, 2, 5, 3, 1, 1, 1, 1, 5, 3, 3, 4, 6, 0, 2, 0, 5, 3, 2, 4, 0, 2, 4, 64
