 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, rowcost
Eb major (3b), 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/2, 3/2, 1/1, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 1/0, 2/1, 0/0, 0/0, 1/1, 0/0, 0/0, 33/12
A major (3#), 1/0, 1/0, 1/0, 2/1, 0/0, 0/0, 2/0, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 2/2, 1/0, 2/1, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 2/0, 1/0, 2/0, 1/0, 1/0, 2/1, 0/0, 0/0, 2/1, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 2/1, 0/0, 0/0, 1/0, 3/2, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 57/11
C minor (3b), 0/0, 0/0, 1/0, 1/1, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/2, 3/1, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 1/0, 2/1, 0/0, 0/0, 1/1, 0/0, 0/0, 33/8
F# minor (3#), 1/0, 1/0, 1/1, 3/2, 0/0, 0/0, 2/2, 1/0, 1/0, 1/0, 1/0, 2/2, 1/0, 1/0, 2/1, 0/0, 1/0, 0/0, 1/0, 1/0, 3/3, 2/1, 3/2, 3/2, 4/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 4/1, 1/0, 2/1, 1/2, 1/1, 3/2, 0/0, 0/0, 2/2, 1/0, 1/0, 1/0, 1/0, 2/2, 1/0, 1/0, 3/1, 0/0, 0/0, 1/0, 2/1, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 69/32
Ab major (4b), 0/0, 0/0, 2/1, 3/2, 2/4, 2/4, 3/2, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/1, 2/2, 2/2, 2/2, 2/2, 0/0, 3/2, 0/0, 3/2, 2/2, 3/2, 1/0, 1/0, 2/2, 2/2, 2/1, 2/1, 0/0, 3/2, 0/0, 0/0, 0/0, 2/2, 3/2, 2/4, 2/4, 4/2, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/1, 2/2, 2/2, 0/0, 0/0, 1/1, 1/0, 1/0, 1/1, 0/0, 0/0, 69/59
E major (4#), 1/0, 1/0, 2/1, 4/1, 0/0, 0/0, 3/0, 1/0, 1/0, 1/0, 1/0, 3/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 3/3, 2/2, 3/2, 3/1, 4/2, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/1, 4/3, 1/0, 2/0, 1/0, 2/1, 4/1, 0/0, 0/0, 3/1, 1/0, 1/0, 1/0, 1/0, 3/0, 1/0, 1/0, 2/1, 0/0, 0/0, 1/0, 3/2, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 84/22
F minor (4b), 0/0, 0/0, 2/0, 2/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/2, 2/1, 2/0, 2/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/0, 2/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/1, 0/0, 0/0, 45/5
C# minor (4#), 1/0, 1/0, 2/1, 4/2, 0/0, 0/0, 4/3, 2/2, 2/2, 1/0, 2/6, 4/4, 2/2, 2/6, 2/1, 0/0, 1/0, 0/0, 1/0, 1/0, 3/3, 2/0, 3/1, 3/1, 4/1, 1/1, 1/2, 1/0, 1/1, 1/0, 1/0, 2/0, 5/1, 2/0, 3/1, 1/0, 2/1, 4/2, 0/0, 0/0, 3/2, 2/0, 2/0, 1/0, 2/0, 4/4, 2/2, 2/6, 4/3, 0/0, 0/0, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 102/61
Db major (5b), 0/0, 0/0, 3/3, 4/4, 2/4, 2/4, 5/4, 1/0, 1/0, 0/0, 1/0, 3/2, 1/0, 1/0, 1/1, 2/2, 2/2, 2/2, 2/2, 0/0, 3/2, 0/0, 3/2, 2/2, 3/2, 2/2, 2/4, 2/4, 3/3, 3/5, 3/5, 0/0, 4/2, 1/0, 1/0, 0/0, 3/3, 4/4, 2/4, 2/4, 5/4, 1/0, 1/0, 0/0, 1/0, 3/2, 1/0, 1/0, 2/1, 2/2, 2/2, 0/0, 0/0, 2/2, 2/2, 2/6, 1/1, 0/0, 0/0, 102/100
B major (5#), 1/0, 1/0, 2/1, 3/2, 1/0, 1/0, 4/1, 1/0, 1/0, 0/0, 1/0, 3/2, 1/0, 1/0, 2/1, 1/0, 2/0, 1/0, 2/1, 0/0, 2/1, 1/1, 2/1, 2/2, 3/2, 1/1, 1/2, 1/1, 1/1, 1/0, 1/0, 1/0, 3/1, 1/0, 2/0, 1/0, 2/1, 3/2, 1/0, 1/0, 4/2, 1/0, 1/0, 0/0, 1/0, 3/2, 1/0, 1/0, 3/1, 1/0, 1/0, 0/0, 2/1, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 84/30
Bb minor (5b), 0/0, 0/0, 2/1, 2/0, 1/0, 1/0, 3/0, 1/0, 1/0, 0/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/2, 2/1, 2/0, 2/0, 0/0, 2/0, 1/0, 1/0, 0/0, 2/1, 2/0, 1/0, 1/0, 2/0, 1/0, 1/0, 0/0, 1/0, 2/0, 1/0, 1/0, 2/1, 1/0, 1/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/1, 0/0, 0/0, 62/8
G# minor (5#), 1/0, 1/0, 3/2, 4/3, 1/0, 1/0, 6/5, 2/2, 2/2, 0/0, 2/0, 5/6, 2/2, 2/6, 2/1, 1/0, 2/0, 1/0, 2/0, 0/0, 2/1, 1/0, 2/1, 2/1, 3/1, 2/0, 2/0, 3/2, 2/2, 2/4, 2/4, 1/0, 4/1, 2/0, 3/1, 1/0, 3/2, 4/3, 1/0, 1/0, 5/3, 2/0, 2/0, 0/0, 2/0, 5/6, 2/2, 2/6, 4/3, 1/0, 1/0, 0/0, 1/1, 2/2, 2/2, 2/6, 0/0, 1/0, 1/0, 118/83
Gb major (6b), 1/0, 1/0, 4/3, 5/4, 2/4, 2/4, 7/6, 2/2, 2/2, 0/0, 2/6, 5/4, 2/2, 2/6, 1/1, 2/2, 3/2, 2/2, 2/2, 0/0, 3/2, 1/0, 3/2, 3/2, 4/2, 2/2, 2/4, 2/4, 3/2, 3/5, 3/5, 0/0, 5/4, 2/2, 3/2, 1/0, 4/3, 5/4, 2/4, 2/4, 6/4, 2/2, 2/4, 0/0, 2/6, 5/4, 2/2, 2/6, 3/3, 2/2, 2/2, 0/0, 1/0, 2/2, 2/2, 2/6, 1/0, 0/0, 0/0, 136/150
F# major (6#), 1/0, 1/0, 3/1, 3/2, 1/0, 1/0, 4/2, 1/0, 1/0, 0/0, 1/0, 3/2, 1/0, 1/0, 1/1, 1/0, 2/0, 1/0, 1/0, 0/0, 2/1, 1/0, 2/1, 2/1, 3/1, 1/1, 1/2, 1/0, 2/1, 2/0, 2/0, 0/0, 3/2, 1/0, 2/1, 1/0, 3/1, 3/2, 1/0, 1/0, 4/2, 1/0, 1/0, 0/0, 1/0, 3/2, 1/0, 1/0, 2/2, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 83/28
Eb minor (6b), 1/0, 1/0, 3/1, 3/1, 1/0, 1/0, 4/0, 1/0, 1/0, 0/0, 1/0, 3/0, 1/0, 1/0, 1/1, 1/0, 2/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 2/0, 2/0, 1/0, 1/0, 2/2, 2/1, 2/2, 2/2, 0/0, 2/1, 1/0, 2/0, 1/0, 3/1, 3/1, 1/0, 1/0, 3/1, 1/0, 1/0, 0/0, 1/0, 3/0, 1/0, 1/0, 2/1, 1/0, 1/0, 0/0, 1/0, 1/1, 1/0, 1/0, 1/0, 0/0, 0/0, 79/16
D# minor (6#), 1/0, 1/0, 4/2, 5/4, 2/0, 2/0, 7/7, 2/0, 2/0, 0/0, 2/0, 5/6, 2/0, 2/0, 1/1, 2/0, 3/0, 2/0, 2/0, 0/0, 2/0, 1/0, 2/0, 3/0, 3/0, 2/0, 2/0, 3/2, 3/3, 3/4, 3/4, 0/0, 4/2, 2/0, 3/1, 1/0, 4/2, 5/4, 2/0, 2/0, 5/2, 2/0, 2/0, 0/0, 2/0, 5/6, 2/0, 2/0, 3/1, 2/2, 2/2, 0/0, 1/0, 2/2, 2/0, 2/0, 1/0, 0/0, 0/0, 132/57
Cb major (7b), 2/2, 2/4, 4/5, 6/6, 2/4, 2/4, 8/8, 2/2, 2/2, 0/0, 2/6, 6/8, 2/2, 2/6, 2/1, 2/2, 4/4, 2/2, 3/2, 0/0, 3/2, 2/2, 3/2, 4/4, 5/4, 2/2, 2/4, 2/4, 2/2, 2/4, 2/4, 1/0, 5/4, 2/2, 4/4, 2/4, 4/5, 6/6, 2/4, 2/4, 7/6, 2/2, 2/4, 0/0, 2/6, 6/8, 2/2, 2/6, 4/3, 2/2, 2/2, 0/0, 3/2, 2/2, 2/2, 2/6, 0/0, 1/0, 1/0, 154/190
C# major (7#), 0/0, 0/0, 2/1, 2/2, 1/0, 1/0, 4/3, 2/0, 2/0, 0/0, 2/0, 3/4, 2/2, 2/6, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 2/1, 0/0, 2/1, 1/1, 2/1, 1/1, 1/2, 1/1, 2/1, 2/0, 2/0, 0/0, 4/3, 2/0, 2/1, 0/0, 2/1, 2/2, 1/0, 1/0, 3/2, 2/0, 2/0, 0/0, 2/0, 3/4, 2/2, 2/6, 3/3, 1/0, 1/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 0/0, 0/0, 83/53
Ab minor (7b), 1/0, 1/0, 2/1, 4/2, 2/4, 2/4, 5/2, 1/0, 1/0, 0/0, 1/0, 3/0, 1/0, 1/0, 2/1, 2/2, 3/2, 2/2, 3/2, 0/0, 3/2, 1/0, 3/2, 3/2, 4/2, 1/0, 1/0, 2/2, 1/1, 1/2, 1/2, 1/0, 4/2, 1/0, 2/0, 1/0, 2/1, 4/2, 2/4, 2/4, 5/3, 1/0, 1/0, 0/0, 1/0, 3/0, 1/0, 1/0, 3/1, 2/2, 2/2, 0/0, 1/0, 1/1, 1/0, 1/0, 0/0, 1/0, 1/0, 103/59
A# minor (7#), 0/0, 0/0, 4/4, 4/4, 2/0, 2/0, 6/4, 2/0, 2/0, 0/0, 2/0, 4/6, 2/0, 2/0, 2/2, 2/0, 2/0, 2/0, 2/0, 0/0, 2/0, 0/0, 2/0, 2/0, 2/0, 2/0, 2/0, 3/2, 4/4, 4/6, 4/6, 0/0, 4/2, 2/0, 2/1, 0/0, 4/4, 4/4, 2/0, 2/0, 4/2, 2/0, 2/0, 0/0, 2/0, 4/6, 2/0, 2/0, 4/3, 2/2, 2/2, 0/0, 0/0, 2/2, 2/0, 2/0, 2/2, 0/0, 0/0, 123/68
