 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 12
A minor (0), 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 2, 1, 1, 1, 2, 0, 0, 0, 1, 1, 2, 2, 1, 0, 0, 24
F major (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2
G major (1#), 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 20
D minor (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5
E minor (1#), 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 2, 0, 0, 0, 1, 1, 1, 2, 0, 0, 2, 3, 1, 0, 0, 2, 0, 0, 1, 1, 1, 1, 26
Bb major (2b), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 6
D major (2#), 0, 1, 0, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 0, 1, 1, 2, 2, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 23
G minor (2b), 0, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 14
B minor (2#), 1, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 25
Eb major (3b), 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 17
A major (3#), 0, 1, 1, 2, 1, 1, 1, 0, 1, 2, 1, 1, 1, 0, 2, 1, 2, 3, 1, 0, 1, 3, 1, 0, 0, 1, 1, 1, 2, 1, 1, 1, 35
C minor (3b), 1, 2, 1, 0, 0, 0, 1, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2, 0, 1, 1, 2, 1, 1, 1, 2, 0, 0, 27
F# minor (3#), 0, 2, 1, 1, 0, 1, 1, 1, 1, 2, 2, 1, 1, 0, 1, 0, 1, 4, 1, 0, 1, 3, 0, 1, 0, 2, 1, 1, 2, 2, 0, 0, 34
Ab major (4b), 2, 2, 2, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 2, 0, 0, 0, 2, 0, 1, 1, 2, 0, 1, 2, 2, 2, 1, 0, 1, 0, 0, 29
E major (4#), 0, 2, 1, 2, 1, 1, 1, 0, 1, 2, 2, 1, 1, 0, 2, 1, 2, 4, 1, 0, 2, 4, 1, 0, 0, 2, 1, 1, 2, 1, 1, 1, 41
F minor (4b), 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 14
C# minor (4#), 0, 2, 2, 3, 1, 2, 2, 0, 1, 1, 2, 2, 2, 0, 3, 1, 1, 4, 2, 0, 2, 5, 1, 0, 0, 2, 2, 3, 3, 1, 1, 1, 52
Db major (5b), 2, 2, 3, 1, 0, 1, 1, 1, 0, 0, 2, 3, 1, 2, 1, 0, 0, 3, 1, 0, 2, 3, 0, 1, 2, 2, 3, 2, 1, 1, 0, 0, 41
B major (5#), 1, 1, 2, 2, 1, 1, 2, 0, 0, 1, 1, 2, 1, 1, 2, 1, 2, 3, 1, 0, 1, 3, 1, 0, 1, 1, 2, 1, 1, 0, 1, 1, 38
Bb minor (5b), 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 18
G# minor (5#), 1, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 29
