 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 12/0
A minor (0), 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 12/1
F major (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 2/3
G major (1#), 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/1, 0/0, 0/0, 1/0, 2/1, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 20/2
D minor (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 2/0
E minor (1#), 0/0, 2/1, 0/0, 1/2, 1/0, 0/0, 1/0, 0/0, 1/4, 1/2, 2/1, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 2/1, 0/0, 0/0, 1/3, 3/1, 1/0, 0/0, 0/0, 2/1, 0/0, 0/0, 1/0, 1/0, 1/1, 1/1, 25/18
Bb major (2b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/2, 0/0, 1/0, 0/0, 0/0, 6/3
D major (2#), 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 2/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 2/0, 2/1, 0/0, 0/0, 1/0, 2/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 23/1
G minor (2b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 6/0
B minor (2#), 0/0, 2/2, 0/0, 1/2, 1/1, 0/0, 2/1, 0/0, 1/0, 2/1, 2/2, 0/0, 0/0, 0/0, 1/1, 1/1, 2/1, 3/2, 0/0, 0/0, 1/0, 3/2, 1/0, 0/0, 0/0, 2/2, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 29/18
Eb major (3b), 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 1/2, 1/0, 1/0, 1/0, 1/2, 0/0, 1/1, 0/0, 0/0, 17/8
A major (3#), 0/0, 1/1, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 1/0, 2/2, 1/0, 1/0, 1/0, 0/0, 2/0, 1/0, 2/0, 3/1, 1/0, 0/0, 1/3, 3/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 35/7
C minor (3b), 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 17/2
F# minor (3#), 0/0, 2/2, 1/0, 2/2, 1/0, 1/0, 2/1, 0/0, 1/0, 2/1, 2/2, 1/0, 1/0, 0/0, 2/1, 1/0, 2/4, 4/3, 1/0, 0/0, 1/0, 4/2, 1/0, 0/0, 0/0, 2/2, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 41/20
Ab major (4b), 2/8, 2/4, 2/2, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 0/0, 2/4, 2/2, 0/0, 2/2, 0/0, 0/0, 0/0, 2/2, 0/0, 1/0, 1/0, 2/2, 0/0, 1/2, 2/8, 2/4, 2/2, 1/2, 0/0, 1/1, 0/0, 0/0, 29/47
E major (4#), 0/0, 2/1, 1/0, 2/2, 1/0, 1/0, 1/0, 0/0, 1/0, 2/2, 2/1, 1/0, 1/0, 0/0, 2/1, 1/0, 2/0, 4/1, 1/0, 0/0, 2/0, 4/2, 1/1, 0/0, 0/0, 2/1, 1/0, 1/0, 2/0, 1/0, 1/1, 1/1, 41/14
F minor (4b), 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/2, 0/0, 1/0, 0/0, 0/0, 18/2
C# minor (4#), 0/0, 2/2, 2/1, 3/2, 1/0, 2/2, 2/1, 0/0, 1/0, 2/0, 2/2, 2/1, 2/0, 0/0, 3/2, 1/0, 2/0, 5/2, 2/0, 0/0, 2/0, 5/4, 1/0, 0/0, 0/0, 2/2, 2/1, 3/2, 3/0, 1/0, 1/0, 1/0, 55/24
Db major (5b), 2/8, 2/4, 3/2, 1/0, 0/0, 1/0, 1/1, 1/1, 0/0, 0/0, 2/4, 3/2, 1/0, 2/2, 1/0, 0/0, 0/0, 3/3, 1/0, 0/0, 2/2, 3/2, 0/0, 1/2, 2/8, 2/4, 3/2, 2/2, 1/0, 1/1, 0/0, 0/0, 41/50
B major (5#), 1/0, 1/2, 2/0, 2/2, 1/0, 1/0, 2/1, 0/0, 0/0, 1/1, 1/2, 2/0, 1/0, 1/0, 2/1, 1/0, 2/3, 3/3, 1/1, 0/0, 1/0, 3/2, 1/0, 0/0, 1/0, 1/2, 2/0, 1/0, 1/0, 0/0, 1/0, 1/0, 38/20
Bb minor (5b), 1/0, 1/0, 2/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 0/0, 2/0, 1/0, 0/0, 1/0, 2/0, 0/0, 1/0, 1/0, 1/0, 2/0, 2/2, 1/0, 1/0, 0/0, 0/0, 29/2
G# minor (5#), 1/0, 1/2, 3/1, 3/2, 1/0, 2/0, 2/1, 0/0, 0/0, 1/0, 1/2, 3/1, 2/0, 1/0, 3/1, 1/0, 2/0, 4/2, 2/0, 0/0, 2/0, 4/2, 1/0, 0/0, 1/0, 1/2, 3/1, 3/2, 2/0, 0/0, 1/0, 1/0, 52/19
Gb major (6b), 2/8, 2/4, 4/6, 2/2, 0/0, 2/2, 1/1, 1/0, 0/0, 1/0, 2/4, 4/6, 2/2, 2/2, 2/2, 0/0, 1/0, 5/4, 2/2, 0/0, 2/2, 4/4, 0/0, 1/0, 2/8, 2/4, 4/6, 2/4, 2/2, 1/0, 0/0, 0/0, 55/75
