 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 0, 1, 1,  , 1, 0, 2, 4, 2, 4, 0, 0, 1, 1, 1, 4, 3, 4, 1, 1, 1, 2, 2, 0, 1, 1, 0, 0, 1, 3, 1, 2, 3, 1, 1, 0, 2, 2, 3, 1, 1, 1, 1, 2, 1, 2, 5, 2, 0, 73
A minor (0), 1, 1, 2,  , 1, 0, 2, 5, 2, 6, 0, 0, 1, 2, 3, 7, 4, 3, 2, 2, 2, 4, 4, 0, 2, 1, 0, 0, 1, 4, 2, 2, 4, 2, 1, 0, 4, 3, 6, 4, 0, 2, 2, 4, 1, 4, 8, 4, 0, 115
A minor mel (0), 2, 2, 2,  , 2, 1, 3, 4, 3, 7, 1, 1, 2, 2, 4, 6, 5, 4, 2, 1, 2, 5, 5, 0, 3, 2, 1, 1, 2, 5, 2, 1, 3, 3, 1, 0, 4, 4, 6, 5, 1, 2, 3, 3, 1, 5, 9, 4, 1, 138
C major blues (0), 1, 2, 1,  , 2, 2, 3, 4, 3, 6, 1, 2, 2, 1, 3, 4, 4, 5, 2, 1, 1, 4, 3, 1, 3, 2, 1, 1, 2, 4, 2, 2, 3, 3, 1, 1, 3, 3, 4, 3, 4, 1, 3, 2, 1, 4, 7, 3, 1, 122
A minor blues (0), 1, 2, 1,  , 3, 2, 3, 4, 3, 7, 1, 2, 2, 1, 4, 6, 4, 5, 2, 1, 1, 5, 4, 1, 3, 2, 1, 1, 2, 6, 2, 2, 3, 3, 1, 1, 5, 3, 6, 5, 4, 1, 3, 3, 1, 5, 9, 4, 1, 142
C dorian (0), 1, 2, 1,  , 2, 1, 3, 3, 3, 5, 1, 1, 2, 1, 2, 3, 4, 5, 1, 0, 1, 3, 3, 0, 2, 2, 1, 1, 2, 4, 1, 1, 2, 2, 1, 0, 2, 3, 3, 2, 2, 1, 2, 1, 1, 3, 6, 2, 1, 96
C phrygian (0), 0, 0, 1,  , 1, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 3, 3, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 0, 1, 3, 1, 2, 1, 2, 0, 0, 2, 0, 1, 4, 1, 0, 47
C lydian (0), 1, 2, 1,  , 2, 1, 3, 3, 3, 5, 1, 1, 2, 1, 2, 3, 4, 5, 1, 0, 1, 3, 3, 0, 2, 2, 1, 1, 2, 4, 1, 1, 2, 2, 1, 0, 2, 3, 3, 2, 2, 1, 2, 1, 1, 3, 6, 2, 1, 96
C mixolydian (0), 0, 0, 1,  , 1, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 3, 3, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 0, 1, 3, 1, 2, 1, 2, 0, 0, 2, 0, 1, 4, 1, 0, 47
C aeolian (0), 0, 1, 1,  , 1, 0, 2, 4, 2, 4, 0, 0, 1, 1, 1, 4, 3, 4, 1, 1, 1, 2, 2, 0, 1, 1, 0, 0, 1, 3, 1, 2, 3, 1, 1, 0, 2, 2, 3, 1, 1, 1, 1, 2, 1, 2, 5, 2, 0, 73
