 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/0
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2
F major (1b), 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 7/2
G major (1#), 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 5/0
D minor (1b), 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 7/0
E minor (1#), 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 1/2, 1/0, 0/0, 0/0, 0/0, 1/0, 5/3
Bb major (2b), 1/0, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/1, 0/0, 1/1, 0/0, 2/1, 0/0, 1/1, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/0, 1/1, 0/0, 1/0, 17/7
D major (2#), 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 1/1, 1/0, 1/0, 12/2
G minor (2b), 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/0, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 1/0, 1/1, 0/0, 1/0, 17/2
B minor (2#), 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/1, 1/0, 1/1, 0/0, 1/1, 1/0, 1/1, 12/7
Eb major (3b), 2/1, 1/1, 2/1, 1/1, 1/2, 1/2, 1/2, 0/0, 2/2, 0/0, 1/1, 1/0, 2/2, 0/0, 2/1, 0/0, 2/1, 0/0, 1/1, 0/0, 1/0, 1/2, 1/1, 0/0, 2/1, 25/22
A major (3#), 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/1, 1/0, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 2/0, 0/0, 1/0, 1/0, 1/0, 24/2
C minor (3b), 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 0/0, 2/0, 0/0, 1/0, 1/0, 2/1, 0/0, 2/1, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 22/2
