id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,,C major (0),408,0,0.095
8460,BWV846_Prelude,Bach,lh,,C major (0),211,0,0.076
8461,BWV846_Fugue,Bach,rh,,C major (0),487,0,1.846
8461,BWV846_Fugue,Bach,lh,,C major (0),315,2,0.672
8480,BWV848_Prelude,Bach,rh,,C# major (7),397,5,0.118
8480,BWV848_Prelude,Bach,lh,,C# major (7),425,14,0.123
8481,BWV848_Fugue,Bach,rh,(7),A- major (-4),866,30,2.532
8481,BWV848_Fugue,Bach,lh,,C# major (7),623,17,1.288
8540,BWV854_Prelude,Bach,rh,,E major (4),287,3,0.611
8540,BWV854_Prelude,Bach,lh,,E major (4),221,3,0.427
8541,BWV854_Fugue,Bach,rh,,E major (4),475,0,1.802
8541,BWV854_Fugue,Bach,lh,,E major (4),287,0,0.447
8561,BWV856_Fugue,Bach,rh,,F major (-1),481,0,0.865
8561,BWV856_Fugue,Bach,lh,,F major (-1),313,1,0.152
8570,BWV857_Prelude,Bach,rh,,f minor (-4),394,0,1.411
8570,BWV857_Prelude,Bach,lh,,f minor (-4),249,0,0.556
8580,BWV858_Prelude,Bach,rh,F# major (6),C# major (7),293,4,0.384
8580,BWV858_Prelude,Bach,lh,F# major (6),C# major (7),169,0,0.097
8581,BWV858_Fugue,Bach,rh,,F# major (6),583,0,2.223
8581,BWV858_Fugue,Bach,lh,,F# major (6),370,1,0.641
8600,BWV860_Prelude,Bach,rh,,G major (1),335,5,1.706
8600,BWV860_Prelude,Bach,lh,,G major (1),275,0,0.613
8601,BWV860_Fugue,Bach,rh,,G major (1),1124,2,3.292
8601,BWV860_Fugue,Bach,lh,,G major (1),705,1,1.909
8620,BWV862_Prelude,Bach,rh,,A- major (-4),381,0,0.432
8620,BWV862_Prelude,Bach,lh,,A- major (-4),314,0,0.254
8621,BWV862_Fugue,Bach,rh,,A- major (-4),477,0,1.165
8621,BWV862_Fugue,Bach,lh,,A- major (-4),455,0,1.035
8630,BWV863_Prelude,Bach,rh,,g# minor (5),344,1,0.586
8630,BWV863_Prelude,Bach,lh,,g# minor (5),267,0,0.365
8631,BWV863_Fugue,Bach,rh,,g# minor (5),473,5,1.396
8631,BWV863_Fugue,Bach,lh,,g# minor (5),374,2,0.641
8640,BWV864_Prelude,Bach,rh,,A major (3),361,0,1.761
8640,BWV864_Prelude,Bach,lh,,A major (3),280,0,0.644
8641,BWV864_Fugue,Bach,rh,,A major (3),813,0,3.265
8641,BWV864_Fugue,Bach,lh,,A major (3),487,0,0.923
8650,BWV865_Prelude,Bach,rh,,a minor (0),402,0,3.111
8650,BWV865_Prelude,Bach,lh,,a minor (0),246,0,0.255
8651,BWV865_Fugue,Bach,rh,,a minor (0),1408,0,7.361
8651,BWV865_Fugue,Bach,lh,,a minor (0),1140,0,3.887
8660,BWV866_Prelude,Bach,rh,,B- major (-2),317,5,6.431
8660,BWV866_Prelude,Bach,lh,,B- major (-2),321,1,33.819
8661,BWV866_Fugue,Bach,rh,,B- major (-2),573,0,0.756
8661,BWV866_Fugue,Bach,lh,,B- major (-2),395,0,0.423
8670,BWV867_Prelude,Bach,rh,,b- minor (-5),528,1,4.291
8670,BWV867_Prelude,Bach,lh,,b- minor (-5),279,0,0.737
8671,BWV867_Fugue,Bach,rh,,b- minor (-5),536,0,0.689
8671,BWV867_Fugue,Bach,lh,,b- minor (-5),291,2,0.210
8680,BWV868_Prelude,Bach,rh,,B major (5),260,0,0.518
8680,BWV868_Prelude,Bach,lh,,B major (5),180,0,0.189
8681,BWV868_Fugue,Bach,rh,,B major (5),466,0,1.272
8681,BWV868_Fugue,Bach,lh,,B major (5),442,1,0.728
8700,BWV870_Prelude,Bach,rh,,C major (0),584,4,5.662
8700,BWV870_Prelude,Bach,lh,,C major (0),410,2,1.366
8701,BWV870_Fugue,Bach,rh,,C major (0),682,2,0.935
8701,BWV870_Fugue,Bach,lh,,C major (0),415,1,0.399
8731,BWV873_Fugue,Bach,rh,,c# minor (4),862,5,3.181
8731,BWV873_Fugue,Bach,lh,,c# minor (4),603,1,0.921
8740,BWV874_Prelude,Bach,rh,,D major (2),930,3,4.319
8740,BWV874_Prelude,Bach,lh,,D major (2),620,6,1.907
8741,BWV874_Fugue,Bach,rh,,D major (2),495,1,1.515
8741,BWV874_Fugue,Bach,lh,,D major (2),471,1,1.021
8750,BWV875_Prelude,Bach,rh,,d minor (-1),581,3,0.563
8750,BWV875_Prelude,Bach,lh,,d minor (-1),510,0,0.476
8751,BWV875_Fugue,Bach,rh,,d minor (-1),487,0,6.085
8751,BWV875_Fugue,Bach,lh,,d minor (-1),344,0,1.554
8760,BWV876_Prelude,Bach,rh,,E- major (-3),561,5,0.751
8760,BWV876_Prelude,Bach,lh,,E- major (-3),384,1,0.240
8761,BWV876_Fugue,Bach,rh,,E- major (-3),377,1,0.316
8761,BWV876_Fugue,Bach,lh,,E- major (-3),373,3,0.298
8800,BWV880_Prelude,Bach,rh,,F major (-1),799,8,1.811
8800,BWV880_Prelude,Bach,lh,,F major (-1),677,0,1.346
8801,BWV880_Fugue,Bach,rh,,F major (-1),688,3,0.813
8801,BWV880_Fugue,Bach,lh,,F major (-1),416,5,0.235
8830,BWV883_Prelude,Bach,rh,,f# minor (3),524,1,0.872
8830,BWV883_Prelude,Bach,lh,,f# minor (3),414,1,0.531
8831,BWV883_Fugue,Bach,rh,,f# minor (3),809,2,2.672
8831,BWV883_Fugue,Bach,lh,,f# minor (3),688,1,1.303
8840,BWV884_Prelude,Bach,rh,(1),D major (2),484,2,0.630
8840,BWV884_Prelude,Bach,lh,(1),D major (2),422,3,0.409
8841,BWV884_Fugue,Bach,rh,(1),D major (2),421,0,0.281
8841,BWV884_Fugue,Bach,lh,(1),D major (2),321,5,0.196
8850,BWV885_Prelude,Bach,rh,,g minor (-2),355,0,1.839
8850,BWV885_Prelude,Bach,lh,,g minor (-2),237,1,1.100
8851,BWV885_Fugue,Bach,rh,,g minor (-2),884,3,2.059
8851,BWV885_Fugue,Bach,lh,,g minor (-2),851,3,1.963
8870,BWV887_Prelude,Bach,rh,,g# minor (5),672,16,2.453
8870,BWV887_Prelude,Bach,lh,,g# minor (5),646,9,1.431
8871,BWV887_Fugue,Bach,rh,,g# minor (5),1045,13,1.247
8871,BWV887_Fugue,Bach,lh,,g# minor (5),647,9,0.431
8880,BWV888_Prelude,Bach,rh,,A major (3),502,0,1.656
8880,BWV888_Prelude,Bach,lh,,A major (3),276,0,0.315
8881,BWV888_Fugue,Bach,rh,(3),E major (4),467,1,2.442
8881,BWV888_Fugue,Bach,lh,(3),E major (4),337,4,0.582
8890,BWV889_Prelude,Bach,rh,,a minor (0),441,9,5.526
8890,BWV889_Prelude,Bach,lh,,a minor (0),407,4,5.005
