 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 1, 2, 1, 2, 2, 3, 2, 0, 0, 2, 3, 2, 0, 0, 3, 4, 1, 1, 2, 1, 2, 2, 3, 2, 0, 41
A minor (0), 2, 3, 2, 1, 4, 4, 2, 1, 1, 4, 3, 3, 0, 0, 4, 3, 2, 2, 3, 2, 1, 4, 4, 2, 1, 58
A minor mel (0), 2, 3, 2, 2, 5, 5, 3, 1, 1, 4, 4, 4, 1, 1, 4, 2, 3, 2, 3, 2, 2, 5, 5, 3, 1, 70
C major blues (0), 1, 2, 1, 3, 4, 4, 3, 0, 0, 2, 4, 3, 1, 2, 3, 5, 3, 1, 2, 1, 3, 4, 4, 3, 0, 59
A minor blues (0), 1, 3, 1, 3, 7, 4, 3, 0, 0, 3, 4, 3, 1, 2, 4, 5, 3, 1, 3, 1, 3, 7, 4, 3, 0, 69
C dorian (0), 1, 2, 1, 3, 3, 4, 3, 0, 0, 2, 4, 3, 1, 1, 3, 3, 2, 1, 2, 1, 3, 3, 4, 3, 0, 53
C phrygian (0), 0, 1, 0, 2, 2, 3, 2, 0, 0, 1, 2, 1, 0, 0, 2, 5, 0, 0, 1, 0, 2, 2, 3, 2, 0, 31
C lydian (0), 1, 2, 1, 3, 3, 4, 3, 0, 0, 2, 4, 3, 1, 1, 3, 3, 2, 1, 2, 1, 3, 3, 4, 3, 0, 53
C mixolydian (0), 0, 1, 0, 2, 2, 3, 2, 0, 0, 1, 2, 1, 0, 0, 2, 5, 0, 0, 1, 0, 2, 2, 3, 2, 0, 31
C aeolian (0), 1, 2, 1, 2, 2, 3, 2, 0, 0, 2, 3, 2, 0, 0, 3, 4, 1, 1, 2, 1, 2, 2, 3, 2, 0, 41
C locrian (0), 0, 0, 0, 2, 3, 2, 1, 0, 0, 0, 2, 0, 0, 1, 1, 4, 1, 0, 0, 0, 2, 3, 2, 1, 0, 25
F major (1b), 0, 1, 0, 2, 2, 3, 2, 0, 0, 1, 2, 1, 0, 0, 2, 4, 0, 0, 1, 0, 2, 2, 3, 2, 0, 30
G major (1#), 1, 2, 1, 3, 5, 4, 3, 0, 0, 2, 4, 3, 1, 1, 3, 3, 2, 1, 2, 1, 3, 5, 4, 3, 0, 57
D minor (1b), 1, 2, 1, 3, 6, 4, 3, 0, 0, 2, 1, 2, 0, 1, 3, 5, 0, 1, 2, 1, 3, 6, 4, 3, 0, 54
E minor (1#), 3, 4, 3, 3, 6, 3, 3, 0, 0, 4, 5, 3, 1, 1, 2, 2, 3, 3, 4, 3, 3, 6, 3, 3, 0, 71
D minor mel (1b), 2, 3, 2, 3, 6, 4, 3, 0, 0, 3, 2, 3, 0, 1, 4, 4, 1, 2, 3, 2, 3, 6, 4, 3, 0, 64
E minor mel (1#), 4, 5, 4, 4, 7, 4, 4, 0, 0, 5, 4, 4, 1, 2, 3, 2, 3, 4, 5, 4, 4, 7, 4, 4, 0, 88
F major blues (1b), 2, 2, 2, 2, 3, 3, 3, 0, 0, 2, 4, 3, 0, 2, 3, 4, 2, 2, 2, 2, 2, 3, 3, 3, 0, 54
G major blues (1#), 2, 3, 2, 4, 6, 5, 4, 0, 0, 3, 4, 4, 1, 2, 4, 5, 2, 2, 3, 2, 4, 6, 5, 4, 0, 77
D minor blues (1b), 2, 2, 2, 2, 6, 3, 3, 0, 0, 2, 4, 3, 0, 2, 3, 5, 2, 2, 2, 2, 2, 6, 3, 3, 0, 61
E minor blues (1#), 3, 4, 3, 4, 7, 5, 3, 0, 0, 4, 4, 5, 1, 2, 4, 5, 2, 3, 4, 3, 4, 7, 5, 3, 0, 85
F dorian (1b), 1, 2, 1, 2, 2, 3, 2, 0, 0, 2, 3, 2, 0, 0, 3, 3, 1, 1, 2, 1, 2, 2, 3, 2, 0, 40
G dorian (1#), 2, 3, 2, 4, 6, 5, 4, 0, 0, 3, 3, 4, 1, 2, 4, 3, 2, 2, 3, 2, 4, 6, 5, 4, 0, 74
F phrygian (1b), 0, 0, 0, 2, 3, 2, 1, 0, 0, 0, 2, 0, 0, 1, 1, 3, 1, 0, 0, 0, 2, 3, 2, 1, 0, 24
G phrygian (1#), 1, 2, 1, 2, 4, 3, 2, 0, 0, 2, 3, 2, 0, 0, 3, 4, 1, 1, 2, 1, 2, 4, 3, 2, 0, 45
F lydian (1b), 1, 2, 1, 2, 2, 3, 2, 0, 0, 2, 3, 2, 0, 0, 3, 3, 1, 1, 2, 1, 2, 2, 3, 2, 0, 40
G lydian (1#), 2, 3, 2, 4, 6, 5, 4, 0, 0, 3, 3, 4, 1, 2, 4, 3, 2, 2, 3, 2, 4, 6, 5, 4, 0, 74
F mixolydian (1b), 0, 0, 0, 2, 3, 2, 1, 0, 0, 0, 2, 0, 0, 1, 1, 3, 1, 0, 0, 0, 2, 3, 2, 1, 0, 24
