 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 1, 1, 1,  ,  , 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 27
A minor (0), 1, 0, 1, 0, 0, 1, 0, 0, 2, 2, 1, 4, 2, 2, 2,  ,  , 2, 1, 3, 1, 2, 0, 1, 2, 2, 2, 1, 4, 2, 2, 2, 45
F major (1b), 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1,  ,  , 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 21
G major (1#), 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 1, 5, 1, 1, 1,  ,  , 1, 0, 1, 0, 3, 0, 2, 2, 1, 2, 1, 5, 1, 1, 1, 37
D minor (1b), 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 3, 1, 1, 1,  ,  , 1, 1, 2, 0, 3, 1, 0, 1, 0, 1, 1, 3, 1, 1, 1, 28
E minor (1#), 0, 2, 0, 1, 0, 1, 1, 0, 1, 2, 1, 6, 0, 0, 0,  ,  , 3, 1, 0, 0, 4, 0, 2, 2, 1, 2, 1, 6, 0, 0, 0, 37
Bb major (2b), 0, 1, 0, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 0,  ,  , 0, 1, 1, 0, 1, 1, 2, 1, 0, 1, 0, 2, 0, 0, 0, 19
D major (2#), 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 2, 5, 1, 1, 1,  ,  , 2, 0, 1, 0, 5, 1, 1, 2, 1, 2, 2, 5, 1, 1, 1, 42
G minor (2b), 0, 2, 0, 1, 2, 2, 1, 1, 0, 2, 0, 4, 0, 0, 0,  ,  , 0, 0, 0, 0, 2, 1, 3, 2, 0, 2, 0, 4, 0, 0, 0, 29
B minor (2#), 0, 2, 0, 1, 0, 2, 0, 0, 0, 2, 1, 4, 1, 1, 1,  ,  , 2, 0, 1, 0, 4, 1, 2, 2, 0, 2, 1, 4, 1, 1, 1, 37
Eb major (3b), 0, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0,  ,  , 1, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 14
A major (3#), 1, 1, 1, 1, 0, 2, 0, 0, 2, 3, 2, 4, 2, 2, 2,  ,  , 3, 0, 2, 1, 4, 1, 1, 3, 2, 3, 2, 4, 2, 2, 2, 55
C minor (3b), 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0,  ,  , 2, 1, 1, 0, 1, 1, 2, 0, 1, 0, 1, 2, 0, 0, 0, 20
F# minor (3#), 1, 0, 1, 0, 1, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2,  ,  , 4, 0, 2, 1, 3, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 51
Ab major (4b), 0, 0, 0, 0, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0,  ,  , 3, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 16
E major (4#), 1, 1, 1, 1, 0, 2, 1, 0, 2, 3, 2, 4, 1, 1, 1,  ,  , 5, 1, 1, 1, 4, 1, 1, 3, 2, 3, 2, 4, 1, 1, 1, 52
F minor (4b), 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1, 1,  ,  , 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 16
C# minor (4#), 2, 1, 2, 1, 1, 4, 1, 0, 3, 3, 1, 4, 2, 2, 2,  ,  , 5, 1, 3, 2, 4, 0, 2, 3, 3, 3, 1, 4, 2, 2, 2, 66
Db major (5b), 1, 0, 1, 0, 2, 4, 3, 1, 1, 1, 0, 1, 1, 1, 1,  ,  , 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 38
B major (5#), 1, 1, 1, 1, 0, 3, 1, 0, 1, 3, 1, 3, 1, 1, 1,  ,  , 4, 1, 1, 1, 3, 1, 2, 3, 1, 3, 1, 3, 1, 1, 1, 46
Bb minor (5b), 1, 1, 1, 0, 2, 2, 2, 1, 1, 2, 0, 2, 1, 1, 1,  ,  , 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 0, 2, 1, 1, 1, 38
G# minor (5#), 0, 1, 0, 1, 0, 2, 2, 0, 0, 1, 1, 2, 0, 0, 0,  ,  , 4, 3, 1, 0, 2, 1, 2, 1, 0, 1, 1, 2, 0, 0, 0, 28
Gb major (6b), 2, 0, 2, 0, 1, 4, 3, 1, 2, 3, 1, 3, 2, 2, 2,  ,  , 7, 2, 2, 2, 3, 2, 1, 3, 2, 3, 1, 3, 2, 2, 2, 65
F# major (6#), 1, 0, 1, 0, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1,  ,  , 4, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 40
Eb minor (6b), 1, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1,  ,  , 3, 0, 2, 1, 2, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 38
D# minor (6#), 2, 0, 2, 0, 1, 4, 1, 1, 2, 2, 1, 4, 2, 2, 2,  ,  , 5, 0, 3, 2, 3, 2, 2, 2, 2, 2, 1, 4, 2, 2, 2, 60
Cb major (7b), 2, 1, 2, 1, 0, 5, 2, 0, 2, 4, 2, 5, 2, 2, 2,  ,  , 8, 2, 2, 2, 5, 2, 2, 4, 2, 4, 2, 5, 2, 2, 2, 78
C# major (7#), 2, 0, 2, 0, 2, 4, 2, 1, 2, 2, 0, 2, 2, 2, 2,  ,  , 4, 1, 3, 2, 2, 1, 1, 2, 2, 2, 0, 2, 2, 2, 2, 53
Ab minor (7b), 0, 1, 0, 1, 0, 3, 1, 0, 0, 1, 1, 2, 0, 0, 0,  ,  , 4, 2, 1, 0, 2, 1, 2, 1, 0, 1, 1, 2, 0, 0, 0, 27
A# minor (7#), 2, 1, 2, 0, 3, 3, 4, 2, 2, 3, 0, 3, 2, 2, 2,  ,  , 4, 2, 3, 2, 3, 2, 2, 3, 2, 3, 0, 3, 2, 2, 2, 66
