 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 0/0, 1/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 1/0, 3/2, 1/0, 1/0, 1/0,  ,  , 1/0, 1/0, 2/1, 0/0, 2/2, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 3/2, 1/0, 1/0, 1/0, 27/12
A minor (0), 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 1/0, 5/2, 1/4, 1/4, 1/4,  ,  , 1/0, 1/0, 2/1, 0/0, 3/2, 0/0, 1/0, 1/1, 1/0, 1/1, 1/0, 5/2, 1/4, 1/4, 1/4, 32/34
F major (1b), 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 2/0, 1/0, 1/0, 1/0,  ,  , 0/0, 1/3, 2/1, 0/0, 1/1, 0/0, 1/1, 1/1, 0/0, 1/1, 0/0, 2/0, 1/0, 1/0, 1/0, 21/8
G major (1#), 0/0, 2/3, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 2/1, 1/0, 5/2, 1/0, 1/0, 1/0,  ,  , 1/0, 0/0, 1/0, 0/0, 3/2, 0/0, 2/1, 2/1, 1/0, 2/1, 1/0, 5/2, 1/0, 1/0, 1/0, 37/13
D minor (1b), 0/0, 1/0, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 4/2, 1/0, 1/0, 1/0,  ,  , 0/0, 1/0, 2/0, 0/0, 2/2, 0/0, 1/1, 1/1, 0/0, 1/1, 0/0, 4/2, 1/0, 1/0, 1/0, 26/11
E minor (1#), 0/0, 2/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/1, 2/1, 1/5, 6/3, 1/4, 1/4, 1/4,  ,  , 2/1, 0/0, 1/0, 0/0, 4/2, 0/0, 2/1, 2/1, 1/1, 2/1, 1/6, 6/3, 1/4, 1/4, 1/4, 41/51
Bb major (2b), 0/0, 1/0, 0/0, 0/0, 2/1, 1/1, 1/0, 1/0, 0/0, 1/1, 0/0, 2/2, 0/0, 0/0, 0/0,  ,  , 0/0, 1/3, 1/1, 0/0, 1/1, 1/0, 2/1, 1/1, 0/0, 1/1, 0/0, 2/2, 0/0, 0/0, 0/0, 19/15
D major (2#), 0/0, 2/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/0, 2/1, 2/0, 5/2, 1/0, 1/0, 1/0,  ,  , 2/0, 0/0, 1/1, 0/0, 5/1, 1/0, 1/0, 2/1, 1/0, 2/1, 2/0, 5/2, 1/0, 1/0, 1/0, 42/10
G minor (2b), 0/0, 1/0, 0/0, 0/0, 2/0, 1/1, 1/0, 1/0, 0/0, 1/0, 0/0, 3/2, 0/0, 0/0, 0/0,  ,  , 0/0, 1/0, 1/0, 0/0, 1/1, 1/0, 2/0, 1/1, 0/0, 1/1, 0/0, 3/2, 0/0, 0/0, 0/0, 21/8
B minor (2#), 0/0, 2/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/0, 2/2, 2/1, 5/4, 1/1, 1/1, 1/1,  ,  , 3/2, 0/0, 1/0, 0/0, 5/3, 1/0, 2/2, 2/3, 1/1, 2/2, 2/6, 5/4, 1/0, 1/0, 1/0, 44/34
