 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 1, 0, 1, 1, 1, 0, 1, 0,  ,  , 0, 1, 1, 1, 1, 3, 1, 0, 1, 1, 0, 0, 2, 1,  ,  , 1, 2, 2, 1, 1, 4, 1, 0, 1, 1, 0, 1, 0, 0, 40
A minor (0),  ,  ,  ,  , 0, 3, 1, 1, 1, 5, 1, 0, 1, 2, 1, 0, 2, 0,  ,  , 0, 1, 1, 1, 2, 3, 1, 0, 1, 2, 1, 1, 1, 0,  ,  , 1, 1, 1, 1, 1, 4, 1, 0, 1, 2, 0, 2, 1, 1, 50
A minor mel (0),  ,  ,  ,  , 0, 3, 1, 1, 1, 4, 0, 1, 1, 2, 0, 0, 2, 0,  ,  , 0, 1, 1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 1, 0,  ,  , 1, 1, 0, 0, 1, 3, 0, 1, 1, 2, 1, 2, 1, 1, 47
C major blues (0),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 1, 1, 1, 2, 2, 0, 1, 0,  ,  , 0, 3, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1,  ,  , 1, 3, 2, 1, 1, 4, 1, 1, 1, 2, 2, 1, 1, 0, 55
A minor blues (0),  ,  ,  ,  , 0, 3, 0, 0, 1, 6, 1, 1, 1, 2, 2, 0, 2, 0,  ,  , 0, 3, 1, 1, 2, 4, 1, 1, 1, 1, 2, 1, 2, 1,  ,  , 1, 3, 2, 1, 1, 5, 1, 1, 1, 2, 2, 2, 1, 0, 63
C dorian (0),  ,  ,  ,  , 0, 2, 0, 0, 1, 3, 0, 1, 1, 1, 0, 0, 1, 0,  ,  , 0, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1,  ,  , 1, 2, 1, 0, 1, 3, 0, 1, 1, 1, 1, 1, 0, 0, 37
C phrygian (0),  ,  ,  ,  , 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 1, 0,  ,  , 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 1, 1, 0, 31
C lydian (0),  ,  ,  ,  , 0, 2, 0, 0, 1, 3, 0, 1, 1, 1, 0, 0, 1, 0,  ,  , 0, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1,  ,  , 1, 2, 1, 0, 1, 3, 0, 1, 1, 1, 1, 1, 0, 0, 37
C mixolydian (0),  ,  ,  ,  , 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 1, 0,  ,  , 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 1, 1, 0, 31
C aeolian (0),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 1, 0, 1, 1, 1, 0, 1, 0,  ,  , 0, 1, 1, 1, 1, 3, 1, 0, 1, 1, 0, 0, 2, 1,  ,  , 1, 2, 2, 1, 1, 4, 1, 0, 1, 1, 0, 1, 0, 0, 40
C locrian (0),  ,  ,  ,  , 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 2, 0, 0, 0,  ,  , 0, 3, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 1, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 1, 1, 0, 1, 0, 33
F major (1b),  ,  ,  ,  , 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 1, 0,  ,  , 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 1, 1, 0, 31
G major (1#),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 0, 1, 1, 1, 0, 0, 1, 0,  ,  , 0, 1, 1, 1, 2, 2, 0, 1, 1, 1, 1, 1, 2, 1,  ,  , 1, 2, 1, 0, 1, 3, 0, 1, 1, 1, 1, 1, 0, 0, 39
D minor (1b),  ,  ,  ,  , 0, 2, 0, 0, 0, 4, 1, 0, 0, 1, 1, 0, 2, 1,  ,  , 0, 3, 0, 0, 1, 4, 1, 0, 0, 1, 0, 0, 2, 1,  ,  , 0, 2, 2, 1, 0, 3, 1, 0, 0, 1, 0, 1, 2, 0, 38
E minor (1#),  ,  ,  ,  , 1, 5, 0, 0, 1, 5, 0, 1, 1, 2, 1, 1, 1, 0,  ,  , 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 2, 1, 1, 1,  ,  , 1, 3, 1, 0, 1, 4, 0, 1, 1, 2, 2, 1, 0, 0, 55
D minor mel (1b),  ,  ,  ,  , 0, 3, 0, 0, 0, 5, 1, 0, 1, 2, 1, 0, 2, 1,  ,  , 0, 2, 1, 1, 1, 5, 1, 0, 1, 2, 0, 0, 2, 1,  ,  , 0, 1, 2, 1, 0, 4, 1, 0, 1, 2, 0, 1, 1, 0, 47
E minor mel (1#),  ,  ,  ,  , 1, 6, 0, 0, 0, 4, 0, 1, 1, 3, 1, 1, 2, 1,  ,  , 1, 3, 1, 1, 1, 4, 0, 1, 1, 3, 2, 1, 1, 1,  ,  , 0, 2, 1, 0, 0, 3, 0, 1, 1, 3, 2, 1, 1, 0, 57
F major blues (1b),  ,  ,  ,  , 0, 3, 1, 0, 1, 4, 1, 0, 1, 2, 2, 0, 1, 0,  ,  , 0, 3, 1, 1, 1, 3, 1, 0, 1, 1, 1, 0, 2, 1,  ,  , 1, 4, 2, 1, 1, 4, 1, 0, 1, 2, 1, 1, 1, 0, 52
G major blues (1#),  ,  ,  ,  , 0, 3, 0, 0, 1, 5, 1, 1, 1, 2, 1, 0, 2, 1,  ,  , 0, 3, 1, 1, 2, 4, 1, 1, 1, 2, 1, 1, 2, 1,  ,  , 1, 3, 2, 1, 1, 4, 1, 1, 1, 2, 1, 1, 2, 0, 60
D minor blues (1b),  ,  ,  ,  , 0, 3, 1, 0, 1, 6, 1, 0, 1, 2, 2, 0, 1, 0,  ,  , 0, 3, 1, 1, 2, 4, 1, 0, 1, 1, 1, 0, 2, 1,  ,  , 1, 4, 2, 1, 1, 5, 1, 0, 1, 2, 1, 1, 1, 0, 57
E minor blues (1#),  ,  ,  ,  , 0, 5, 0, 0, 1, 6, 1, 1, 1, 2, 1, 0, 3, 1,  ,  , 0, 3, 1, 1, 2, 5, 1, 1, 1, 2, 1, 1, 2, 1,  ,  , 1, 3, 2, 1, 1, 5, 1, 1, 1, 2, 1, 2, 2, 0, 67
F dorian (1b),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 1, 0, 1, 1, 1, 0, 1, 0,  ,  , 0, 1, 1, 1, 1, 3, 1, 0, 1, 1, 0, 0, 2, 1,  ,  , 1, 2, 2, 1, 1, 4, 1, 0, 1, 1, 0, 1, 0, 0, 40
G dorian (1#),  ,  ,  ,  , 0, 3, 0, 0, 0, 3, 0, 1, 1, 2, 0, 0, 2, 1,  ,  , 0, 2, 1, 1, 1, 3, 0, 1, 1, 2, 1, 1, 2, 1,  ,  , 0, 1, 1, 0, 0, 2, 0, 1, 1, 2, 1, 1, 1, 0, 41
F phrygian (1b),  ,  ,  ,  , 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 2, 0, 0, 0,  ,  , 0, 3, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 1, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 1, 1, 0, 1, 0, 33
G phrygian (1#),  ,  ,  ,  , 0, 2, 0, 0, 1, 5, 1, 0, 1, 1, 1, 0, 1, 0,  ,  , 0, 1, 1, 1, 2, 3, 1, 0, 1, 1, 0, 0, 2, 1,  ,  , 1, 2, 2, 1, 1, 4, 1, 0, 1, 1, 0, 1, 0, 0, 42
F lydian (1b),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 1, 0, 1, 1, 1, 0, 1, 0,  ,  , 0, 1, 1, 1, 1, 3, 1, 0, 1, 1, 0, 0, 2, 1,  ,  , 1, 2, 2, 1, 1, 4, 1, 0, 1, 1, 0, 1, 0, 0, 40
G lydian (1#),  ,  ,  ,  , 0, 3, 0, 0, 0, 3, 0, 1, 1, 2, 0, 0, 2, 1,  ,  , 0, 2, 1, 1, 1, 3, 0, 1, 1, 2, 1, 1, 2, 1,  ,  , 0, 1, 1, 0, 0, 2, 0, 1, 1, 2, 1, 1, 1, 0, 41
F mixolydian (1b),  ,  ,  ,  , 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 2, 0, 0, 0,  ,  , 0, 3, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 1, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 1, 1, 0, 1, 0, 33
G mixolydian (1#),  ,  ,  ,  , 0, 2, 0, 0, 1, 5, 1, 0, 1, 1, 1, 0, 1, 0,  ,  , 0, 1, 1, 1, 2, 3, 1, 0, 1, 1, 0, 0, 2, 1,  ,  , 1, 2, 2, 1, 1, 4, 1, 0, 1, 1, 0, 1, 0, 0, 42
F aeolian (1b),  ,  ,  ,  , 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 1, 0,  ,  , 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 1, 1, 0, 31
G aeolian (1#),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 0, 1, 1, 1, 0, 0, 1, 0,  ,  , 0, 1, 1, 1, 2, 2, 0, 1, 1, 1, 1, 1, 2, 1,  ,  , 1, 2, 1, 0, 1, 3, 0, 1, 1, 1, 1, 1, 0, 0, 39
F locrian (1b),  ,  ,  ,  , 0, 1, 1, 0, 1, 2, 1, 0, 0, 1, 2, 0, 0, 0,  ,  , 0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,  ,  , 1, 4, 1, 1, 1, 2, 1, 0, 0, 1, 1, 0, 1, 0, 30
