 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C major (0), 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 1, 1, 1, 2, 0, 0, 0, 2, 1, 0, 2, 0, 1, 1, 23
A minor (0), 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 2, 1, 1, 1, 1, 0, 0, 22
F major (1b), 1, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 1, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 0, 2, 1, 0, 2, 0, 1, 1, 28
G major (1#), 1, 2, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 1, 1, 1, 2, 0, 0, 1, 2, 1, 1, 3, 1, 1, 1, 29
D minor (1b), 1, 1, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 30
E minor (1#), 1, 2, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 3, 0, 1, 1, 0, 0, 1, 0, 2, 1, 1, 1, 2, 0, 0, 1, 1, 0, 1, 3, 1, 1, 1, 30
Bb major (2b), 1, 2, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 2, 0, 1, 1, 24
D major (2#), 1, 1, 0, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 1, 3, 0, 0, 0, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 31
G minor (2b), 1, 2, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 1, 1, 0, 1, 3, 1, 1, 1, 30
B minor (2#), 1, 1, 0, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 3, 0, 0, 1, 2, 0, 0, 1, 3, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 33
Eb major (3b), 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 16
A major (3#), 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 1, 1, 3, 0, 1, 1, 2, 0, 1, 0, 2, 0, 0, 0, 0, 1, 2, 1, 1, 1, 2, 1, 2, 0, 0, 30
C minor (3b), 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 11
F# minor (3#), 0, 0, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 1, 3, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 1, 0, 0, 27
Ab major (4b), 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 2, 1, 1, 1, 2, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
E major (4#), 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 1, 2, 1, 4, 0, 2, 2, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 2, 1, 0, 0, 2, 1, 2, 0, 0, 31
