 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C major (0), 1/1, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 2/1, 1/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 2/0, 1/0, 0/0, 2/0, 0/0, 1/0, 1/0, 23/5
A minor (0), 1/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 2/2, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 2/1, 1/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 2/0, 1/0, 0/0, 2/2, 0/0, 1/0, 1/0, 23/8
F major (1b), 1/0, 2/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 2/1, 1/0, 1/0, 1/0, 1/1, 1/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 2/0, 1/0, 0/0, 2/0, 0/0, 1/0, 1/0, 28/3
G major (1#), 1/1, 2/1, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 2/1, 1/0, 1/0, 1/0, 2/1, 0/0, 0/0, 1/0, 2/1, 1/5, 1/0, 3/3, 1/0, 1/1, 1/1, 29/17
D minor (1b), 1/0, 2/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/1, 2/1, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 2/1, 1/0, 1/0, 1/0, 1/1, 1/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 2/1, 0/0, 1/0, 1/0, 28/6
E minor (1#), 1/0, 2/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/2, 1/0, 1/0, 1/0, 2/0, 0/0, 0/0, 1/0, 2/0, 1/0, 1/1, 3/2, 1/0, 1/0, 1/0, 29/6
Bb major (2b), 1/0, 2/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 1/1, 1/1, 1/2, 1/1, 1/1, 1/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 2/0, 0/0, 1/0, 1/0, 24/9
D major (2#), 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/1, 2/1, 0/0, 0/0, 1/0, 2/1, 0/0, 0/0, 1/0, 3/1, 0/0, 0/0, 0/0, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/1, 1/5, 1/1, 2/1, 1/0, 1/0, 1/0, 31/13
G minor (2b), 1/0, 2/1, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/1, 1/0, 1/0, 1/0, 2/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 2/2, 0/0, 1/0, 1/0, 24/7
B minor (2#), 1/0, 1/0, 0/0, 1/0, 1/4, 1/2, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 1/0, 3/1, 0/0, 0/0, 1/1, 2/0, 0/0, 0/0, 0/0, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/1, 1/0, 1/0, 1/1, 2/0, 1/1, 1/0, 1/0, 31/12
