 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, rowcost
C# major (7#), 1, 6, 5, 5, 1, 2, 4, 4, 1, 6, 0, 2, 0, 2, 0, 3, 5, 4, 1, 6, 5, 5, 1, 2, 3, 2, 3, 2, 81
Ab minor (7b), 2, 3, 3, 3, 0, 5, 6, 4, 2, 5, 1, 1, 2, 1, 2, 4, 3, 5, 2, 3, 3, 3, 0, 5, 6, 3, 2, 1, 80
A# minor (7#), 2, 6, 4, 4, 3, 6, 6, 5, 2, 7, 0, 2, 0, 2, 0, 3, 7, 5, 2, 6, 4, 4, 3, 6, 4, 2, 4, 2, 101
Ab minor mel (7b), 2, 4, 3, 3, 1, 5, 7, 3, 2, 4, 1, 1, 1, 1, 1, 4, 4, 5, 2, 4, 3, 3, 1, 5, 6, 4, 2, 1, 83
A# minor mel (7#), 2, 4, 2, 2, 3, 6, 6, 3, 2, 5, 0, 0, 0, 0, 0, 4, 8, 5, 2, 4, 2, 2, 3, 6, 4, 2, 2, 0, 79
Cb major blues (7b), 4, 7, 6, 6, 2, 4, 8, 8, 4, 6, 2, 6, 6, 6, 3, 4, 5, 4, 4, 7, 6, 6, 2, 4, 7, 5, 7, 5, 144
C# major blues (7#), 2, 7, 6, 6, 1, 3, 6, 4, 2, 3, 0, 2, 0, 2, 0, 5, 6, 5, 2, 7, 6, 6, 1, 3, 5, 3, 4, 2, 99
Ab minor blues (7b), 1, 5, 4, 4, 1, 2, 4, 2, 1, 2, 0, 1, 0, 1, 0, 3, 4, 4, 1, 5, 4, 4, 1, 2, 3, 2, 2, 1, 64
A# minor blues (7#), 3, 5, 5, 5, 0, 4, 6, 6, 3, 5, 1, 3, 2, 3, 2, 4, 4, 6, 3, 5, 5, 5, 0, 4, 6, 3, 5, 3, 106
Cb dorian (7b), 2, 3, 3, 3, 0, 3, 4, 4, 2, 4, 1, 2, 2, 2, 2, 2, 2, 5, 2, 3, 3, 3, 0, 3, 4, 2, 3, 2, 71
C# dorian (7#), 3, 6, 5, 5, 1, 4, 7, 5, 3, 4, 1, 3, 1, 3, 1, 4, 5, 6, 3, 6, 5, 5, 1, 4, 6, 4, 5, 3, 109
Cb phrygian (7b), 2, 4, 3, 3, 1, 3, 5, 3, 2, 3, 1, 2, 1, 2, 1, 2, 3, 5, 2, 4, 3, 3, 1, 3, 4, 3, 3, 2, 74
C# phrygian (7#), 3, 3, 3, 3, 0, 4, 7, 6, 3, 5, 1, 4, 2, 4, 2, 2, 4, 6, 3, 3, 3, 3, 0, 4, 7, 1, 6, 4, 96
Cb lydian (7b), 2, 2, 2, 2, 0, 3, 5, 4, 2, 4, 1, 3, 2, 3, 2, 1, 2, 5, 2, 2, 2, 2, 0, 3, 5, 1, 4, 3, 69
C# lydian (7#), 4, 6, 6, 6, 0, 4, 6, 7, 4, 6, 2, 4, 6, 4, 3, 4, 4, 4, 4, 6, 6, 6, 0, 4, 6, 4, 6, 4, 126
Cb mixolydian (7b), 1, 6, 5, 5, 1, 2, 4, 4, 1, 6, 0, 2, 0, 2, 0, 3, 5, 4, 1, 6, 5, 5, 1, 2, 3, 2, 3, 2, 81
C# mixolydian (7#), 2, 3, 3, 3, 0, 5, 6, 4, 2, 5, 1, 1, 2, 1, 2, 4, 3, 5, 2, 3, 3, 3, 0, 5, 6, 3, 2, 1, 80
Cb aeolian (7b), 2, 6, 4, 4, 3, 6, 6, 5, 2, 7, 0, 2, 0, 2, 0, 3, 7, 5, 2, 6, 4, 4, 3, 6, 4, 2, 4, 2, 101
C# aeolian (7#), 2, 4, 3, 3, 1, 5, 7, 3, 2, 4, 1, 1, 1, 1, 1, 4, 4, 5, 2, 4, 3, 3, 1, 5, 6, 4, 2, 1, 83
Cb locrian (7b), 2, 4, 4, 4, 1, 2, 5, 8, 2, 6, 2, 6, 6, 6, 3, 0, 2, 2, 2, 4, 4, 4, 1, 2, 5, 2, 5, 5, 99
C# locrian (7#), 4, 7, 6, 6, 2, 4, 8, 8, 4, 6, 2, 6, 6, 6, 3, 4, 5, 4, 4, 7, 6, 6, 2, 4, 7, 5, 7, 5, 144
