 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, rowcost
F minor (4b), 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 2/0, 2/1, 1/0, 1/0, 1/0, 2/0, 3/1, 2/0, 2/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0,  , 1/1, 0/0, 1/1, 0/0, 33/4
C# minor (4#), 1/0, 3/2, 1/0, 2/2, 1/0, 2/0, 1/0, 1/0, 2/0, 3/2, 1/0, 1/0, 2/2, 2/0, 1/0, 0/0, 2/0, 2/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 2/0, 3/2, 1/0, 0/0, 1/0, 3/2, 1/0, 2/2, 1/0, 2/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 2/2, 3/2, 1/0,  , 6/5, 2/0, 6/4, 3/0, 79/27
Db major (5b), 2/2, 1/0, 0/0, 1/0, 0/0, 2/2, 2/2, 0/0, 2/2, 1/0, 2/2, 0/0, 1/0, 2/2, 0/0, 0/0, 1/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 1/0, 1/0, 1/0, 1/0, 3/2, 4/4, 4/4, 4/4, 3/2, 0/0, 0/0, 2/2, 1/0, 0/0, 1/0, 0/0, 2/2, 2/2, 0/0, 0/0, 2/2, 2/2, 0/0, 1/0, 1/0, 0/0,  , 3/3, 0/0, 3/2, 1/0, 64/47
B major (5#), 1/0, 2/1, 0/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 2/1, 1/0, 0/0, 1/0, 2/0, 1/1, 0/0, 1/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/0, 2/0, 3/0, 2/0, 1/0, 0/0, 1/0, 2/1, 0/0, 1/0, 1/0, 2/0, 1/0, 1/0, 0/0, 2/0, 1/0, 0/0, 1/0, 2/1, 0/0,  , 4/3, 1/0, 4/3, 1/1, 57/12
Bb minor (5b), 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/1, 1/1, 1/0, 2/1, 2/1, 2/0, 2/0, 2/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0,  , 2/1, 0/0, 2/1, 1/0, 41/6
G# minor (5#), 2/0, 3/1, 0/0, 2/0, 1/0, 3/0, 2/0, 1/0, 2/0, 3/1, 2/0, 0/0, 2/0, 3/0, 1/0, 0/0, 2/0, 3/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 3/2, 3/2, 4/2, 4/4, 1/0, 0/0, 2/2, 3/2, 0/0, 2/2, 1/0, 3/2, 2/2, 1/0, 0/0, 3/0, 2/0, 0/0, 2/0, 3/1, 0/0,  , 6/7, 1/0, 6/7, 2/0, 88/37
Gb major (6b), 2/2, 2/2, 0/0, 2/2, 0/0, 2/2, 2/2, 1/0, 2/2, 2/2, 2/2, 0/0, 2/2, 2/2, 1/0, 0/0, 2/2, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 1/0, 1/0, 0/0, 2/2, 4/4, 4/4, 4/4, 4/4, 1/0, 0/0, 2/2, 2/2, 0/0, 2/2, 0/0, 2/2, 2/2, 1/0, 0/0, 2/2, 2/2, 0/0, 2/2, 2/2, 0/0,  , 5/5, 0/0, 5/5, 2/2, 80/74
F# major (6#), 1/0, 1/1, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/1, 1/1, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/0, 2/0, 2/0, 2/0, 2/0, 1/0, 0/0, 1/0, 1/1, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/1, 0/0,  , 3/3, 0/0, 3/3, 1/1, 44/12
Eb minor (6b), 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/1, 2/1, 2/0, 2/0, 2/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0,  , 3/1, 0/0, 3/1, 1/0, 44/4
D# minor (6#), 2/0, 2/1, 0/0, 2/0, 0/0, 2/0, 2/0, 1/0, 2/0, 2/1, 2/0, 0/0, 2/0, 2/0, 1/0, 0/0, 2/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 1/0, 1/0, 0/0, 2/2, 4/4, 4/4, 4/4, 4/4, 1/0, 0/0, 2/0, 2/1, 0/0, 2/0, 0/0, 2/0, 2/0, 1/0, 0/0, 2/0, 2/0, 0/0, 2/0, 2/1, 0/0,  , 5/5, 0/0, 5/5, 2/0, 80/34
Cb major (7b), 2/2, 3/2, 0/0, 2/2, 1/0, 3/2, 2/2, 2/2, 2/2, 3/2, 2/2, 0/0, 2/2, 3/2, 2/2, 0/0, 2/2, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 2/2, 4/4, 4/4, 5/4, 4/4, 2/2, 0/0, 2/2, 3/2, 0/0, 2/2, 1/0, 3/2, 2/2, 2/2, 0/0, 3/2, 2/2, 0/0, 2/2, 3/2, 0/0,  , 7/6, 1/0, 7/6, 2/2, 99/84
C# major (7#), 1/0, 2/2, 0/0, 2/0, 0/0, 1/0, 1/0, 0/0, 1/1, 2/2, 1/0, 0/0, 2/0, 1/1, 0/0, 0/0, 2/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/0, 2/0, 2/0, 2/0, 3/2, 0/0, 0/0, 1/0, 2/2, 0/0, 2/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 2/0, 2/1, 0/0,  , 3/3, 0/0, 3/3, 2/2, 54/20
Ab minor (7b), 1/0, 2/0, 0/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 2/0, 1/0, 0/0, 1/0, 2/0, 1/0, 0/0, 1/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 2/2, 3/2, 3/2, 4/2, 2/0, 1/0, 0/0, 1/0, 2/0, 0/0, 1/0, 1/0, 2/0, 1/0, 1/0, 0/0, 2/0, 1/0, 0/0, 1/0, 2/0, 0/0,  , 4/1, 1/0, 4/1, 1/0, 62/12
A# minor (7#), 2/0, 2/1, 0/0, 2/0, 0/0, 2/0, 2/0, 0/0, 2/0, 2/1, 2/0, 0/0, 2/0, 2/0, 0/0, 0/0, 2/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 1/0, 2/2, 2/2, 1/0, 3/1, 4/4, 4/4, 4/4, 4/4, 0/0, 0/0, 2/0, 2/1, 0/0, 2/0, 0/0, 2/0, 2/0, 0/0, 0/0, 2/0, 2/0, 0/0, 2/0, 2/1, 0/0,  , 4/5, 0/0, 4/5, 2/0, 79/35
