 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
A minor (0), 1, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 14
A minor mel (0), 1, 0, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 18
C major blues (0), 1, 1, 3, 1, 1, 4, 1, 1, 2, 3, 0, 0, 2, 1, 0, 1, 1, 1, 3, 1, 1, 4, 1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 40
A minor blues (0), 1, 1, 3, 1, 1, 3, 1, 1, 3, 3, 0, 0, 2, 1, 0, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 39
C dorian (0), 0, 0, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15
C phrygian (0), 0, 0, 2, 0, 0, 2, 0, 0, 1, 2, 0, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 18
C lydian (0), 0, 0, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15
C mixolydian (0), 0, 0, 2, 0, 0, 2, 0, 0, 1, 2, 0, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 18
C aeolian (0), 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
C locrian (0), 1, 1, 3, 1, 1, 3, 0, 0, 2, 3, 0, 0, 2, 1, 0, 1, 1, 1, 3, 1, 1, 3, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 34
F major (1b), 0, 0, 2, 0, 0, 2, 0, 0, 1, 2, 0, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 18
G major (1#), 0, 0, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15
D minor (1b), 1, 1, 2, 0, 0, 2, 0, 0, 1, 2, 1, 1, 2, 1, 0, 1, 1, 1, 2, 0, 0, 2, 0, 0, 2, 1, 1, 1, 1, 0, 1, 1, 29
E minor (1#), 0, 1, 1, 0, 0, 2, 1, 1, 1, 2, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 21
D minor mel (1b), 1, 1, 1, 0, 0, 3, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 22
E minor mel (1#), 1, 2, 1, 0, 0, 2, 1, 1, 1, 2, 2, 1, 2, 1, 0, 0, 1, 2, 1, 0, 0, 2, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 32
F major blues (1b), 1, 1, 3, 1, 2, 5, 0, 0, 2, 3, 0, 0, 3, 2, 1, 1, 1, 1, 3, 1, 2, 5, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 45
G major blues (1#), 1, 1, 2, 0, 0, 3, 1, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 1, 2, 0, 0, 3, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 35
D minor blues (1b), 1, 1, 3, 1, 2, 5, 0, 0, 2, 3, 0, 0, 3, 2, 1, 1, 1, 1, 3, 1, 2, 5, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 45
E minor blues (1#), 1, 1, 2, 0, 0, 3, 1, 1, 2, 2, 1, 1, 3, 1, 0, 1, 1, 1, 2, 0, 0, 3, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 37
F dorian (1b), 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
G dorian (1#), 1, 1, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 26
F phrygian (1b), 1, 1, 3, 1, 1, 3, 0, 0, 2, 3, 0, 0, 2, 1, 0, 1, 1, 1, 3, 1, 1, 3, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 34
G phrygian (1#), 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
F lydian (1b), 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
