 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
A major (3#), 1/0, 0/0, 1/0, 4/4, 1/0, 3/3, 1/1, 2/1, 1/0, 4/2, 1/0, 2/1, 3/2, 1/0, 1/2, 1/1, 27/17
C minor (3b), 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 3/2
F# minor (3#), 1/0, 0/0, 1/1, 4/3, 1/0, 3/3, 1/0, 2/0, 1/0, 4/1, 1/0, 2/1, 3/1, 1/0, 1/1, 1/0, 27/11
Ab major (4b), 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 5/1
E major (4#), 1/0, 0/0, 1/0, 4/4, 1/0, 3/3, 1/0, 1/1, 1/0, 4/1, 1/2, 2/3, 2/2, 0/0, 2/0, 1/0, 25/16
F minor (4b), 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 1/1, 1/0, 0/0, 5/3
C# minor (4#), 1/0, 0/0, 1/0, 4/2, 1/0, 4/1, 1/0, 1/0, 2/0, 6/1, 1/0, 3/2, 3/2, 0/0, 2/1, 1/0, 31/9
Db major (5b), 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 3/1, 0/0, 1/0, 1/0, 0/0, 2/2, 0/0, 11/3
B major (5#), 0/0, 0/0, 1/0, 3/3, 0/0, 2/3, 0/0, 1/0, 1/0, 3/1, 1/0, 2/1, 2/1, 0/0, 1/1, 0/0, 17/10
Bb minor (5b), 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 3/1, 0/0, 1/0, 1/2, 0/0, 1/0, 0/0, 10/3
G# minor (5#), 0/0, 0/0, 1/0, 3/2, 0/0, 3/1, 0/0, 1/0, 2/0, 5/1, 1/0, 3/2, 3/1, 0/0, 2/0, 0/0, 24/7
Gb major (6b), 0/0, 0/0, 1/0, 4/2, 0/0, 2/4, 0/0, 0/0, 2/12, 5/7, 0/0, 2/2, 2/2, 0/0, 2/2, 0/0, 20/31
F# major (6#), 0/0, 0/0, 1/0, 3/1, 0/0, 1/2, 0/0, 0/0, 1/0, 3/1, 0/0, 1/1, 1/1, 0/0, 1/1, 0/0, 12/7
Eb minor (6b), 0/0, 0/0, 1/0, 2/0, 0/0, 1/0, 0/0, 0/0, 1/0, 3/1, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 11/1
D# minor (6#), 0/0, 0/0, 1/0, 3/2, 0/0, 2/1, 0/0, 0/0, 2/0, 5/1, 0/0, 2/2, 2/1, 0/0, 2/0, 0/0, 19/7
Cb major (7b), 0/0, 0/0, 2/2, 5/6, 0/0, 3/4, 0/0, 1/0, 2/12, 5/7, 1/0, 3/2, 3/2, 0/0, 2/2, 0/0, 27/37
C# major (7#), 0/0, 1/0, 0/0, 2/2, 0/0, 2/4, 0/0, 0/0, 2/0, 5/1, 0/0, 2/2, 2/2, 0/0, 1/1, 0/0, 17/12
Ab minor (7b), 0/0, 0/0, 1/0, 2/0, 0/0, 2/0, 0/0, 1/0, 1/0, 3/1, 1/0, 2/0, 2/0, 0/0, 1/0, 0/0, 16/1
A# minor (7#), 0/0, 1/0, 0/0, 2/2, 0/0, 2/1, 0/0, 0/0, 2/0, 5/1, 0/0, 2/2, 2/1, 0/0, 2/0, 0/0, 18/7
