id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,,C major (0),408,4,0.109
8460,BWV846_Prelude,Bach,lh,,a minor (0),211,10,0.066
8461,BWV846_Fugue,Bach,rh,,a minor (0),487,2,1.555
8461,BWV846_Fugue,Bach,lh,,a minor (0),315,3,0.665
8480,BWV848_Prelude,Bach,rh,(7),b- minor (-5),397,364,0.123
8480,BWV848_Prelude,Bach,lh,(7),b- minor (-5),425,358,0.166
8481,BWV848_Fugue,Bach,rh,(7),b- minor (-5),866,649,3.539
8481,BWV848_Fugue,Bach,lh,(7),b- minor (-5),623,367,1.670
8540,BWV854_Prelude,Bach,rh,,c# minor (4),287,3,0.662
8540,BWV854_Prelude,Bach,lh,,c# minor (4),221,1,0.487
8541,BWV854_Fugue,Bach,rh,,c# minor (4),475,0,2.556
8541,BWV854_Fugue,Bach,lh,,c# minor (4),287,1,0.488
8561,BWV856_Fugue,Bach,rh,,d minor (-1),481,0,0.638
8561,BWV856_Fugue,Bach,lh,,d minor (-1),313,1,0.145
8570,BWV857_Prelude,Bach,rh,,f minor (-4),394,1,1.633
8570,BWV857_Prelude,Bach,lh,,f minor (-4),249,4,0.632
8580,BWV858_Prelude,Bach,rh,F# major (6),e- minor (-6),293,159,0.470
8580,BWV858_Prelude,Bach,lh,F# major (6),e- minor (-6),169,123,0.110
8581,BWV858_Fugue,Bach,rh,(6),e- minor (-6),583,437,3.236
8581,BWV858_Fugue,Bach,lh,(6),e- minor (-6),370,308,0.562
8600,BWV860_Prelude,Bach,rh,G major (1),e minor (1),335,0,1.005
8600,BWV860_Prelude,Bach,lh,G major (1),e minor (1),275,8,0.423
8601,BWV860_Fugue,Bach,rh,,e minor (1),1124,2,2.942
8601,BWV860_Fugue,Bach,lh,,e minor (1),705,1,1.874
8620,BWV862_Prelude,Bach,rh,,A- major (-4),381,0,0.417
8620,BWV862_Prelude,Bach,lh,,A- major (-4),314,0,0.270
8621,BWV862_Fugue,Bach,rh,,f minor (-4),477,0,1.264
8621,BWV862_Fugue,Bach,lh,,f minor (-4),455,0,1.139
8630,BWV863_Prelude,Bach,rh,,g# minor (5),344,1,0.572
8630,BWV863_Prelude,Bach,lh,,g# minor (5),267,3,0.408
8631,BWV863_Fugue,Bach,rh,,g# minor (5),473,88,1.682
8631,BWV863_Fugue,Bach,lh,,g# minor (5),374,45,0.725
8640,BWV864_Prelude,Bach,rh,,f# minor (3),361,1,1.765
8640,BWV864_Prelude,Bach,lh,,f# minor (3),280,0,0.752
8641,BWV864_Fugue,Bach,rh,,f# minor (3),813,0,4.493
8641,BWV864_Fugue,Bach,lh,,f# minor (3),487,0,1.119
8650,BWV865_Prelude,Bach,rh,,a minor (0),402,0,2.165
