 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 3/1, 0/0, 1/1, 1/0, 2/1, 2/0, 2/0, 0/0, 3/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 3/1, 2/1, 2/1, 0/0, 1/1, 1/0, 2/1, 2/0, 2/0, 0/0, 0/0, 31/10
A minor (0), 2/1, 0/1, 1/1, 1/0, 2/2, 3/2, 3/3, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 3/1, 1/0, 1/0, 0/0, 1/1, 1/1, 2/2, 3/2, 3/3, 0/0, 0/0, 31/22
F major (1b), 2/1, 1/2, 2/1, 0/0, 1/1, 2/1, 1/2, 0/0, 2/1, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/1, 2/2, 2/1, 2/1, 1/0, 2/1, 0/0, 1/1, 2/1, 1/2, 0/0, 0/0, 28/19
G major (1#), 3/2, 0/0, 1/1, 2/1, 2/3, 2/1, 2/3, 0/0, 3/1, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 2/1, 4/1, 1/0, 2/1, 0/0, 1/1, 2/1, 2/3, 2/1, 2/3, 0/0, 0/0, 34/24
D minor (1b), 1/1, 1/1, 2/1, 0/0, 1/2, 3/1, 2/3, 0/0, 1/1, 0/0, 1/1, 0/0, 1/0, 0/0, 1/0, 1/3, 2/1, 1/0, 1/0, 1/1, 2/1, 0/0, 1/2, 3/1, 2/3, 0/0, 0/0, 28/23
E minor (1#), 2/2, 0/0, 1/1, 3/1, 3/2, 3/1, 3/3, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 1/2, 0/1, 1/1, 4/2, 1/0, 1/0, 0/0, 1/1, 3/1, 3/2, 3/1, 3/3, 0/0, 0/0, 38/26
Bb major (2b), 2/1, 4/3, 3/3, 0/0, 1/1, 1/0, 2/1, 0/0, 2/1, 0/0, 1/1, 1/0, 3/3, 1/0, 1/1, 2/1, 2/1, 2/1, 2/1, 4/2, 3/3, 0/0, 1/1, 1/1, 2/2, 0/0, 0/0, 41/28
D major (2#), 2/1, 1/1, 2/1, 2/0, 3/2, 4/1, 3/3, 0/0, 2/2, 1/0, 1/0, 1/0, 1/0, 1/1, 0/0, 3/1, 3/1, 0/0, 1/0, 1/0, 2/1, 2/0, 3/2, 4/1, 3/3, 1/0, 1/0, 48/21
G minor (2b), 2/1, 2/0, 2/1, 0/1, 1/1, 1/0, 2/0, 0/0, 2/2, 0/0, 1/1, 1/0, 1/0, 1/1, 1/0, 1/1, 2/1, 1/0, 2/1, 2/0, 2/1, 0/1, 1/1, 1/0, 2/0, 0/0, 0/0, 31/14
B minor (2#), 2/2, 1/0, 2/2, 3/2, 4/2, 4/1, 3/2, 0/0, 2/2, 1/0, 1/0, 1/0, 1/1, 2/2, 0/2, 2/2, 3/2, 0/0, 1/0, 1/1, 2/2, 3/2, 4/2, 4/1, 3/2, 1/1, 1/0, 52/33
Eb major (3b), 1/1, 4/3, 3/3, 1/2, 2/1, 0/0, 1/1, 0/0, 1/1, 0/0, 2/1, 2/2, 3/3, 2/2, 2/1, 2/2, 3/2, 2/1, 1/1, 4/3, 3/3, 1/2, 2/1, 0/0, 1/1, 0/0, 0/0, 43/37
A major (3#), 3/2, 2/1, 2/1, 2/1, 2/2, 5/2, 4/3, 1/0, 3/2, 1/0, 2/0, 1/0, 1/0, 2/1, 1/0, 3/3, 3/3, 0/0, 0/0, 2/1, 2/3, 2/1, 2/2, 5/2, 4/3, 1/0, 1/0, 57/33
