 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, rowcost
C# minor (4#), 2/0, 2/0, 2/0, 3/2, 2/1, 2/2, 1/1, 2/1, 0/0, 0/0, 0/0, 0/0, 2/1, 2/1, 1/0, 0/0, 2/0, 2/0, 2/0, 3/2, 2/1, 2/1, 0/0, 0/0, 2/1, 3/2, 2/2, 2/2, 3/2, 3/2, 3/3, 2/2, 2/1, 3/3, 2/2, 3/5, 2/2, 2/2, 1/1, 1/1, 70/46
Db major (5b), 3/0, 3/0, 3/0, 4/2, 3/3, 3/2, 0/0, 2/2, 3/5, 3/5, 3/5, 3/5, 3/3, 4/4, 2/2, 0/0, 3/0, 3/0, 3/0, 4/2, 3/3, 3/3, 2/2, 1/0, 3/3, 2/1, 4/3, 4/3, 3/2, 3/2, 3/1, 4/3, 3/3, 1/0, 3/2, 1/0, 3/0, 3/0, 0/0, 0/0, 104/71
B major (5#), 1/0, 1/0, 1/0, 2/0, 2/1, 2/0, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 2/1, 3/1, 1/0, 0/0, 1/0, 1/0, 1/0, 2/0, 2/1, 2/1, 1/0, 0/0, 2/0, 1/0, 2/1, 2/1, 3/1, 3/1, 2/1, 2/1, 2/0, 2/1, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 60/14
Bb minor (5b), 3/1, 3/1, 3/1, 3/0, 2/0, 2/0, 0/0, 1/0, 2/0, 2/0, 2/0, 2/1, 2/1, 2/0, 1/0, 0/0, 3/1, 3/1, 3/1, 3/0, 2/0, 2/0, 1/0, 1/0, 2/1, 2/1, 3/1, 3/1, 2/0, 2/0, 2/1, 3/1, 2/1, 1/0, 3/1, 1/0, 3/1, 3/1, 0/0, 0/0, 80/18
G# minor (5#), 2/0, 2/0, 2/0, 4/4, 3/3, 3/2, 1/0, 3/2, 1/0, 1/0, 1/0, 1/0, 3/2, 4/2, 2/2, 0/0, 2/0, 2/0, 2/0, 4/4, 3/3, 3/3, 1/0, 0/0, 3/1, 3/1, 3/1, 3/1, 4/2, 4/2, 3/3, 3/3, 3/1, 3/1, 2/0, 3/1, 2/0, 2/0, 1/0, 1/0, 93/44
Gb major (6b), 3/2, 3/2, 3/2, 5/4, 4/3, 4/4, 1/0, 3/2, 3/5, 3/5, 3/5, 2/5, 4/3, 5/4, 2/2, 0/0, 3/2, 3/2, 3/2, 5/4, 4/3, 4/3, 2/2, 0/0, 4/3, 2/3, 4/5, 4/5, 4/4, 4/4, 4/3, 4/5, 4/3, 2/2, 3/4, 2/4, 3/4, 3/4, 1/0, 1/0, 121/119
F# major (6#), 2/1, 2/0, 2/0, 3/0, 3/1, 2/1, 1/0, 2/1, 2/0, 2/0, 2/0, 1/0, 3/1, 3/1, 1/0, 0/0, 2/1, 2/0, 2/0, 3/0, 3/1, 3/1, 1/0, 0/0, 3/1, 1/1, 2/1, 2/1, 2/1, 2/1, 3/1, 2/1, 3/1, 1/1, 2/0, 1/2, 2/0, 2/0, 1/0, 1/0, 77/21
Eb minor (6b), 2/0, 2/0, 2/0, 3/1, 3/1, 2/0, 1/0, 2/0, 2/1, 2/1, 2/1, 1/1, 3/1, 3/1, 1/0, 0/0, 2/0, 2/0, 2/0, 3/1, 3/1, 3/1, 1/0, 0/0, 3/1, 2/1, 2/1, 2/1, 2/0, 2/0, 3/1, 2/1, 3/1, 1/0, 2/0, 1/0, 2/0, 2/0, 1/0, 1/0, 78/18
D# minor (6#), 3/0, 3/0, 3/0, 5/4, 4/3, 4/4, 1/0, 3/2, 3/4, 3/4, 3/4, 2/4, 4/2, 5/4, 2/2, 0/0, 3/0, 3/0, 3/0, 5/4, 4/3, 4/3, 2/2, 0/0, 4/1, 3/1, 4/2, 4/2, 4/4, 4/4, 4/1, 4/2, 4/3, 2/1, 3/0, 2/1, 3/0, 3/0, 1/0, 1/0, 122/71
Cb major (7b), 2/2, 2/2, 2/2, 4/4, 4/5, 4/4, 2/2, 4/4, 2/5, 2/5, 2/5, 2/5, 4/5, 6/6, 2/2, 0/0, 2/2, 2/2, 2/2, 4/4, 4/5, 4/5, 2/2, 0/0, 4/5, 2/3, 4/4, 4/4, 5/4, 5/4, 3/3, 4/5, 4/5, 3/2, 2/4, 3/4, 2/4, 2/4, 2/2, 2/2, 115/139
C# major (7#), 4/0, 4/0, 4/0, 4/2, 2/1, 3/2, 0/0, 1/1, 2/0, 2/0, 2/0, 2/0, 2/1, 2/1, 1/0, 0/0, 4/0, 4/0, 4/0, 4/2, 2/1, 2/1, 1/0, 1/0, 2/1, 3/2, 4/2, 4/2, 3/2, 3/2, 4/1, 4/1, 2/1, 2/2, 4/0, 2/1, 4/0, 4/0, 0/0, 0/0, 102/29
Ab minor (7b), 1/0, 1/0, 1/0, 2/1, 2/1, 3/2, 1/0, 2/0, 2/5, 2/5, 2/5, 2/5, 2/1, 4/2, 1/0, 0/0, 1/0, 1/0, 1/0, 2/1, 2/1, 2/1, 2/2, 0/0, 4/3, 2/1, 3/3, 3/3, 4/2, 4/2, 2/1, 3/3, 4/3, 2/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 77/53
A# minor (7#), 5/2, 5/2, 5/2, 6/6, 4/4, 4/2, 0/0, 2/2, 4/6, 4/6, 4/6, 3/4, 4/4, 4/4, 2/0, 0/0, 5/2, 5/2, 5/2, 6/6, 4/4, 4/4, 2/2, 1/0, 3/3, 3/1, 5/2, 5/2, 4/4, 4/4, 4/3, 5/2, 3/3, 2/1, 5/2, 2/1, 5/2, 5/2, 0/0, 0/0, 143/104
