 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1
F major (1b), 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/1, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 18/1
G major (1#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 6/1
D minor (1b), 1/0, 1/0, 1/0, 0/0, 0/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/1, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 18/3
E minor (1#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 1/1, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 6/3
Bb major (2b), 2/1, 2/1, 2/1, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/1, 1/0, 0/0, 0/0, 0/0, 2/1, 2/1, 2/1, 1/0, 1/0, 1/0, 0/0, 1/1, 1/1, 1/1, 1/1, 1/1, 0/0, 0/0, 1/0, 1/1, 1/1, 0/0, 2/1, 0/0, 2/1, 2/1, 0/0, 0/0, 36/17
D major (2#), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/1, 1/1, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 17/4
G minor (2b), 2/0, 2/0, 2/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/0, 2/0, 2/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/1, 0/1, 1/1, 1/0, 1/0, 0/0, 2/0, 0/0, 2/0, 2/0, 0/0, 0/0, 36/3
B minor (2#), 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/1, 1/1, 0/0, 1/0, 1/1, 0/0, 1/1, 0/0, 0/0, 1/0, 1/0, 17/9
Eb major (3b), 2/2, 2/2, 2/2, 1/1, 1/1, 1/0, 0/0, 0/0, 2/1, 2/1, 2/1, 2/1, 1/1, 1/0, 0/0, 0/0, 2/2, 2/2, 2/2, 1/1, 1/1, 1/1, 1/0, 1/1, 2/2, 1/1, 2/1, 2/1, 1/0, 1/0, 2/1, 2/1, 2/1, 0/0, 2/2, 0/0, 2/2, 2/2, 0/0, 0/0, 51/37
A major (3#), 1/0, 1/0, 1/0, 1/0, 1/1, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 2/1, 2/1, 2/1, 1/0, 1/1, 2/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 38/7
C minor (3b), 2/0, 2/0, 2/0, 1/0, 1/0, 1/0, 0/0, 0/0, 2/0, 2/0, 2/0, 2/0, 1/0, 1/0, 0/0, 0/0, 2/0, 2/0, 2/0, 1/0, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 2/0, 2/0, 1/0, 1/0, 1/0, 2/0, 2/0, 0/0, 2/0, 0/0, 2/0, 2/0, 0/0, 0/0, 50/0
F# minor (3#), 1/0, 1/0, 1/0, 1/0, 1/1, 1/0, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/1, 1/1, 0/0, 0/0, 2/1, 1/0, 1/0, 1/0, 2/1, 2/1, 2/1, 1/1, 2/1, 2/1, 1/0, 2/1, 1/0, 1/0, 1/1, 1/1, 40/17
Ab major (4b), 2/0, 2/0, 2/0, 2/1, 2/1, 2/2, 0/0, 1/0, 3/5, 3/5, 3/5, 3/5, 2/1, 3/2, 1/0, 0/0, 2/0, 2/0, 2/0, 2/1, 2/1, 2/1, 2/2, 1/1, 3/3, 1/1, 3/3, 3/3, 2/2, 2/2, 2/1, 3/3, 3/3, 0/0, 2/0, 0/0, 2/0, 2/0, 0/0, 0/0, 74/54
E major (4#), 1/0, 1/0, 1/0, 2/0, 2/0, 1/0, 1/0, 2/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/0, 1/0, 0/0, 1/0, 1/0, 1/0, 2/0, 2/0, 2/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 2/1, 2/1, 2/1, 1/0, 1/0, 2/1, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 46/6
F minor (4b), 2/1, 2/1, 2/1, 2/0, 2/0, 1/0, 0/0, 1/0, 2/0, 2/0, 2/0, 2/0, 2/0, 2/0, 1/0, 0/0, 2/1, 2/0, 2/0, 2/0, 2/0, 2/0, 1/0, 1/0, 2/0, 1/1, 2/1, 2/1, 1/0, 1/0, 1/0, 2/1, 2/1, 0/0, 2/0, 0/0, 2/0, 2/0, 0/0, 0/0, 59/9
