 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, rowcost
F# minor (3#), 2, 2, 4, 0, 2, 2, 5, 0, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 4, 0, 2, 2, 5, 0, 2, 3, 2, 3, 2, 4, 3,  , 2, 2, 2, 6, 4, 4, 3, 2, 1, 100
Ab major (4b), 1, 1, 2, 0, 0, 0, 1, 1, 4, 1, 2, 0, 2, 0, 2, 0, 1, 1, 2, 0, 0, 0, 1, 1, 4, 1, 2, 0, 2, 3, 1,  , 1, 2, 1, 3, 2, 2, 1, 1, 1, 50
E major (4#), 3, 3, 7, 0, 2, 2, 6, 0, 3, 4, 0, 3, 3, 2, 0, 3, 4, 3, 7, 0, 2, 2, 6, 0, 3, 4, 0, 3, 3, 3, 4,  , 3, 2, 4, 6, 3, 2, 5, 1, 0, 111
F minor (4b), 1, 1, 3, 0, 1, 1, 2, 1, 3, 2, 2, 0, 1, 1, 2, 0, 1, 1, 3, 0, 1, 1, 2, 1, 3, 2, 2, 0, 1, 1, 2,  , 1, 1, 1, 3, 3, 2, 2, 2, 2, 59
C# minor (4#), 2, 2, 5, 0, 3, 3, 5, 0, 3, 5, 1, 3, 3, 3, 1, 3, 4, 2, 5, 0, 3, 3, 5, 0, 3, 5, 1, 3, 3, 5, 3,  , 2, 3, 3, 6, 2, 4, 4, 1, 0, 112
Db major (5b), 2, 2, 5, 0, 1, 1, 2, 0, 3, 4, 2, 1, 3, 1, 2, 1, 3, 2, 5, 0, 1, 1, 2, 0, 3, 4, 2, 1, 3, 4, 3,  , 2, 2, 2, 5, 2, 3, 3, 0, 0, 83
B major (5#), 2, 2, 6, 0, 2, 2, 4, 0, 4, 3, 0, 2, 4, 1, 0, 2, 3, 2, 6, 0, 2, 2, 4, 0, 4, 3, 0, 2, 4, 2, 3,  , 2, 1, 3, 5, 2, 1, 4, 0, 0, 89
Bb minor (5b), 1, 1, 2, 0, 1, 1, 3, 0, 3, 2, 3, 2, 3, 1, 3, 2, 2, 1, 2, 0, 1, 1, 3, 0, 3, 2, 3, 2, 3, 4, 2,  , 1, 2, 1, 2, 1, 4, 2, 0, 0, 70
G# minor (5#), 3, 3, 5, 0, 1, 1, 2, 1, 5, 2, 0, 1, 2, 0, 0, 1, 3, 3, 5, 0, 1, 1, 2, 1, 5, 2, 0, 1, 2, 1, 3,  , 3, 1, 4, 5, 4, 0, 4, 1, 1, 80
Gb major (6b), 3, 3, 6, 0, 2, 2, 5, 0, 5, 5, 1, 3, 5, 2, 1, 3, 5, 3, 6, 0, 2, 2, 5, 0, 5, 5, 1, 3, 5, 4, 4,  , 3, 1, 3, 7, 3, 3, 4, 0, 0, 120
F# major (6#), 2, 2, 4, 0, 1, 1, 3, 0, 3, 3, 1, 2, 3, 1, 1, 2, 3, 2, 4, 0, 1, 1, 3, 0, 3, 3, 1, 2, 3, 3, 3,  , 2, 1, 2, 4, 2, 2, 3, 0, 0, 77
Eb minor (6b), 1, 1, 2, 1, 2, 1, 2, 0, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 0, 2, 1, 1, 2, 2, 3, 1,  , 1, 1, 1, 3, 1, 2, 1, 0, 0, 55
D# minor (6#), 1, 1, 2, 1, 3, 2, 3, 0, 4, 2, 1, 3, 4, 2, 1, 3, 3, 1, 2, 1, 3, 2, 3, 0, 4, 2, 1, 3, 4, 4, 1,  , 1, 1, 1, 5, 1, 3, 1, 0, 0, 80
Cb major (7b), 4, 4, 9, 0, 3, 3, 6, 0, 6, 5, 0, 4, 6, 2, 0, 4, 6, 4, 9, 0, 3, 3, 6, 0, 6, 5, 0, 4, 6, 4, 5,  , 4, 2, 5, 9, 4, 2, 6, 0, 0, 149
C# major (7#), 1, 1, 3, 0, 2, 2, 3, 0, 3, 4, 2, 2, 3, 2, 2, 2, 3, 1, 3, 0, 2, 2, 3, 0, 3, 4, 2, 2, 3, 5, 2,  , 1, 2, 1, 4, 1, 4, 2, 0, 0, 82
Ab minor (7b), 2, 2, 4, 0, 1, 1, 2, 1, 5, 1, 0, 1, 3, 0, 0, 1, 2, 2, 4, 0, 1, 1, 2, 1, 5, 1, 0, 1, 3, 1, 2,  , 2, 1, 3, 5, 3, 0, 3, 1, 1, 69
A# minor (7#), 2, 2, 3, 0, 2, 2, 4, 0, 5, 4, 4, 3, 5, 2, 4, 3, 4, 2, 3, 0, 2, 2, 4, 0, 5, 4, 4, 3, 5, 6, 3,  , 2, 2, 2, 4, 2, 6, 3, 0, 0, 113
