 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 15
A minor (0), 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 0, 2, 2, 2, 2, 1, 1, 2, 0, 2, 1, 1, 1, 31
A minor mel (0), 2, 2, 3, 1, 2, 2, 1, 1, 1, 1, 2, 0, 2, 3, 2, 3, 2, 2, 3, 1, 2, 2, 1, 1, 42
C major blues (0), 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 26
A minor blues (0), 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 26
C dorian (0), 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 26
C phrygian (0), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
C lydian (0), 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 26
C mixolydian (0), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
C aeolian (0), 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 15
C locrian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
F major (1b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
G major (1#), 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 26
D minor (1b), 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8
E minor (1#), 2, 1, 3, 0, 2, 2, 1, 1, 2, 3, 2, 1, 1, 1, 2, 2, 2, 1, 3, 1, 2, 2, 1, 1, 39
D minor mel (1b), 0, 0, 1, 0, 2, 1, 1, 1, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1, 20
E minor mel (1#), 2, 1, 3, 0, 3, 3, 1, 1, 2, 4, 3, 1, 1, 1, 2, 1, 2, 1, 3, 1, 3, 3, 1, 1, 44
F major blues (1b), 0, 1, 1, 1, 1, 0, 1, 1, 2, 2, 2, 0, 2, 2, 2, 1, 0, 1, 1, 1, 1, 0, 1, 1, 25
G major blues (1#), 1, 1, 2, 0, 2, 2, 1, 1, 1, 2, 2, 0, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 32
D minor blues (1b), 0, 1, 1, 1, 1, 0, 1, 1, 2, 2, 2, 0, 2, 2, 2, 1, 0, 1, 1, 1, 1, 0, 1, 1, 25
E minor blues (1#), 1, 1, 2, 0, 2, 2, 1, 1, 1, 3, 3, 0, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 34
F dorian (1b), 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 15
G dorian (1#), 1, 1, 2, 0, 2, 2, 1, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 31
F phrygian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
G phrygian (1#), 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 15
F lydian (1b), 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 15
G lydian (1#), 1, 1, 2, 0, 2, 2, 1, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 31
F mixolydian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
G mixolydian (1#), 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 15
F aeolian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
G aeolian (1#), 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 26
F locrian (1b), 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 11
G locrian (1#), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
Bb major (2b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
D major (2#), 1, 1, 2, 0, 2, 2, 1, 1, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 31
G minor (2b), 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 1, 1, 0, 1, 0, 0, 12
B minor (2#), 1, 2, 1, 1, 1, 2, 0, 0, 2, 2, 2, 0, 2, 3, 2, 1, 1, 2, 1, 2, 1, 2, 0, 0, 31
G minor mel (2b), 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 1, 1, 1, 1, 0, 1, 0, 0, 14
B minor mel (2#), 2, 3, 2, 2, 2, 3, 0, 0, 2, 2, 3, 0, 3, 4, 3, 2, 2, 3, 2, 2, 2, 3, 0, 0, 47
Bb major blues (2b), 1, 1, 1, 1, 1, 1, 0, 0, 3, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 25
D major blues (2#), 2, 2, 3, 1, 3, 3, 1, 1, 1, 2, 3, 0, 2, 3, 2, 3, 2, 2, 3, 1, 3, 3, 1, 1, 48
G minor blues (2b), 1, 1, 1, 1, 1, 1, 0, 0, 3, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 25
B minor blues (2#), 2, 2, 3, 1, 3, 3, 1, 1, 1, 3, 4, 0, 2, 3, 2, 3, 2, 2, 3, 1, 3, 3, 1, 1, 50
Bb dorian (2b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
D dorian (2#), 2, 2, 3, 1, 3, 3, 1, 1, 1, 2, 3, 0, 2, 3, 2, 2, 2, 2, 3, 1, 3, 3, 1, 1, 47
