 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, rowcost
G minor (2b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
B minor (2#), 0, 1, 1, 0, 3, 2, 0, 1, 1, 0, 1, 1, 11
G minor mel (2b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
B minor mel (2#), 0, 1, 1, 0, 3, 2, 0, 2, 1, 0, 1, 2, 13
Bb major blues (2b), 2, 4, 4, 1, 2, 2, 1, 1, 1, 0, 2, 1, 21
D major blues (2#), 0, 1, 1, 0, 2, 2, 0, 2, 0, 1, 0, 1, 10
G minor blues (2b), 2, 2, 2, 1, 2, 2, 1, 1, 1, 0, 2, 1, 17
B minor blues (2#), 0, 1, 1, 0, 2, 3, 0, 2, 0, 1, 0, 1, 11
Bb dorian (2b), 1, 3, 3, 1, 0, 0, 1, 1, 0, 0, 1, 0, 11
D dorian (2#), 0, 1, 1, 0, 2, 2, 0, 2, 0, 1, 0, 1, 10
Bb phrygian (2b), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
D phrygian (2#), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
Bb lydian (2b), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
D lydian (2#), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
Bb mixolydian (2b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
D mixolydian (2#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Bb aeolian (2b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
D aeolian (2#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Bb locrian (2b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
D locrian (2#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Eb major (3b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
A major (3#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
C minor (3b), 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 11
F# minor (3#), 1, 1, 1, 0, 2, 3, 0, 1, 0, 1, 0, 0, 10
C minor mel (3b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
F# minor mel (3#), 1, 3, 3, 0, 3, 4, 0, 2, 0, 1, 0, 1, 18
Eb major blues (3b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
A major blues (3#), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
C minor blues (3b), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
F# minor blues (3#), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
Eb dorian (3b), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
A dorian (3#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Eb phrygian (3b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
A phrygian (3#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Eb lydian (3b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
A lydian (3#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Eb mixolydian (3b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
A mixolydian (3#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Eb aeolian (3b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
A aeolian (3#), 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 11
Eb locrian (3b), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
A locrian (3#), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
Ab major (4b), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
E major (4#), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
F minor (4b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
C# minor (4#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
F minor mel (4b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
C# minor mel (4#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Ab major blues (4b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
E major blues (4#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
F minor blues (4b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
C# minor blues (4#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Ab dorian (4b), 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 11
E dorian (4#), 1, 1, 1, 0, 2, 3, 0, 1, 0, 1, 0, 0, 10
Ab phrygian (4b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
E phrygian (4#), 1, 3, 3, 0, 3, 4, 0, 2, 0, 1, 0, 1, 18
Ab lydian (4b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
E lydian (4#), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
Ab mixolydian (4b), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
E mixolydian (4#), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
Ab aeolian (4b), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
E aeolian (4#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Ab locrian (4b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
E locrian (4#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Db major (5b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
B major (5#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Bb minor (5b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
G# minor (5#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Bb minor mel (5b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
G# minor mel (5#), 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 11
Db major blues (5b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
B major blues (5#), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
Bb minor blues (5b), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
G# minor blues (5#), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
Db dorian (5b), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
B dorian (5#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Db phrygian (5b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
B phrygian (5#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Db lydian (5b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
B lydian (5#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Db mixolydian (5b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
B mixolydian (5#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Db aeolian (5b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
B aeolian (5#), 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 0, 11
Db locrian (5b), 1, 1, 1, 0, 2, 3, 0, 1, 0, 1, 0, 0, 10
B locrian (5#), 0, 1, 1, 0, 2, 3, 0, 2, 0, 1, 0, 1, 11
Gb major (6b), 1, 3, 3, 0, 3, 4, 0, 2, 0, 1, 0, 1, 18
F# major (6#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Eb minor (6b), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
D# minor (6#), 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 6
Eb minor mel (6b), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
D# minor mel (6#), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 10
Gb major blues (6b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
F# major blues (6#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Eb minor blues (6b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
D# minor blues (6#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Gb dorian (6b), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
F# dorian (6#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
Gb phrygian (6b), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 7
F# phrygian (6#), 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 4
Gb lydian (6b), 3, 5, 5, 1, 5, 4, 1, 3, 2, 0, 3, 4, 36
F# lydian (6#), 2, 4, 4, 1, 3, 2, 1, 2, 1, 0, 2, 2, 24
Gb mixolydian (6b), 2, 4, 4, 0, 6, 5, 0, 3, 2, 0, 2, 4, 32
F# mixolydian (6#), 1, 3, 3, 0, 4, 3, 0, 2, 1, 0, 1, 2, 20
Gb aeolian (6b), 2, 4, 4, 0, 6, 5, 0, 3, 2, 0, 2, 4, 32
F# aeolian (6#), 1, 3, 3, 0, 4, 3, 0, 2, 1, 0, 1, 2, 20
Gb locrian (6b), 2, 4, 4, 0, 4, 6, 0, 3, 0, 1, 0, 2, 26
F# locrian (6#), 1, 3, 3, 0, 3, 4, 0, 2, 0, 1, 0, 1, 18
Cb major (7b), 2, 4, 4, 0, 7, 6, 0, 3, 2, 0, 2, 4, 34
C# major (7#), 2, 4, 4, 1, 3, 2, 1, 2, 1, 0, 2, 3, 25
Ab minor (7b), 1, 3, 3, 0, 5, 4, 0, 0, 2, 0, 2, 2, 22
A# minor (7#), 3, 5, 5, 1, 2, 2, 1, 3, 0, 0, 1, 2, 25
Ab minor mel (7b), 1, 3, 3, 0, 5, 4, 0, 0, 2, 0, 2, 2, 22
A# minor mel (7#), 3, 5, 5, 1, 2, 2, 1, 1, 0, 0, 1, 0, 21
Cb major blues (7b), 2, 4, 4, 0, 7, 7, 0, 3, 2, 1, 2, 4, 36
C# major blues (7#), 3, 5, 5, 1, 5, 4, 1, 3, 2, 0, 3, 4, 36
Ab minor blues (7b), 2, 4, 4, 1, 3, 2, 1, 2, 1, 0, 2, 2, 24
A# minor blues (7#), 2, 4, 4, 0, 6, 5, 0, 3, 2, 0, 2, 4, 32
Cb dorian (7b), 1, 3, 3, 0, 4, 3, 0, 2, 1, 0, 1, 2, 20
C# dorian (7#), 2, 4, 4, 0, 6, 5, 0, 3, 2, 0, 2, 4, 32
Cb phrygian (7b), 1, 3, 3, 0, 4, 3, 0, 2, 1, 0, 1, 2, 20
C# phrygian (7#), 2, 4, 4, 0, 4, 6, 0, 3, 0, 1, 0, 2, 26
Cb lydian (7b), 1, 3, 3, 0, 3, 4, 0, 2, 0, 1, 0, 1, 18
C# lydian (7#), 2, 4, 4, 0, 7, 6, 0, 3, 2, 0, 2, 4, 34
Cb mixolydian (7b), 2, 4, 4, 1, 3, 2, 1, 2, 1, 0, 2, 3, 25
C# mixolydian (7#), 1, 3, 3, 0, 5, 4, 0, 0, 2, 0, 2, 2, 22
Cb aeolian (7b), 3, 5, 5, 1, 2, 2, 1, 3, 0, 0, 1, 2, 25
C# aeolian (7#), 1, 3, 3, 0, 5, 4, 0, 0, 2, 0, 2, 2, 22
Cb locrian (7b), 0, 2, 2, 0, 3, 5, 0, 3, 0, 1, 0, 2, 18
C# locrian (7#), 2, 4, 4, 0, 7, 7, 0, 3, 2, 1, 2, 4, 36
