 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
A minor (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 4, 0, 1, 0, 2, 1, 2, 1, 0, 2, 3, 0, 2, 1,  , 2, 1, 2, 4, 2, 1, 2, 3, 0, 0, 0, 4, 0, 54
A minor mel (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 4, 0, 1, 0, 2, 1, 2, 1, 0, 2, 3, 0, 2, 1,  , 2, 1, 2, 4, 2, 1, 2, 3, 0, 0, 0, 4, 0, 54
C major blues (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
A minor blues (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 4, 0, 1, 0, 2, 1, 2, 1, 0, 2, 3, 0, 2, 1,  , 2, 1, 2, 4, 2, 1, 2, 3, 0, 0, 0, 4, 0, 54
C dorian (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
C phrygian (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
C lydian (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
C mixolydian (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
C aeolian (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
C locrian (0), 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 3, 2, 1, 0, 0, 2, 0, 3, 0, 1, 0, 2, 2, 4, 1, 0, 1, 2, 0, 2, 2,  , 1, 1, 2, 4, 2, 1, 2, 2, 0, 0, 0, 1, 0, 49
F major (1b), 1, 1, 0, 0, 0, 2, 1, 3, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 2, 0, 2, 1, 3, 3, 3, 1, 0, 1, 1, 0, 3, 2,  , 1, 0, 2, 3, 1, 1, 2, 1, 0, 1, 0, 2, 0, 53
