 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4
A minor (0), 1, 0, 0, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 2, 1, 0, 0, 15
A minor mel (0), 1, 0, 1, 2, 0, 1, 1, 1, 2, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 0, 1, 2, 0, 1, 1, 0, 0, 20
C major blues (0), 0, 2, 2, 2, 1, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 1, 1, 0, 1, 2, 2, 2, 1, 2, 0, 0, 0, 30
A minor blues (0), 0, 2, 2, 2, 1, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 1, 1, 0, 1, 2, 2, 2, 1, 2, 0, 0, 0, 30
C dorian (0), 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 9
C phrygian (0), 0, 1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 0, 0, 18
C lydian (0), 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 9
C mixolydian (0), 0, 1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 0, 0, 18
C aeolian (0), 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4
C locrian (0), 0, 2, 1, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 2, 0, 0, 0, 23
F major (1b), 0, 1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 0, 0, 18
G major (1#), 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 9
D minor (1b), 0, 2, 2, 3, 2, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 2, 1, 0, 2, 2, 3, 2, 3, 0, 1, 1, 33
E minor (1#), 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 12
D minor mel (1b), 0, 1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 2, 1, 2, 0, 1, 1, 19
E minor mel (1#), 0, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 27
F major blues (1b), 0, 2, 1, 2, 2, 3, 1, 0, 0, 1, 1, 2, 0, 3, 1, 1, 2, 0, 0, 2, 1, 2, 2, 3, 0, 0, 0, 32
G major blues (1#), 0, 2, 3, 3, 2, 3, 0, 1, 1, 0, 0, 2, 1, 1, 0, 2, 2, 1, 1, 2, 3, 3, 2, 3, 0, 1, 1, 40
D minor blues (1b), 0, 2, 1, 2, 2, 3, 1, 0, 0, 1, 1, 2, 0, 3, 1, 1, 2, 0, 0, 2, 1, 2, 2, 3, 0, 0, 0, 32
E minor blues (1#), 0, 2, 3, 3, 2, 3, 0, 1, 1, 0, 0, 2, 1, 1, 0, 2, 2, 1, 1, 2, 3, 3, 2, 3, 0, 1, 1, 40
F dorian (1b), 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4
G dorian (1#), 0, 1, 2, 2, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 2, 2, 1, 1, 0, 1, 1, 24
F phrygian (1b), 0, 2, 1, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 2, 0, 0, 0, 23
G phrygian (1#), 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4
F lydian (1b), 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4
G lydian (1#), 0, 1, 2, 2, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 2, 2, 1, 1, 0, 1, 1, 24
F mixolydian (1b), 0, 2, 1, 2, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 2, 1, 2, 1, 2, 0, 0, 0, 23
G mixolydian (1#), 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4
F aeolian (1b), 0, 1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 0, 0, 18
G aeolian (1#), 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 9
F locrian (1b), 0, 2, 1, 1, 2, 3, 1, 0, 0, 1, 1, 2, 0, 3, 1, 1, 2, 0, 0, 2, 1, 1, 2, 3, 0, 0, 0, 30
G locrian (1#), 0, 1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 0, 0, 18
