 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, rowcost
Bb major blues (2b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
D major blues (2#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
G minor blues (2b), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 4, 3, 1, 3, 3, 2, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0,  , 2, 4, 3, 0, 0, 3, 0, 0, 0, 0, 5, 5, 1, 2, 3, 2, 79
B minor blues (2#), 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 2, 1, 4, 5, 3, 2, 3, 1, 2, 4, 2, 0, 3, 2,  , 1, 3, 2, 0, 1, 2, 2, 2, 2, 1, 4, 5, 3, 4, 5, 2, 127
Bb dorian (2b), 2, 0, 1, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 3, 1, 4, 2, 1, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 2, 3, 1, 3, 1, 1, 0, 2, 1, 0, 2, 0,  , 2, 5, 3, 0, 0, 1, 0, 0, 0, 0, 6, 6, 1, 2, 2, 2, 76
D dorian (2#), 3, 2, 4, 2, 1, 1, 3, 1, 3, 2, 4, 2, 1, 1, 3, 1, 1, 1, 0, 2, 2, 1, 4, 1, 3, 2, 4, 2, 1, 1, 3, 1, 2, 3, 1, 4, 5, 3, 4, 3, 1, 4, 5, 3, 0, 2, 3,  , 1, 3, 2, 0, 1, 2, 4, 3, 2, 1, 4, 6, 4, 3, 5, 4, 151
Bb phrygian (2b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
D phrygian (2#), 3, 1, 2, 1, 0, 2, 2, 1, 3, 1, 2, 1, 0, 2, 2, 0, 2, 2, 0, 3, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 2, 0, 3, 1, 0, 3, 4, 2, 3, 2, 2, 1, 3, 2, 0, 3, 1,  , 1, 4, 2, 0, 0, 1, 1, 1, 1, 1, 5, 7, 2, 3, 3, 4, 112
Bb lydian (2b), 3, 1, 2, 1, 0, 2, 2, 1, 3, 1, 2, 1, 0, 2, 2, 0, 2, 2, 0, 3, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 2, 0, 3, 1, 0, 3, 4, 2, 3, 2, 2, 1, 3, 2, 0, 3, 1,  , 1, 4, 2, 0, 0, 1, 1, 1, 1, 1, 5, 7, 2, 3, 3, 4, 112
D lydian (2#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
Bb mixolydian (2b), 3, 1, 2, 1, 0, 2, 2, 1, 3, 1, 2, 1, 0, 2, 2, 0, 2, 2, 0, 3, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 2, 0, 3, 1, 0, 3, 4, 2, 3, 2, 2, 1, 3, 2, 0, 3, 1,  , 1, 4, 2, 0, 0, 1, 1, 1, 1, 1, 5, 7, 2, 3, 3, 4, 112
D mixolydian (2#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
Bb aeolian (2b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
D aeolian (2#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
Bb locrian (2b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
D locrian (2#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
Eb major (3b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
A major (3#), 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 2, 0, 4, 3, 1, 3, 3, 2, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 2, 2, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0,  , 2, 4, 3, 0, 0, 3, 0, 0, 0, 0, 5, 5, 1, 2, 3, 2, 79
C minor (3b), 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 2, 1, 4, 5, 3, 2, 3, 1, 2, 4, 2, 0, 3, 2,  , 1, 3, 2, 0, 1, 2, 2, 2, 2, 1, 4, 5, 3, 4, 5, 2, 127
F# minor (3#), 2, 0, 1, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 3, 1, 4, 2, 1, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 2, 3, 1, 3, 1, 1, 0, 2, 1, 0, 2, 0,  , 2, 5, 3, 0, 0, 1, 0, 0, 0, 0, 6, 6, 1, 2, 2, 2, 76
C minor mel (3b), 3, 2, 4, 2, 1, 1, 3, 1, 3, 2, 4, 2, 1, 1, 3, 1, 1, 1, 0, 2, 2, 1, 4, 1, 3, 2, 4, 2, 1, 1, 3, 1, 2, 3, 1, 4, 5, 3, 4, 3, 1, 4, 5, 3, 0, 2, 3,  , 1, 3, 2, 0, 1, 2, 4, 3, 2, 1, 4, 6, 4, 3, 5, 4, 151
F# minor mel (3#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
Eb major blues (3b), 3, 1, 2, 1, 0, 2, 2, 1, 3, 1, 2, 1, 0, 2, 2, 0, 2, 2, 0, 3, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 2, 0, 3, 1, 0, 3, 4, 2, 3, 2, 2, 1, 3, 2, 0, 3, 1,  , 1, 4, 2, 0, 0, 1, 1, 1, 1, 1, 5, 7, 2, 3, 3, 4, 112
A major blues (3#), 3, 1, 2, 1, 0, 2, 2, 1, 3, 1, 2, 1, 0, 2, 2, 0, 2, 2, 0, 3, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 2, 0, 3, 1, 0, 3, 4, 2, 3, 2, 2, 1, 3, 2, 0, 3, 1,  , 1, 4, 2, 0, 0, 1, 1, 1, 1, 1, 5, 7, 2, 3, 3, 4, 112
C minor blues (3b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
F# minor blues (3#), 3, 1, 2, 1, 0, 2, 2, 1, 3, 1, 2, 1, 0, 2, 2, 0, 2, 2, 0, 3, 1, 2, 1, 1, 3, 1, 2, 1, 0, 2, 2, 0, 3, 1, 0, 3, 4, 2, 3, 2, 2, 1, 3, 2, 0, 3, 1,  , 1, 4, 2, 0, 0, 1, 1, 1, 1, 1, 5, 7, 2, 3, 3, 4, 112
Eb dorian (3b), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
A dorian (3#), 3, 1, 2, 1, 0, 2, 3, 1, 3, 1, 2, 1, 0, 2, 3, 0, 2, 2, 0, 2, 2, 2, 1, 1, 3, 1, 2, 1, 0, 2, 3, 0, 3, 1, 0, 3, 3, 2, 1, 2, 2, 1, 2, 1, 0, 3, 1,  , 1, 4, 2, 0, 0, 3, 1, 1, 1, 1, 4, 6, 2, 3, 4, 3, 110
