 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2/2, 1/0, 2/1, 0/0, 2/2, 1/0, 1/0, 0/0, 0/0, 2/0, 1/0, 2/0, 1/0, 0/0, 0/0, 1/0, 0/0, 2/1, 1/4, 2/2, 0/0, 2/2, 1/0, 1/0, 0/0, 2/2, 0/0, 27/16
A minor (0), 2/1, 1/0, 4/2, 0/0, 2/1, 1/0, 1/0, 0/0, 0/0, 2/1, 1/0, 2/2, 1/0, 0/0, 0/0, 1/0, 0/0, 2/1, 1/0, 4/2, 0/0, 2/1, 1/0, 1/0, 0/0, 2/2, 0/0, 31/13
F major (1b), 1/2, 1/0, 2/1, 0/0, 1/2, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 2/6, 0/0, 1/2, 1/0, 2/1, 0/0, 1/2, 1/0, 1/0, 0/0, 1/0, 0/0, 22/16
G major (1#), 1/1, 1/4, 3/3, 0/0, 1/1, 1/4, 1/4, 0/0, 0/0, 2/0, 1/0, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/4, 3/3, 0/0, 1/1, 1/4, 1/4, 0/0, 3/1, 0/0, 25/35
D minor (1b), 2/2, 1/0, 3/1, 0/0, 2/2, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 2/1, 1/0, 3/1, 0/0, 2/1, 1/0, 1/0, 0/0, 1/1, 0/0, 27/9
E minor (1#), 1/1, 1/0, 4/2, 0/0, 1/1, 1/0, 1/0, 0/0, 0/0, 2/1, 1/0, 2/2, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/0, 4/2, 0/0, 1/1, 1/0, 1/0, 0/0, 3/2, 0/0, 27/13
Bb major (2b), 1/2, 0/0, 1/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/3, 1/0, 2/6, 0/0, 1/3, 0/0, 1/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 10/20
D major (2#), 2/1, 2/4, 4/2, 0/0, 2/1, 2/4, 2/4, 1/0, 1/0, 3/0, 1/0, 3/0, 2/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/4, 4/2, 0/0, 2/1, 2/4, 2/4, 1/0, 4/1, 0/0, 44/33
G minor (2b), 2/1, 0/0, 2/1, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 2/1, 0/0, 2/1, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 15/8
B minor (2#), 2/1, 2/0, 5/2, 0/0, 2/1, 2/0, 2/0, 1/0, 1/0, 3/1, 1/0, 3/2, 2/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/0, 5/2, 0/0, 2/1, 2/0, 2/0, 1/0, 4/2, 0/0, 46/13
Eb major (3b), 1/2, 0/0, 1/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/3, 1/1, 2/6, 0/0, 1/2, 0/0, 1/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 11/20
A major (3#), 3/1, 2/0, 6/2, 1/0, 3/1, 2/0, 2/0, 1/0, 1/0, 3/1, 1/0, 3/2, 2/0, 0/0, 0/0, 1/0, 1/0, 3/1, 2/0, 6/2, 1/0, 3/1, 2/0, 2/0, 1/0, 5/3, 1/0, 58/14
C minor (3b), 2/1, 0/0, 1/1, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 1/0, 1/0, 0/0, 2/2, 0/0, 1/1, 0/0, 2/1, 0/0, 0/0, 0/0, 0/1, 0/0, 14/8
F# minor (3#), 3/2, 2/0, 4/3, 1/1, 3/2, 2/0, 2/0, 1/0, 1/0, 3/0, 1/0, 3/0, 2/0, 0/0, 0/0, 1/0, 1/0, 3/2, 2/1, 4/4, 1/0, 3/2, 2/2, 2/3, 1/1, 5/4, 1/0, 54/27
Ab major (4b), 1/2, 0/0, 2/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/7, 2/1, 2/6, 0/0, 1/2, 0/0, 2/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 15/24
E major (4#), 3/1, 1/0, 5/2, 1/0, 3/1, 1/0, 1/0, 1/0, 1/0, 2/1, 0/0, 2/2, 1/0, 0/0, 1/0, 1/0, 1/0, 3/1, 1/0, 5/2, 1/0, 3/1, 1/0, 1/0, 1/0, 4/2, 1/0, 46/13
F minor (4b), 1/2, 0/0, 2/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 2/0, 2/6, 0/0, 1/2, 0/0, 2/1, 0/0, 1/2, 0/0, 0/0, 0/0, 0/1, 0/0, 14/17
C# minor (4#), 5/4, 1/1, 4/8, 2/2, 5/4, 1/2, 1/3, 1/1, 1/2, 2/5, 0/0, 2/0, 1/0, 0/0, 1/0, 2/2, 2/2, 5/4, 1/1, 4/8, 2/2, 5/4, 1/2, 1/3, 1/1, 5/8, 2/2, 58/71
Db major (5b), 2/2, 0/0, 3/2, 1/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/7, 3/7, 1/1, 1/0, 2/2, 0/0, 3/3, 1/0, 2/2, 0/0, 0/0, 0/0, 1/2, 1/0, 26/30
B major (5#), 3/1, 1/0, 5/2, 1/0, 3/1, 1/0, 1/0, 1/0, 1/0, 1/1, 0/0, 1/4, 1/0, 1/0, 1/0, 1/0, 1/0, 3/1, 1/0, 5/2, 1/0, 3/1, 1/0, 1/0, 1/0, 3/2, 1/0, 44/15
Bb minor (5b), 2/2, 0/0, 3/1, 1/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/3, 2/0, 1/6, 1/0, 2/2, 0/0, 3/1, 1/0, 2/2, 0/0, 0/0, 0/0, 1/0, 1/0, 24/19
G# minor (5#), 5/4, 1/0, 6/6, 2/0, 5/4, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 2/6, 2/2, 2/2, 5/4, 1/0, 6/6, 2/0, 5/4, 1/0, 1/0, 1/0, 4/3, 2/0, 61/41
Gb major (6b), 3/4, 1/0, 5/7, 2/2, 3/4, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 2/4, 3/7, 2/2, 2/2, 3/4, 1/0, 5/7, 2/2, 3/4, 1/0, 1/0, 1/0, 3/4, 2/2, 52/55
F# major (6#), 2/2, 1/0, 3/3, 1/1, 2/2, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 2/2, 1/0, 3/3, 1/1, 2/2, 1/0, 1/0, 1/0, 2/2, 1/1, 36/19
Eb minor (6b), 3/2, 1/0, 4/1, 1/0, 3/2, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/2, 2/1, 1/1, 1/0, 3/2, 1/0, 4/1, 1/0, 3/2, 1/0, 1/0, 1/0, 2/0, 1/0, 42/14
D# minor (6#), 4/3, 1/0, 6/8, 2/0, 4/3, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 2/3, 3/1, 2/2, 2/0, 4/3, 1/0, 6/8, 2/0, 4/3, 1/0, 1/0, 1/0, 3/4, 2/0, 58/38
Cb major (7b), 5/6, 2/2, 9/10, 2/2, 5/6, 2/4, 2/6, 2/2, 2/4, 2/8, 0/0, 2/8, 2/2, 2/4, 2/6, 2/2, 2/2, 5/6, 2/2, 9/10, 2/2, 5/6, 2/4, 2/6, 2/2, 5/8, 2/2, 81/122
C# major (7#), 3/3, 0/0, 3/5, 2/0, 3/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 2/0, 2/2, 2/2, 3/4, 0/0, 3/5, 2/0, 3/3, 0/0, 0/0, 0/0, 2/4, 2/0, 34/31
Ab minor (7b), 4/2, 1/0, 4/1, 1/0, 4/2, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 2/4, 1/1, 1/1, 1/0, 4/2, 1/0, 4/1, 1/0, 4/2, 1/0, 1/0, 1/0, 3/0, 1/0, 47/16
A# minor (7#), 3/3, 0/0, 5/6, 2/0, 3/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/3, 4/2, 2/2, 2/0, 3/3, 0/0, 5/6, 2/0, 3/3, 0/0, 0/0, 0/0, 2/4, 2/0, 41/35
